채수위치,조사일,수온(℃),pH,DO(㎎/L),투명도,탁도,Chl-a (㎎/㎥),유해남조류 세포수 (cells/㎖),수위(EL.m),저수량(백만㎥),저수율(%),강우량(mm),유입량(㎥/s),총방류량(㎥/s),평균기온(°C),일강수량(mm),합계 일조시간(hr),합계 일사량(MJ/m2),Retention_Index
추동,2024-09-26,26.1,8.4,5.3,0.8,9.8,16.5,27725.0,74.2269,1052.1149,70.61,0.0,62.742,32.515,24.1,,5.6,15.14,32.35783176995233
추동,2024-09-30,25.5,7.6,5.3,1.2,7.9,12.6,21154.0,74.2501,1053.5256,70.71,0.0,23.286,34.342,21.0,,11.0,19.94,30.677467823656166
추동,2024-10-02,24.6,7.1,4.3,1.3,4.4,1.9,9203.0,74.2378,1052.7775,70.66,0.0,31.22,32.064,14.9,,8.6,19.18,32.83362961576846
추동,2024-10-07,23.7,7.0,4.6,1.3,5.7,6.6,16506.0,74.2031,1050.6689,70.51,3.8581,26.569,32.052,17.0,2.3,1.0,8.24,32.78013540496693
추동,2024-10-10,23.6,7.2,6.3,1.6,5.7,21.2,9544.0,74.1549,1047.7441,70.32,0.037,19.156,32.494,17.7,0.0,5.9,12.93,32.24423278143657
추동,2024-10-14,23.0,7.0,6.3,1.7,4.7,22.9,8332.0,74.0859,1043.5653,70.04,6.6849,24.5,32.273,17.7,8.3,0.0,3.57,32.335552938989245
추동,2024-10-21,21.9,7.1,7.3,1.7,3.7,29.8,2404.0,74.1988,1050.4078,70.5,2.5733,37.194,32.275,13.9,0.4,0.7,6.66,32.545555383423704
추동,2024-10-28,20.9,7.0,7.6,2.0,2.9,13.0,2133.0,74.388,1061.9332,71.27,0.3412,33.578,32.093,14.8,0.0,0.4,5.37,33.08924687626585
추동,2024-11-04,20.3,7.2,8.0,2.0,2.7,22.2,1152.0,74.3228,1057.9531,71.0,0.0,20.818,32.113,14.5,,4.6,9.85,32.944698408744124
추동,2024-11-11,19.2,7.3,8.2,2.6,1.9,15.9,837.0,74.2069,1050.8997,70.53,0.0,22.193,32.037,13.3,,9.1,12.95,32.80268751755782
추동,2024-11-18,18.0,7.0,8.4,2.2,2.4,22.2,955.0,74.0519,1041.5098,69.9,0.0,14.144,31.704,2.6,,9.2,13.99,32.85105349482715
추동,2024-11-25,16.7,7.0,8.2,3.5,2.4,10.6,68.0,73.89,1031.7544,69.25,0.2732,15.627,32.117,9.7,0.3,7.5,10.98,32.12486844973068
추동,2024-12-02,14.8,7.1,8.6,3.0,1.9,9.7,257.0,73.8379,1028.6266,69.04,0.0,22.49,32.281,8.3,0.0,5.1,7.75,31.864768749419166
추동,2024-12-09,13.2,6.9,9.0,3.5,1.9,7.8,0.0,73.7422,1022.8956,68.65,0.0,17.973,32.371,2.0,,5.7,8.68,31.599135028266037
추동,2024-12-16,11.8,7.0,9.2,3.3,2.0,6.4,90.0,73.613,1015.1883,68.13,0.3145,21.108,32.065,2.7,0.1,6.8,10.22,31.660324341181976
추동,2024-12-23,10.3,7.0,9.7,3.5,1.7,7.1,0.0,73.4641,1006.3483,67.54,0.2352,15.405,32.341,-0.4,0.0,4.2,6.87,31.116796017439164
추동,2024-12-30,9.3,7.2,10.1,2.8,1.8,7.1,140.0,73.3056,996.9883,66.91,0.0,11.619,32.146,6.7,0.0,2.1,5.55,31.014381260498972
추동,2025-01-06,8.5,7.1,10.4,2.9,1.8,4.8,0.0,73.13,986.6786,66.22,3.4313,12.02,33.032,2.0,1.8,1.2,4.69,29.870386292080408
추동,2025-01-13,7.0,7.0,10.8,3.6,1.8,6.3,0.0,72.9519,976.2868,65.52,0.073,17.135,33.299,1.1,,7.8,11.61,29.31880236643743
추동,2025-01-20,6.5,6.9,11.1,4.2,1.4,5.4,0.0,72.7708,965.7867,64.82,0.0,14.376,33.182,2.8,,3.0,7.09,29.10574106443252
추동,2025-02-03,6.0,7.1,11.2,4.1,1.2,5.7,0.0,72.4215,945.7247,63.47,0.1608,20.769,32.994,-1.4,0.2,9.0,15.17,28.663535794386856
추동,2025-02-10,4.8,7.0,12.1,3.4,1.5,6.7,0.0,72.2438,935.6146,62.79,0.0273,22.634,32.745,-2.6,0.0,5.1,10.56,28.57274698427241
추동,2025-02-17,4.8,6.9,12.3,3.1,1.6,6.2,0.0,72.0696,925.7667,62.13,0.0663,15.294,33.044,1.3,,10.0,17.69,28.01618145502966
추동,2025-02-24,4.5,7.0,12.7,3.2,1.5,5.8,0.0,71.888,915.5667,61.45,0.0,13.868,32.603,-0.7,,10.3,19.21,28.082283838910527
추동,2025-03-04,5.2,7.2,12.7,2.9,7.7,7.1,0.0,71.8099,911.2009,61.15,3.5201,63.691,32.965,3.4,0.9,0.8,6.16,27.641465190353404
추동,2025-03-10,6.1,7.3,13.0,3.2,1.5,6.8,0.0,71.941,918.5366,61.65,0.0,40.15,33.075,8.2,,10.8,17.64,27.771325774754345
추동,2025-03-17,6.9,7.3,12.6,3.2,2.1,4.1,22.0,71.898,916.1266,61.49,0.0,21.301,32.972,3.8,,11.1,21.51,27.784987261919206
추동,2025-03-24,7.2,7.3,12.1,4.5,1.6,1.5,0.0,71.7888,910.0236,61.08,0.0,22.14,35.056,16.6,0.0,8.3,19.25,25.959139662254678
추동,2025-03-31,8.2,7.1,11.8,3.5,1.8,4.8,0.0,71.6649,903.1286,60.61,0.0,23.621,33.327,8.1,,8.8,21.06,27.099006811294146
추동,2025-04-08,8.6,7.4,11.7,3.7,1.5,2.7,0.0,71.4762,892.6883,59.91,0.0,17.565,32.887,15.6,,10.4,23.97,27.144108614346095
추동,2025-04-14,8.8,7.8,11.3,2.3,2.3,4.8,0.0,71.347,885.5821,59.44,4.6288,26.864,32.58,5.1,6.2,0.9,9.1,27.181771025168814
추동,2025-04-21,14.0,7.9,9.3,3.6,1.7,2.2,0.0,71.2099,878.079,58.93,0.0,16.79,31.896,21.5,,8.1,23.31,27.52943942814146
추동,2025-04-28,11.5,7.8,10.6,3.5,2.2,3.1,0.0,71.125,873.452,58.62,0.0,16.5,33.26,15.3,,12.7,28.33,26.261334936861097
추동,2025-05-07,12.4,7.7,10.0,3.8,1.7,2.4,0.0,70.9846,865.8329,58.11,0.0,46.011,57.479,14.7,,10.6,26.59,15.063464917622088
추동,2025-05-12,12.6,7.7,10.2,3.7,1.6,3.3,0.0,70.8789,860.1236,57.73,0.0,51.8,56.73,17.7,,13.0,28.78,15.1617063282214
추동,2025-05-19,14.8,8.1,10.2,3.5,2.0,4.8,0.0,70.9251,862.6162,57.89,0.0,84.468,58.925,18.8,,4.3,15.54,14.63922274077217
추동,2025-05-26,15.0,7.9,9.7,2.8,1.4,4.3,0.0,70.6985,850.4326,57.08,0.0,25.785,58.968,19.7,,,,14.421933930267262
추동,2025-06-02,16.9,8.0,9.4,4.3,1.3,3.4,0.0,70.2249,825.3096,55.39,0.0,19.725,77.684,20.4,0.0,0.0,9.34,10.623932856186602
추동,2025-06-09,18.5,8.1,9.5,2.9,1.5,5.6,0.0,69.5052,788.0162,52.89,0.0,15.026,77.823,25.5,,9.9,26.19,10.125749457101373
추동,2025-06-16,21.7,8.1,8.9,2.4,2.0,7.6,38.0,69.3958,782.4408,52.51,9.7324,151.038,261.574,24.2,26.3,3.8,12.91,2.991278949742711
추동,2025-06-23,24.4,8.1,8.5,2.3,2.5,6.6,146.0,69.97,811.9792,54.5,0.0,369.403,252.358,25.1,,13.5,29.0,3.217568692096149
추동,2025-06-30,24.8,7.9,6.5,2.0,2.4,5.7,331.0,69.6511,795.4902,53.39,0.0,83.38,76.187,29.1,,11.7,28.75,10.441285258639926
추동,2025-07-07,25.5,8.0,5.7,2.7,2.8,7.1,982.0,69.5452,790.061,53.02,0.3646,23.11,46.102,30.0,,8.6,24.07,17.137239165329056
추동,2025-07-14,24.9,7.9,4.3,2.4,2.2,5.6,826.0,69.1723,771.1271,51.75,6.8218,20.209,45.835,23.4,20.9,4.0,16.43,16.82397949165485
추동,2025-07-21,25.1,7.7,3.9,2.2,6.4,6.7,1073.0,73.56,1012.0365,67.92,1.5731,290.857,47.015,28.4,,9.1,23.59,21.525821546315008
추동,2025-07-28,25.0,7.3,3.9,2.5,4.2,1.4,950.0,72.516,951.1276,63.83,0.0,33.276,237.825,30.9,,,20.76,3.9992750972353623
추동,2025-08-04,25.2,7.9,4.7,2.1,4.0,7.8,896.0,72.4774,948.9185,63.69,19.7962,129.492,49.572,28.4,11.4,6.2,20.96,19.142227467118534
추동,2025-08-11,26.3,7.8,5.4,2.3,2.9,12.6,4228.0,72.1459,930.0724,62.42,4.9376,53.868,157.308,24.3,2.3,0.3,7.51,5.912429119943042
추동,2025-08-18,27.5,7.8,5.0,1.4,4.4,9.9,9604.0,71.95,919.0415,61.68,0.0,20.914,49.51,29.2,,8.6,22.31,18.5627449000202
추동,2025-08-25,27.0,7.9,4.0,1.7,2.9,16.0,7460.0,71.6228,900.793,60.46,0.0,15.078,47.895,30.3,0.0,8.6,22.17,18.807662595260464
추동,2025-09-01,27.2,7.6,4.4,1.7,3.6,5.7,5412.0,71.3987,888.4215,59.63,21.7629,29.285,37.113,26.8,7.4,5.6,16.24,23.93828308140005
추동,2025-09-08,27.1,7.8,4.8,1.6,6.8,8.9,15506.0,71.8292,912.2786,61.23,0.3021,182.35,37.997,22.2,0.0,0.1,7.38,24.009227044240333
추동,2025-09-15,26.1,7.6,4.6,1.8,7.5,14.2,30297.0,72.3989,944.4353,63.38,0.0,105.194,37.991,25.3,,2.4,13.39,24.859448290384563
추동,2025-09-18,26.3,8.0,5.2,1.3,5.8,16.5,26209.0,72.7258,963.1881,64.64,0.6739,114.122,38.276,21.9,0.0,4.3,11.71,25.164283101682514
추동,2025-09-22,25.8,7.5,6.5,1.9,6.3,14.1,13172.0,73.4918,1007.9893,67.65,0.0,125.07,36.155,21.2,,2.1,12.18,27.879665329829898
추동,2025-09-25,25.6,7.7,6.3,1.5,6.7,16.9,26287.0,73.652,1017.5112,68.29,17.2494,80.727,65.556,22.2,14.8,0.0,3.67,15.521252059308074
추동,2025-09-29,25.2,7.5,5.8,1.7,4.9,17.4,14209.0,73.6409,1016.8497,68.24,0.1676,95.542,32.889,19.9,0.0,4.7,13.08,30.9176229134361
추동,2025-10-01,25.1,7.5,5.8,1.5,6.9,15.6,12170.0,73.7588,1023.8883,68.72,0.0,65.979,32.151,20.3,,10.4,18.46,31.846234953811695
추동,2025-10-08,24.1,7.6,7.4,1.2,5.6,27.7,23868.0,74.767,1085.241,72.83,0.4559,277.031,31.326,21.2,1.3,1.7,9.18,34.64345910745068
추동,2025-10-10,24.0,7.4,7.4,1.6,5.1,29.3,25014.0,75.0551,1103.1554,74.04,0.0,110.185,31.507,21.5,,2.4,11.11,35.01302567683372
추동,2025-10-14,23.5,7.2,5.4,1.9,4.7,22.3,18134.0,75.3592,1122.249,75.32,14.3592,252.434,170.934,18.3,5.7,0.0,5.48,6.565393660711152
추동,2025-10-16,23.5,7.5,7.5,1.6,6.9,21.3,17406.0,75.7111,1144.5801,76.82,29.7864,427.208,223.586,19.4,30.6,0.0,6.6,5.119193956687806
추동,2025-10-20,22.8,7.3,7.3,1.6,6.7,20.8,13266.0,76.084,1168.5201,78.42,0.0,183.332,219.986,11.5,,9.7,15.82,5.311793023192385
추동,2025-10-22,22.2,7.3,7.4,1.4,4.9,20.4,14385.0,75.8078,1150.7609,77.23,0.0,100.896,221.311,13.4,,6.3,13.02,5.199745606860933
추동,2025-10-27,21.2,7.3,7.7,1.6,4.5,20.6,14127.0,75.067,1103.899,74.09,0.0,45.109,32.164,9.5,,9.9,16.69,34.320948886954355
추동,2025-10-29,20.6,7.5,8.1,1.4,5.0,16.8,15860.0,75.1058,1106.3256,74.25,0.0,46.401,32.137,9.6,,9.7,15.18,34.4252917198245
추동,2025-11-03,19.4,7.5,8.8,1.5,5.9,21.3,18429.0,75.109,1106.5258,74.26,0.0,32.367,32.367,7.0,,9.7,14.94,34.18685080483208
추동,2025-11-06,19.0,7.4,8.6,1.7,4.3,15.9,15606.0,75.089,1105.2745,74.18,0.0,28.121,33.117,11.3,,6.4,11.62,33.37483769665127
추동,2025-11-10,18.5,7.6,8.8,1.9,4.2,13.2,14645.0,75.047,1102.6494,74.0,0.0,20.99,33.138,8.9,,9.6,14.54,33.27447039652363
추동,2025-11-13,17.9,7.6,9.0,2.3,3.2,12.1,17266.0,75.012,1100.4646,73.86,0.0,22.372,33.206,9.3,,8.1,11.2,33.14053484310064
추동,2025-11-17,17.2,7.7,9.0,2.1,3.1,13.3,13499.0,74.943,1096.1647,73.57,0.1855,16.066,32.715,5.6,,8.3,11.08,33.50648632125936
추동,2025-11-20,16.3,7.6,9.3,2.2,6.8,7.1,9630.0,74.89,1092.8685,73.35,0.0,19.96,32.981,8.5,,5.3,10.38,33.13630575179649
추동,2025-11-24,15.8,7.8,9.4,3.0,2.4,13.4,4238.0,74.832,1089.2679,73.11,0.0,19.15,32.793,12.0,,6.5,9.68,33.2164760772116
추동,2025-12-01,14.6,7.7,9.6,3.0,5.4,13.4,1638.0,74.7619,1084.9254,72.81,0.0,18.956,33.212,7.9,,8.6,11.82,32.66666867397326
추동,2025-12-08,12.8,7.8,10.0,3.0,1.6,8.8,547.0,74.629,1076.7202,72.26,0.0,21.705,32.474,4.9,,8.6,11.61,33.156377409620006
추동,2025-12-15,11.7,7.8,10.0,3.7,1.2,6.1,392.0,74.5269,1070.4411,71.84,0.312,25.358,33.247,1.8,,1.6,6.82,32.19662225163172
추동,2025-12-22,10.9,7.7,9.7,3.6,1.2,8.1,141.0,74.392,1062.1776,71.29,0.0,18.432,33.292,-0.5,,8.1,10.9,31.90489006367896
추동,2025-12-29,9.4,7.6,10.0,3.2,1.4,5.4,206.0,74.28,1055.3452,70.83,1.7101,21.339,33.252,5.3,1.0,2.6,5.33,31.73779622278359
추동,2026-01-05,8.5,7.6,10.4,4.0,1.6,4.5,49.0,74.133,1046.4167,70.23,0.0,19.354,33.384,-0.2,,8.4,11.35,31.34485681763719
추동,2026-01-12,7.5,7.7,10.7,3.0,1.5,2.3,50.0,73.984,1037.4119,69.62,0.3237,17.198,33.182,-1.5,1.3,3.7,6.5,31.264296907962148
추동,2026-01-19,7.0,7.4,10.7,3.5,1.4,4.8,0.0,73.8281,1028.0388,69.0,0.0273,18.342,33.06,-1.0,0.6,3.9,7.56,31.09615245009074
추동,2026-01-26,5.9,7.6,11.2,5.0,1.4,3.8,136.0,73.664,1018.2266,68.34,0.0,18.888,33.386,-3.5,,4.6,9.93,30.49861019589049
추동,2026-02-02,4.8,7.6,11.8,4.0,1.4,3.3,268.0,73.49,1007.8827,67.64,1.2274,13.265,32.482,-1.9,2.4,7.1,11.79,31.028960655132074
추동,2026-02-09,4.6,7.6,11.9,3.8,1.2,4.1,226.0,73.345,999.3102,67.07,0.0,16.574,31.596,-2.0,,9.6,15.56,31.627744018230157
추동,2026-02-19,5.2,7.7,12.3,3.8,1.3,5.0,124.0,73.143,987.4397,66.27,0.0,15.613,31.208,2.1,,10.2,17.73,31.640595360164063
추동,2026-02-23,5.6,7.7,12.2,4.0,1.5,4.2,136.0,73.053,982.1778,65.92,0.0,17.74,31.257,3.0,,6.6,14.71,31.42265092619253
추동,2026-03-03,6.2,7.7,12.2,3.2,2.2,4.1,244.0,72.94,975.5948,65.48,1.2027,19.73,31.173,6.9,0.1,3.6,12.68,31.29614730696436
추동,2026-03-09,6.2,7.8,12.2,3.5,2.3,4.7,349.0,72.928,974.8973,65.43,0.0923,25.778,31.16,2.8,0.0,3.5,9.35,31.286819640564826
추동,2026-03-16,7.1,7.9,12.3,3.3,1.6,4.3,373.0,72.802,967.5909,64.94,0.0,20.939,30.986,7.5,,9.0,18.77,31.226712063512554
추동,2026-03-23,7.9,7.8,11.8,3.6,1.8,5.0,63.0,72.677,960.3747,64.45,0.0,25.762,31.096,11.8,,11.5,22.54,30.884187676871623
추동,2026-03-30,8.6,7.9,11.4,3.8,1.5,4.0,98.0,72.509,950.7267,63.81,12.5493,17.416,31.205,12.9,11.3,0.7,6.98,30.467127062970683
추동,2026-04-06,9.0,7.7,11.4,3.2,1.7,4.0,0.0,73.15,987.8496,66.3,11.1393,141.906,31.047,10.0,7.3,0.0,4.66,31.817876123296937
추동,2026-04-13,11.3,7.9,10.9,4.2,1.5,2.0,0.0,73.78,1025.157,68.8,0.0,65.393,30.779,19.0,,11.1,25.85,33.30702751876279
추동,2026-04-20,12.7,8.1,11.0,3.4,2.0,3.8,0.0,73.801,1026.4146,68.89,0.1555,31.413,73.753,13.3,0.2,2.0,6.48,13.916919989695336
추동,2026-04-27,15.5,8.3,10.7,3.5,2.4,,0.0,72.847,970.1966,65.11,0.0,16.368,120.615,,,,,8.043747460929403
