조사일,수온(℃),pH,DO(㎎/L),투명도,탁도,Chl-a (㎎/㎥),TN(㎎/L),TP(㎎/L),수위(EL.m),저수량(백만㎥),저수율(%),강우량(mm),유입량(㎥/s),총방류량(㎥/s),지점,평균기온(°C),일강수량(mm),합계 일조시간(hr),합계 일사량(MJ/m2),NP_Ratio,Retention_Index,채수위치,유해남조류 세포수 (cells/㎖)
2016-04-15,8.971428571428572,7.914285714285714,12.614285714285714,3.0714285714285716,1.3571428571428572,4.442857142857143,1.0888571428571427,0.019142857142857142,67.68428571428572,682.4761428571429,45.800000000000004,0.6747428571428572,42.15314285714286,19.611857142857144,133.0,13.328571428571427,1.4301587301587302,9.428571428571429,23.577142857142857,57.43850267379679,34.79451090474085,문의,0.0
2016-04-16,8.4,8.0,11.428571428571429,2.5,1.2714285714285714,5.914285714285715,3.329142857142857,0.020714285714285713,67.74666666666667,685.3613333333334,46.0,0.0,46.775666666666666,19.599,133.0,13.133333333333333,1.457142857142857,11.533333333333333,26.78,162.5049721076886,34.96567034025265,회남,0.0
2016-04-16,9.014285714285714,7.8428571428571425,12.442857142857143,3.1142857142857143,1.2714285714285714,4.428571428571429,1.0725714285714285,0.01842857142857143,67.78285714285715,687.0314285714286,46.1,0.44982857142857147,49.17442857142857,19.68157142857143,133.0,13.285714285714285,1.457142857142857,10.085714285714285,24.67142857142857,58.68449197860962,34.903486223125924,문의,0.0
2016-04-16,9.628571428571428,8.2,11.871428571428572,2.2714285714285714,2.214285714285714,4.514285714285714,2.332,0.008,67.74666666666667,685.3613333333334,46.0,0.0,46.775666666666666,19.599,133.0,13.133333333333333,1.457142857142857,11.533333333333333,26.78,300.469387755102,34.96567034025265,추동,0.0
2016-04-17,8.5,8.0,11.214285714285714,2.5,1.2857142857142858,6.057142857142857,3.3724285714285718,0.021142857142857144,67.86333333333334,690.7516666666667,46.35,0.0,54.99633333333333,19.71,133.0,13.166666666666666,1.4841269841269842,11.466666666666667,26.82,161.60489934513703,35.04355360007436,회남,0.0
2016-04-17,9.057142857142857,7.771428571428571,12.27142857142857,3.1571428571428575,1.1857142857142857,4.414285714285715,1.0562857142857143,0.017714285714285717,67.88142857142857,691.5867142857144,46.400000000000006,0.22491428571428584,56.19571428571429,19.751285714285714,133.0,13.242857142857142,1.4841269841269842,10.742857142857144,25.765714285714285,59.93048128342245,35.012461541510994,문의,0.0
2016-04-17,9.814285714285715,8.2,11.685714285714285,2.2857142857142856,2.257142857142857,4.257142857142857,2.3682499999999997,0.00825,67.86333333333334,690.7516666666667,46.35,0.0,54.99633333333333,19.71,133.0,13.166666666666666,1.4841269841269842,11.466666666666667,26.82,297.47959183673464,35.04355360007436,추동,0.0
2016-04-18,8.6,8.0,11.0,2.5,1.3,6.2,3.415714285714286,0.02157142857142857,67.98,696.142,46.7,0.0,63.217,19.821,133.0,13.2,1.511111111111111,11.4,26.86,160.7048265825855,35.12143685989607,회남,0.0
2016-04-18,9.1,7.7,12.1,3.2,1.1,4.4,1.04,0.017,67.98,696.142,46.7,0.0,63.217,19.821,133.0,13.2,1.511111111111111,11.4,26.86,61.17647058823529,35.12143685989607,문의,0.0
2016-04-18,10.0,8.2,11.5,2.3,2.3,4.0,2.4044999999999996,0.0085,67.98,696.142,46.7,0.0,63.217,19.821,133.0,13.2,1.511111111111111,11.4,26.86,294.4897959183673,35.12143685989607,추동,0.0
2016-04-19,8.642857142857142,7.914285714285715,11.057142857142857,2.5428571428571427,1.3285714285714285,6.071428571428571,3.459,0.022,68.05714285714286,699.8094285714286,46.94285714285714,0.09828571428571428,68.86014285714286,19.76757142857143,133.0,13.071428571428571,1.538095238095238,11.142857142857142,26.412857142857142,159.80475382003397,35.40651511203633,회남,0.0
2016-04-19,10.028571428571428,8.142857142857142,11.457142857142857,2.2285714285714286,2.414285714285714,4.142857142857143,2.44075,0.00875,68.05714285714286,699.8094285714286,46.94285714285714,0.09828571428571428,68.86014285714286,19.76757142857143,133.0,13.071428571428571,1.538095238095238,11.142857142857142,26.412857142857142,291.49999999999994,35.40651511203633,추동,0.0
2016-04-19,9.528571428571428,7.771428571428571,11.985714285714286,3.028571428571429,1.3,4.5,1.0232857142857144,0.016142857142857143,68.05714285714286,699.8094285714286,46.94285714285714,0.09828571428571428,68.86014285714286,19.76757142857143,133.0,13.071428571428571,1.538095238095238,11.142857142857142,26.412857142857142,64.42398777692895,35.40651511203633,문의,0.0
2016-04-20,10.057142857142857,8.085714285714285,11.414285714285715,2.157142857142857,2.5285714285714285,4.285714285714286,2.477,0.009000000000000001,68.13428571428571,703.4768571428572,47.18571428571429,0.19657142857142856,74.50328571428571,19.714142857142857,133.0,12.942857142857143,1.565079365079365,10.885714285714286,25.965714285714284,288.5102040816326,35.69159336417658,추동,0.0
2016-04-20,8.685714285714285,7.828571428571428,11.114285714285714,2.585714285714286,1.3571428571428572,5.942857142857143,3.5022857142857147,0.02242857142857143,68.13428571428571,703.4768571428572,47.18571428571429,0.19657142857142856,74.50328571428571,19.714142857142857,133.0,12.942857142857143,1.565079365079365,10.885714285714286,25.965714285714284,158.9046810574824,35.69159336417658,회남,0.0
2016-04-20,9.957142857142857,7.8428571428571425,11.871428571428572,2.857142857142857,1.5,4.6000000000000005,1.0065714285714287,0.015285714285714286,68.13428571428571,703.4768571428572,47.18571428571429,0.19657142857142856,74.50328571428571,19.714142857142857,133.0,12.942857142857143,1.565079365079365,10.885714285714286,25.965714285714284,67.67150496562262,35.69159336417658,문의,0.0
