조사일	수온(℃)	pH	DO(㎎/L)	투명도	탁도	Chl-a (㎎/㎥)	유해남조류 세포수 (cells/㎖)	유해남조류 우점종 및 세포수(속별)	유해남조류 우점종 및 세포수(속별).1	유해남조류 우점종 및 세포수(속별).2	유해남조류 우점종 및 세포수(속별).3	냄새물질 (ng/L)	냄새물질 (ng/L).1	조류독소(㎍/L)	조류독소(㎍/L).1	조류독소(㎍/L).2	조류독소(㎍/L).3	조류독소(㎍/L).4	조류독소(㎍/L).5	평균기온(°C)	일강수량(mm)	합계 일조시간(hr)	합계 일사량(MJ/m2)	과거_수온(℃)	과거_남조류(cells/㎖)	채수위치_문의	채수위치_추동	채수위치_회남
2015-01-12	8.8	8.2	13.3	2.9	1.7	4.5	0	0	0	0	0	0	0	0	0.7	0	0	0	0	-1.8	0	8.9	12.35	8.8	0	TRUE	FALSE	FALSE
2015-01-19	8.8	8.2	13.3	2.9	1.7	4.5	0	0	0	0	0	0	0	0	0.7	0	0	0	0	1.8	0	2.3	5.16	8.8	0	TRUE	FALSE	FALSE
2015-01-26	8.8	8.2	13.3	2.9	1.7	4.5	0	0	0	0	0	0	0	0	0.7	0	0	0	0	5.3	0.3	0	1.82	8.8	0	TRUE	FALSE	FALSE
2015-02-02	8.8	8.2	13.3	2.9	1.7	4.5	0	0	0	0	0	0	0	0	0.7	0	0	0	0	-0.5	0	8	13.14	8.8	0	TRUE	FALSE	FALSE
2015-02-09	8.8	8.2	13.3	2.9	1.7	4.5	0	0	0	0	0	0	0	0	0.7	0	0	0	0	-4.5	0	9.1	14.99	8.8	0	TRUE	FALSE	FALSE
2015-02-16	8.8	8.2	13.3	2.9	1.7	4.5	0	0	0	0	0	0	0	0	0.7	0	0	0	0	4.8	17	0	1.33	8.8	0	TRUE	FALSE	FALSE
2015-02-23	8.8	8.2	13.3	2.9	1.7	4.5	0	0	0	0	0	0	0	0	0.7	0	0	0	0	3	0	6.9	15.66	8.8	0	TRUE	FALSE	FALSE
2015-03-02	8.8	8.2	13.3	2.9	1.7	4.5	48	0	0	0	48	0	0	0	0.7	0	0	0	0	3.8	0	10.5	20.08	8.8	0	TRUE	FALSE	FALSE
2015-03-09	8.8	8.2	13.3	2.9	1.7	4.5	0	0	0	0	0	0	0	0	0.7	0	0	0	0	4.4	0	9.1	18.79	8.8	48	TRUE	FALSE	FALSE
2015-03-16	8.8	8.2	13.3	2.9	1.7	4.5	0	0	0	0	0	0	0	0	0.7	0	0	0	0	10.3	0	9.3	19.06	8.8	0	TRUE	FALSE	FALSE
2015-03-23	8.8	8.2	13.3	2.9	1.7	4.5	0	0	0	0	0	0	0	0	0.7	0	0	0	0	5.3	0	11.6	24.63	8.8	0	TRUE	FALSE	FALSE
2015-03-30	8.8	8.2	13.3	2.9	1.7	4.5	0	0	0	0	0	0	0	0	0.7	0	0	0	0	14.8	0	10.3	22.87	8.8	0	TRUE	FALSE	FALSE
2015-04-06	8.8	8.2	13.3	2.9	1.7	4.5	0	0	0	0	0	0	0	0	0.7	0	0	0	0	10.4	2.1	0	5.41	8.8	0	TRUE	FALSE	FALSE
2015-04-13	8.8	8.2	13.3	2.9	1.7	4.5	0	0	0	0	0	0	0	0	0.7	0	0	0	0	10.8	1.5	0.2	5.43	8.8	0	TRUE	FALSE	FALSE
2015-04-20	8.8	8.2	13.3	2.9	1.7	4.5	0	0	0	0	0	0	0	0	0.7	0	0	0	0	11.5	13	0	3.63	8.8	0	TRUE	FALSE	FALSE
2015-04-27	8.8	8.2	13.3	2.9	1.7	4.5	0	0	0	0	0	0	0	0	0.7	0	0	0	0	19.3	0	12.4	27.61	8.8	0	TRUE	FALSE	FALSE
2015-05-04	8.8	8.2	13.3	2.9	1.7	4.5	0	0	0	0	0	0	0	0	0.7	0	0	0	0	16.4	0	11.8	27.61	8.8	0	TRUE	FALSE	FALSE
2015-05-11	8.8	8.2	13.3	2.9	1.7	4.5	0	0	0	0	0	0	0	0	0.7	0	0	0	0	18.2	10	5.3	16.62	8.8	0	TRUE	FALSE	FALSE
2015-05-18	8.8	8.2	13.3	2.9	1.7	4.5	28	0	0	0	28	0	0	0	0.7	0	0	0	0	18.7	0	5.6	18.34	8.8	0	TRUE	FALSE	FALSE
2015-05-26	8.8	8.2	13.3	2.9	1.7	4.5	28	0	0	0	28	0	0	0	0.7	0	0	0	0	22.3	0	13.3	31.86	8.8	28	TRUE	FALSE	FALSE
2015-06-01	8.8	8.2	13.3	2.9	1.7	4.5	0	0	0	0	0	0	0	0	0.7	0	0	0	0	23.3	0	12.5	28.27	8.8	28	TRUE	FALSE	FALSE
2015-06-08	8.8	8.2	13.3	2.9	1.7	4.5	120	86	0	0	34	0	0	0	0.7	0	0	0	0	22	0	1.3	12.78	8.8	0	TRUE	FALSE	FALSE
2015-06-15	8.8	8.2	13.3	2.9	1.7	4.5	0	0	0	0	0	0	0	0	0.7	0	0	0	0	24.9	0	5.1	19.87	8.8	120	TRUE	FALSE	FALSE
2015-06-22	8.8	8.2	13.3	2.9	1.7	4.5	0	0	0	0	0	0	0	0	0.7	0	0	0	0	24.4	0	7.1	23.5	8.8	0	TRUE	FALSE	FALSE
2015-06-29	8.8	8.2	13.3	2.9	1.7	4.5	142	74	0	0	68	0	0	0	0.7	0	0	0	0	25.7	0	10.1	26.28	8.8	0	TRUE	FALSE	FALSE
2015-07-06	8.8	8.2	13.3	2.9	1.7	4.5	548	156	0	0	392	0	0	0	0.7	0	0	0	0	24.3	0	8.5	23.09	8.8	142	TRUE	FALSE	FALSE
2015-07-13	8.8	8.2	13.3	2.9	1.7	4.5	140	0	126	0	14	0	0	0	0.7	0	0	0	0	23.9	4.6	0.1	6.15	8.8	548	TRUE	FALSE	FALSE
2015-07-20	8.8	8.2	13.3	2.9	1.7	4.5	366	0	98	0	268	11	0	0	0.7	0	0	0	0	27.4	0	4.2	19.86	8.8	140	TRUE	FALSE	FALSE
2015-07-27	8.8	8.2	13.3	2.9	1.7	4.5	64	64	0	0	0	0	0	0	0.7	0	0	0	0	25.7	4	2.3	8.13	8.8	366	TRUE	FALSE	FALSE
2015-08-03	8.8	8.2	13.3	2.9	1.7	4.5	502	270	146	0	86	0	0	0	0.7	0	0	0	0	29	0	13	27.86	8.8	64	TRUE	FALSE	FALSE
2015-08-10	8.8	8.2	13.3	2.9	1.7	4.5	28	0	28	0	0	0	0	0	0.7	0	0	0	0	26.3	0	1.6	14.28	8.8	502	TRUE	FALSE	FALSE
2015-08-17	8.8	8.2	13.3	2.9	1.7	4.5	486	60	0	0	426	40	0	0	0.7	0	0	0	0	26.8	0	11.2	23.9	8.8	28	TRUE	FALSE	FALSE
2015-08-24	8.8	8.2	13.3	2.9	1.7	4.5	374	220	0	0	154	26	0	0	0.7	0	0	0	0	26.5	0	4.3	15.03	8.8	486	TRUE	FALSE	FALSE
2015-08-31	8.8	8.2	13.3	2.9	1.7	4.5	532	0	268	0	264	11	0	0	0.7	0	0	0	0	25.3	0	10	20.98	8.8	374	TRUE	FALSE	FALSE
2015-09-07	8.8	8.2	13.3	2.9	1.7	4.5	288	0	24	0	264	15	0	0	0.7	0	0	0	0	22.6	0	12.2	26.26	8.8	532	TRUE	FALSE	FALSE
2015-09-14	8.8	8.2	13.3	2.9	1.7	4.5	1008	356	338	0	314	41	0	0	0.7	0	0	0	0	19.9	0	11.1	22.54	8.8	288	TRUE	FALSE	FALSE
2015-09-21	8.8	8.2	13.3	2.9	1.7	4.5	2294	1020	116	882	276	24	0	0	0.7	0	0	0	0	21.9	0	10.6	21.9	8.8	1008	TRUE	FALSE	FALSE
2015-09-30	8.8	8.2	13.3	2.9	1.7	4.5	942	0	106	0	836	26	0	0	0.7	0	0	0	0	21.1	0	1.7	11.49	8.8	2294	TRUE	FALSE	FALSE
2015-10-05	8.8	8.2	13.3	2.9	1.7	4.5	676	0	138	102	436	16	0	0	0.7	0	0	0	0	17.8	0	10.8	19.85	8.8	942	TRUE	FALSE	FALSE
2015-10-12	8.8	8.2	13.3	2.9	1.7	4.5	726	320	100	0	306	22	11	0	0.7	0	0	0	0	13.6	0.7	8.3	16.28	8.8	676	TRUE	FALSE	FALSE
2015-10-19	8.8	8.2	13.3	2.9	1.7	4.5	732	0	236	0	496	16	20	0	0.7	0	0	0	0	17.1	0	8.7	14.34	8.8	726	TRUE	FALSE	FALSE
2015-10-26	8.8	8.2	13.3	2.9	1.7	4.5	1358	720	196	108	334	19	30	0	0.7	0	0	0	0	16.9	0	7.4	13.75	8.8	732	TRUE	FALSE	FALSE
2015-11-02	8.8	8.2	13.3	2.9	1.7	4.5	410	120	96	0	194	17	48	0	0.7	0	0	0	0	9.4	0	6.8	11.73	8.8	1358	TRUE	FALSE	FALSE
2015-11-09	8.8	8.2	13.3	2.9	1.7	4.5	212	0	90	0	122	25	38	0	0.7	0	0	0	0	13.1	1.7	0.7	4.44	8.8	410	TRUE	FALSE	FALSE
2015-11-16	8.8	8.2	13.3	2.9	1.7	4.5	332	0	64	0	268	46	0	0	0.7	0	0	0	0	11.7	26.3	0.1	3.76	8.8	212	TRUE	FALSE	FALSE
2015-11-25	8.8	8.2	13.3	2.9	1.7	4.5	374	0	118	0	256	26	0	0	0.7	0	0	0	0	5.7	8.7	0	1.61	8.8	332	TRUE	FALSE	FALSE
2015-11-30	8.8	8.2	13.3	2.9	1.7	4.5	308	0	0	0	308	0	0	0	0.7	0	0	0	0	6.9	0	5.3	8	8.8	374	TRUE	FALSE	FALSE
2015-12-07	8.8	8.2	13.3	2.9	1.7	4.5	58	0	0	0	58	0	0	0	0.7	0	0	0	0	2.1	0	8.7	11.5	8.8	308	TRUE	FALSE	FALSE
2015-12-14	8.8	8.2	13.3	2.9	1.7	4.5	250	0	0	0	250	0	0	0	0.7	0	0	0	0	7.2	9.9	0	2.04	8.8	58	TRUE	FALSE	FALSE
2015-12-21	8.8	8.2	13.3	2.9	1.7	4.5	176	0	0	0	176	0	0	0	0.7	0	0	0	0	4.3	1.2	5.1	6.95	8.8	250	TRUE	FALSE	FALSE
2015-12-28	8.8	8.2	13.3	2.9	1.7	4.5	406	0	22	0	384	0	0	0	0.7	0	0	0	0	-3.2	0	7.5	11.12	8.8	176	TRUE	FALSE	FALSE
2016-01-05	8.8	8.2	13.3	2.9	1.7	4.5	108	0	0	0	108	0	0	0	0.7	0	0	0	0	-0.6	0	4.8	7.72	8.8	406	TRUE	FALSE	FALSE
2016-01-11	8.8	8.2	13.3	2.9	1.7	4.5	134	0	0	0	134	0	0	0	0.7	0	0	0	0	-1.8	0	8.7	11.6	8.8	108	TRUE	FALSE	FALSE
2016-01-18	8.8	8.2	13.3	2.9	1.7	4.5	26	0	0	0	26	0	0	0	0.7	0	0	0	0	-3.1	3.5	4.3	6.16	8.8	134	TRUE	FALSE	FALSE
2016-01-25	8.8	8.2	13.3	2.9	1.7	4.5	0	0	0	0	0	0	0	0	0.7	0	0	0	0	-7.8	0.1	7.8	12.09	8.8	26	TRUE	FALSE	FALSE
2016-02-01	8.8	8.2	13.3	2.9	1.7	4.5	0	0	0	0	0	0	0	0	0.7	0	0	0	0	-3.9	0	9.3	14.95	8.8	0	TRUE	FALSE	FALSE
2016-02-11	8.8	8.2	13.3	2.9	1.7	4.5	0	0	0	0	0	0	0	0	0.7	0	0	0	0	6.8	0.4	4.1	9.97	8.8	0	TRUE	FALSE	FALSE
2016-02-15	8.8	8.2	13.3	2.9	1.7	4.5	0	0	0	0	0	0	0	0	0.7	0	0	0	0	-3.3	0	9.1	17.51	8.8	0	TRUE	FALSE	FALSE
2016-02-22	8.8	8.2	13.3	2.9	1.7	4.5	0	0	0	0	0	0	0	0	0.7	0	0	0	0	2.9	0	1.6	9.29	8.8	0	TRUE	FALSE	FALSE
2016-03-02	8.8	8.2	13.3	2.9	1.7	4.5	0	0	0	0	0	0	0	0	0.7	0	0	0	0	3	0	10.6	19.68	8.8	0	TRUE	FALSE	FALSE
2016-03-07	8.8	8.2	13.3	2.9	1.7	4.5	0	0	0	0	0	0	0	0	0.7	0	0	0	0	9	0	3.2	9.72	8.8	0	TRUE	FALSE	FALSE
2016-03-14	8.8	8.2	13.3	2.9	1.7	4.5	0	0	0	0	0	0	0	0	0.7	0	0	0	0	4.4	0	6	11.89	8.8	0	TRUE	FALSE	FALSE
2016-03-21	8.8	8.2	13.3	2.9	1.7	4.5	0	0	0	0	0	0	0	0	0.7	0	0	0	0	9.5	0	10.3	21.51	8.8	0	TRUE	FALSE	FALSE
2016-03-28	8.8	8.2	13.3	2.9	1.7	4.5	0	0	0	0	0	0	0	0	0.7	0	0	0	0	9.4	0	11.6	24.33	8.8	0	TRUE	FALSE	FALSE
2016-04-04	8.8	8.2	13.3	2.9	1.7	4.5	0	0	0	0	0	0	0	0	0.7	0	0	0	0	13.5	0	6.8	19.2	8.8	0	TRUE	FALSE	FALSE
2016-04-11	9.1	7.7	12.1	3.2	1.1	4.4	0	0	0	0	0	0	0	0	0.7	0	0	0	0	13.2	0	11.4	26.86	8.8	0	TRUE	FALSE	FALSE
2016-04-18	12.1	8.2	11.3	2	2.5	5.1	0	0	0	0	0	0	0	0	0.7	0	0	0	0	12.3	1.7	9.6	23.73	9.1	0	TRUE	FALSE	FALSE
2016-04-25	14.7	8.3	11.4	2.7	1.8	4.5	0	0	0	0	0	2	0	0	0.7	0	0	0	0	17.7	0	11.6	26.84	12.1	0	TRUE	FALSE	FALSE
2016-05-02	14.4	8.2	11.5	2.2	1.7	6.9	0	0	0	0	0	0	0	0	0.7	0	0	0	0	19.8	6.3	8.3	22.04	14.7	0	TRUE	FALSE	FALSE
2016-05-09	16.1	8.1	12.2	2.4	1.5	8.8	0	0	0	0	0	0	0	0	0.7	0	0	0	0	20	0	2.9	18.29	14.4	0	TRUE	FALSE	FALSE
2016-05-16	17	8.4	11.4	4.3	1.4	7.4	0	0	0	0	0	0	0	0	0.7	0	0	0	0	15.9	5.2	11.7	29.91	16.1	0	TRUE	FALSE	FALSE
2016-05-23	19.9	8.2	11.9	4.9	1.2	3.3	0	0	0	0	0	0	0	0	0.7	0	0	0	0	23.1	0	10.5	26.78	17	0	TRUE	FALSE	FALSE
2016-05-30	20.5	8.1	10.6	5.1	2	3.2	0	0	0	0	0	0	0	0	0.7	0	0	0	0	22	0	12.2	29.85	19.9	0	TRUE	FALSE	FALSE
2016-06-07	21.9	8.2	9.6	4.3	2	6.7	0	0	0	0	0	1	0	0	0.7	0	0	0	0	21.9	1.2	4.1	17.95	20.5	0	TRUE	FALSE	FALSE
2016-06-13	23.2	8.3	10.1	4.4	1.9	4.7	0	0	0	0	0	0	0	0	0.7	0	0	0	0	24.6	0	8.7	24.26	21.9	0	TRUE	FALSE	FALSE
2016-06-20	24.6	8.6	10.4	3.7	1.5	6.6	0	0	0	0	0	0	0	0	0.7	0	0	0	0	24.2	2.2	5.8	19.67	23.2	0	TRUE	FALSE	FALSE
2016-06-27	25.1	8.6	10	3.7	2.1	7.5	0	0	0	0	0	0	0	0	0.7	0	0	0	0	23.3	5.5	5.1	16.32	24.6	0	TRUE	FALSE	FALSE
2016-07-04	25	8.5	8.7	2.4	27.6	5.7	0	0	0	0	0	0	0	0	0.7	0	0	0	0	22.1	179.1	0	3.42	25.1	0	TRUE	FALSE	FALSE
2016-07-11	24.2	8	7.1	3	7.8	3.4	0	0	0	0	0	0	0	0	0.7	0	0	0	0	27.1	0.3	2.8	16.95	25	0	TRUE	FALSE	FALSE
2016-07-18	23.1	7.9	5.7	2.5	9.6	6.7	180	54	0	0	126	0	0	0	0.7	0	0	0	0	24.3	0	8.3	20.07	24.2	0	TRUE	FALSE	FALSE
2016-07-25	24.9	8.3	6.8	1.7	5.6	15.1	8170	6998	736	0	436	0.024096386	0	0	0.7	0	0	0	0	29.2	0	6.7	15.99	23.1	180	TRUE	FALSE	FALSE
2016-08-01	25.1	8.3	5.8	2	4.9	8.7	7724	5890	42	1280	512	0.096385542	0	0	0.7	0	0	0	0	28.7	0	4.9	19.06	24.9	8170	TRUE	FALSE	FALSE
2016-08-08	26.2	8.5	5.8	2	3.2	7.8	5282	3568	12	318	1384	0.192771084	0	0	0.7	0	0	0	0	29.7	0	11.9	24.82	25.1	7724	TRUE	FALSE	FALSE
2016-08-16	27	8.7	5.5	1.4	3.3	9.8	8630	7564	0	328	738	0.265060241	0	0	0.7	0	0	0	0	29.9	0	9	23.67	26.2	5282	TRUE	FALSE	FALSE
2016-08-22	27.1	8.5	5.3	1.5	3.1	9.2	6466	6216	0	176	74	0.337349398	0	0	0.7	0	0	0	0	30.3	0	11.4	23.9	27	8630	TRUE	FALSE	FALSE
2016-08-29	25.5	8.7	4.8	1.3	3.5	13.5	2542	2488	0	0	54	0.43373494	0	0	0.7	0	0	0	0	20.5	3.1	9.9	22.85	27.1	6466	TRUE	FALSE	FALSE
2016-09-05	25.1	8.8	6.1	1.5	7.1	27.5	8496	8400	0	0	96	0.457831325	0	0	0.7	0	0	0	0	26.2	0	5	13.15	25.5	2542	TRUE	FALSE	FALSE
2016-09-12	25.5	8.7	5.1	1.6	3.5	16.7	8540	8540	0	0	0	0.578313253	0	0	0.7	0	0	0	0	23.5	9.8	5.7	15.95	25.1	8496	TRUE	FALSE	FALSE
2016-09-19	25.2	8.1	6.2	1.9	4.8	10.3	5638	5490	0	90	58	0.65060241	0	0	0.7	0	0	0	0	20	0	0.4	10.3	25.5	8540	TRUE	FALSE	FALSE
2016-09-26	24	8	4.6	2.1	3.8	7.7	8418	8310	52	0	56	0.698795181	0	0	0.7	0	0	0	0	22.1	0	2.5	9.8	25.2	5638	TRUE	FALSE	FALSE
2016-10-04	23.8	8	7	2.7	3.5	10.5	3862	3364	0	436	62	0.746987952	0	0	0.7	0	0	0	0	22.1	0	8.7	19.62	24	8418	TRUE	FALSE	FALSE
2016-10-10	22.3	7.6	7.3	2.9	4	7.1	3898	3660	0	0	238	0.86746988	0	0	0.7	0	0	0	0	12.7	0	6.3	13.15	23.8	3862	TRUE	FALSE	FALSE
2016-10-17	21.4	8.6	6.7	3.3	2.5	6.8	3448	3260	24	36	128	0.939759036	0	0	0.7	0	0	0	0	17.6	1	6.9	14.43	22.3	3898	TRUE	FALSE	FALSE
2016-10-24	20.5	7.4	7.2	2.7	2.7	7	860	860	0	0	0	0.987951807	0	0	0.7	0	0	0	0	15.5	0	8.9	15.78	21.4	3448	TRUE	FALSE	FALSE
2016-10-31	18.9	7.5	6.5	2.9	2.2	5.7	180	180	0	0	0	1.036144578	0	0	0.7	0	0	0	0	7.8	0	0	2.68	20.5	860	TRUE	FALSE	FALSE
2016-11-07	17.7	7.5	6.9	2.8	2.6	5.9	0	0	0	0	0	1.156626506	0	0	0.7	0	0	0	0	14.3	2.7	5.2	10.18	18.9	180	TRUE	FALSE	FALSE
2016-11-14	16.8	7.2	7.5	3.5	2.3	7.8	0	0	0	0	0	1.228915663	0	0	0.7	0	0	0	0	15.3	0.1	6.7	10.67	17.7	0	TRUE	FALSE	FALSE
2016-11-21	15.7	7.6	8.6	3.1	2.3	15.2	0	0	0	0	0	1.253012048	0	0	0.7	0	0	0	0	8.7	0.1	0	2.33	16.8	0	TRUE	FALSE	FALSE
2016-11-28	13.8	7.5	9.5	3.2	2.2	15.9	0	0	0	0	0	1.373493976	0	0	0.7	0	0	0	0	2.8	0	8	11.58	15.7	0	TRUE	FALSE	FALSE
2016-12-05	12.8	7.4	9	3	1.8	16.6	0	0	0	0	0	1.421686747	0	0	0.7	0	0	0	0	8.9	0.2	3.7	6.22	13.8	0	TRUE	FALSE	FALSE
2016-12-12	11.5	7.5	9.4	4	1.9	10.3	0	0	0	0	0	1.518072289	0	0	0.7	0	0	0	0	4.3	0	6.5	8.18	12.8	0	TRUE	FALSE	FALSE
2016-12-19	10.6	8.4	9.4	3	2	5.5	38	0	0	0	38	1.590361446	0	0	0.7	0	0	0	0	7.8	1.8	0.9	3.97	11.5	0	TRUE	FALSE	FALSE
2016-12-26	9.8	8.4	9.4	3.3	2	2.4	0	0	0	0	0	1.638554217	0	0	0.7	0	0	0	0	3.1	10.8	0	1.48	10.6	38	TRUE	FALSE	FALSE
2017-01-02	8.9	8.2	9.2	3.8	1.5	1.6	0	0	0	0	0	1.710843373	0	0	0.7	0	0	0	0	4.7	0	4.5	7.77	9.8	0	TRUE	FALSE	FALSE
2017-01-09	8.7	8.3	10.1	4.2	1.8	1.8	0	0	0	0	0	1.759036145	0	0	0.7	0	0	0	0	4.3	0	6.4	8.35	8.9	0	TRUE	FALSE	FALSE
2017-01-16	7.1	7.6	9.8	3.5	1.5	2	0	0	0	0	0	1.879518072	0	0	0.7	0	0	0	0	-3.9	0	9.1	13.58	8.7	0	TRUE	FALSE	FALSE
2017-01-23	6.1	7.6	9.5	3.3	1.5	1.8	0	0	0	0	0	1.951807229	0	0	0.7	0	0	0	0	-6.5	0	8.9	14.14	7.1	0	TRUE	FALSE	FALSE
2017-01-31	5.9	8.1	10	4.5	1.3	1.6	0	0	0	0	0	1.975903614	0	0	0.7	0	0	0	0	-4.2	0	7.9	13.67	6.1	0	TRUE	FALSE	FALSE
2017-02-06	5.7	8.6	11.2	3.4	2	1.6	0	0	0	0	0	2.072289157	0	0	0.7	0	0	0	0	0	0	8.7	14.07	5.9	0	TRUE	FALSE	FALSE
2017-02-13	5.1	7	11	4	1.4	1.9	0	0	0	0	0	2.144578313	0	0	0.7	0	0	0	0	0.3	0.6	5.7	11.33	5.7	0	TRUE	FALSE	FALSE
2017-02-20	5.6	7.7	11.4	3.6	3.2	2.1	0	0	0	0	0	2.240963855	0	0	0.7	0	0	0	0	1.3	15.3	7	15.09	5.1	0	TRUE	FALSE	FALSE
2017-02-27	5.9	7.6	11.9	4.3	1.3	2.5	120	0	0	0	120	2.289156627	0	0	0.7	0	0	0	0	4.2	0	10.1	18.64	5.6	0	TRUE	FALSE	FALSE
2017-03-06	6.1	7.9	11.8	2.1	1.7	2.3	0	0	0	0	0	2.337349398	0	0	0.7	0	0	0	0	1.8	0	10.8	21.82	5.9	120	TRUE	FALSE	FALSE
2017-03-13	6.3	7.5	12.2	4.3	1.3	2.3	0	0	0	0	0	2.409638554	0	0	0.7	0	0	0	0	8	0	9.3	20.41	6.1	0	TRUE	FALSE	FALSE
2017-03-20	6.5	7.5	12.3	3.9	1.8	2.4	0	0	0	0	0	2.530120482	0	0	0.7	0	0	0	0	8.6	0.1	2.3	7.39	6.3	0	TRUE	FALSE	FALSE
2017-03-27	8.1	7.8	12.5	3.5	1.7	2.3	36	0	0	0	36	2.554216867	0	0	0.7	0	0	0	0	6.4	1.6	5.2	10.9	6.5	0	TRUE	FALSE	FALSE
2017-04-03	7.8	7.7	12.6	4.6	1.6	1.9	130	0	0	0	130	2.626506024	0	0	0.7	0	0	0	0	12	0	11.7	25.31	8.1	36	TRUE	FALSE	FALSE
2017-04-10	10.2	7.7	13.3	5.2	1.2	1.8	0	0	0	0	0	2.698795181	0	0	0.7	0	0	0	0	15.1	0	10.3	25.92	7.8	130	TRUE	FALSE	FALSE
2017-04-17	11.2	8	12.2	3.9	2.2	1.7	22	0	0	0	22	2.771084337	0	0	0.7	0	0	0	0	13.7	26.8	1.9	3.39	10.2	0	TRUE	FALSE	FALSE
2017-04-24	12.7	8.2	11.7	5.9	2	1.9	0	0	0	0	0	2.843373494	0	0	0.7	0	0	0	0	15.2	0	12	29	11.2	22	TRUE	FALSE	FALSE
2017-05-02	14.3	8.3	11.2	6.4	1.3	3.2	0	0	0	0	0	2.915662651	0	0	0.7	0	0	0	0	20	0	11.5	25	12.7	0	TRUE	FALSE	FALSE
2017-05-08	14.2	7.7	11.5	2.4	1.2	3.2	0	0	0	0	0	2.987951807	0	0	0.7	0	0	0	0	18.2	0	4.2	16.62	14.3	0	TRUE	FALSE	FALSE
2017-05-15	16.6	8.2	10.5	3.4	1.6	3.4	34	0	0	0	34	3.084337349	0	0	0.7	0	0	0	0	16.7	0	13.2	31.16	14.2	0	TRUE	FALSE	FALSE
2017-05-22	17.8	8.8	8.7	4.1	1.5	3.1	0	0	0	0	0	3.13253012	0	0	0.7	0	0	0	0	21.7	0	13.3	30.86	16.6	34	TRUE	FALSE	FALSE
2017-05-29	18.8	8.3	11.7	3.9	1.5	3.7	0	0	0	0	0	3.228915663	0	0	0.7	0	0	0	0	24.1	0	12.2	28.74	17.8	0	TRUE	FALSE	FALSE
2017-06-05	20.4	8.9	11.8	2.3	2	6.7	0	0	0	0	0	3.325301205	0	0	0.7	0	0	0	0	22.6	0	12.3	29.88	18.8	0	TRUE	FALSE	FALSE
2017-06-12	21.4	9	11.8	1.9	2.4	11	0	0	0	0	0	3.397590361	0	0	0.7	0	0	0	0	22.1	0	9.1	25.05	20.4	0	TRUE	FALSE	FALSE
2017-06-19	22.4	9.2	12.8	1.9	2.7	13.4	48	0	0	0	48	3.469879518	0	0	0.7	0	0	0	0	26.1	0	12.4	28.64	21.4	0	TRUE	FALSE	FALSE
2017-06-26	23.4	9.3	12.3	2.7	2.3	4.8	0	0	0	0	0	3.518072289	0	0	0.7	0	0	0	0	23.9	1.8	4.1	15.51	22.4	48	TRUE	FALSE	FALSE
2017-07-03	25.5	9	9.6	1.1	13.2	2.9	0	0	0	0	0	3.56626506	0	0	0.7	0	0	0	0	25.3	69.9	0.6	8.72	23.4	0	TRUE	FALSE	FALSE
2017-07-10	26.3	8.9	10.1	0.8	6	6.3	0	0	0	0	0	3.638554217	0	0	0.7	0	0	0	0	25.8	35	0.6	7.68	25.5	0	TRUE	FALSE	FALSE
2017-07-17	26.3	8.5	9	1.7	6.4	2.1	0	0	0	0	0	3.710843373	0	0	0.7	0	0	0	0	25.6	7.1	0	8.58	26.3	0	TRUE	FALSE	FALSE
2017-07-24	26.6	8.4	8.4	2.8	3.4	2.4	980	980	0	0	0	3.78313253	0	0	0.7	0	0	0	0	28.8	0.7	0	8.75	26.3	0	TRUE	FALSE	FALSE
2017-07-31	26.5	8.3	7.2	0.9	3	3.7	1960	1960	0	0	0	3.903614458	0	0	0.7	0	0	0	0	25.1	29.2	0	3.86	26.6	980	TRUE	FALSE	FALSE
2017-08-07	27.8	8.2	5.3	4.5	2	4.2	2660	1600	0	1060	0	3.951807229	0	0	0.7	0	0	0	0	29.4	0	11.2	24.26	26.5	1960	TRUE	FALSE	FALSE
2017-08-14	27.2	8.3	5.4	2.8	3.4	6	5224	2882	146	2000	196	2.666666667	0	0	0.7	0	0	0	0	22.4	65	0.2	6.15	27.8	2660	TRUE	FALSE	FALSE
2017-08-21	26.9	8.3	5.3	2.5	2.5	5	9540	8340	72	488	640	0	0	0	0.7	0	0	0	0	24.7	36.1	0.1	6.86	27.2	5224	TRUE	FALSE	FALSE
2017-08-28	26.6	8.4	4.3	1.8	3.6	7.3	918	420	168	268	62	0	0	0	0.7	0	0	0	0	24.8	35.2	3.8	12.7	26.9	9540	TRUE	FALSE	FALSE
2017-09-04	26.3	8.6	5.9	1.8	5.8	8.5	4724	2760	10	1798	156	0	0	0	0.7	0	0	0	0	22.4	0	8.5	21.18	26.6	918	TRUE	FALSE	FALSE
2017-09-11	25.6	8.1	5.3	2.7	3.3	9.3	1242	660	0	474	108	0	0.018987342	0	0.7	0	0	0	0	20.4	77	0.3	6.29	26.3	4724	TRUE	FALSE	FALSE
2017-09-18	25.1	7.8	6.8	2.6	2.7	7.6	1444	500	0	944	0	0	0.037974684	0	0.7	0	0	0	0	21.3	0	10.8	21.21	25.6	1242	TRUE	FALSE	FALSE
2017-09-25	24.7	8.1	7.4	2.1	2.8	9.2	1618	1340	6	272	0	0	0.094936709	0	0.7	0	0	0	0	23.1	0	8.3	18.79	25.1	1444	TRUE	FALSE	FALSE
