분류,지점명,채수위치,조사일,수온(℃),pH,DO(㎎/L),투명도,탁도,Chl-a (㎎/㎥),유해남조류 세포수 (cells/㎖),유해남조류 우점종 및 세포수(속별),유해남조류 우점종 및 세포수(속별).1,유해남조류 우점종 및 세포수(속별).2,유해남조류 우점종 및 세포수(속별).3,냄새물질 (ng/L),냄새물질 (ng/L).1,조류독소(㎍/L),조류독소(㎍/L).1,조류독소(㎍/L).2,조류독소(㎍/L).3,조류독소(㎍/L).4,조류독소(㎍/L).5
호소,대청호,문의,2019-09-16,26.3,8.3,5.8,2.6,2.5,5.2,980,760,0,84,136,,,,,,,,
호소,대청호,회남,2019-09-16,20.8,9.9,4.2,2.1,6.1,4.5,1838,1340,14,352,132,,,,,,,,
호소,대청호,추동,2019-09-16,25,8.4,5.4,2.8,3.1,4.9,924,640,24,96,164,,,,,,,,
호소,대청호,회남,2019-09-23,19.3,7.4,4.1,2.8,8.8,4.5,2614,2320,0,64,230,,,,,,,,
호소,대청호,문의,2019-09-23,24.4,7.5,6.4,3.5,2.7,5.5,530,140,0,84,306,,,,,,,,
호소,대청호,추동,2019-09-23,24.2,7.6,7.1,2.7,4.4,5.6,2372,1440,158,524,250,,,,,,,,
호소,대청호,회남,2019-09-30,18.8,7.7,5.6,2.7,5.8,3.9,1744,1460,168,16,100,,,,,,,,
호소,대청호,문의,2019-09-30,23.3,7.7,5,2.9,2.5,5.5,486,0,146,92,248,,,,,,,,
호소,대청호,추동,2019-09-30,23.2,7.9,6.7,2.7,4.2,5.4,2106,1140,512,220,234,,,,,,,,
호소,대청호,추동,2019-10-07,22.1,7.4,5.7,2.7,3.8,8.2,2654,2200,0,32,422,,,,,,,,
호소,대청호,문의,2019-10-07,23.2,7.3,4.6,3.2,3,4.4,760,240,96,188,236,,,,,,,,
호소,대청호,회남,2019-10-07,19.4,7.4,4.8,2.5,7.3,5.4,2024,1740,26,0,258,,,,,,,,
호소,대청호,추동,2019-10-14,21.4,7.7,7.2,2.3,4.5,12.9,2352,1900,0,0,452,,,,,,,,
호소,대청호,회남,2019-10-14,19.1,7.4,5.2,3,4.8,5.6,220,132,0,0,88,,,,,,,,
호소,대청호,문의,2019-10-14,21.8,7.5,6.1,2.3,3.8,11.1,954,0,0,92,862,,,,,,,,
호소,대청호,회남,2019-10-21,18.7,7.8,5.8,2.9,3.7,7.5,888,780,0,0,108,,,,,,,,
호소,대청호,문의,2019-10-21,21,7.6,6.4,3.3,2.1,13.7,338,160,0,104,74,,,,,,,,
호소,대청호,추동,2019-10-21,20.7,8.1,8.3,2.1,3.7,25.9,2148,1140,0,36,972,,,,,,,,
호소,대청호,문의,2019-10-28,20,7.9,9,3.4,2.8,26.5,368,0,182,0,186,,,,,,,,
호소,대청호,회남,2019-10-28,19.1,7.7,7,2.6,4.2,13.9,930,636,52,0,242,,,,,,,,
호소,대청호,추동,2019-10-28,20.1,8.1,9.8,1.4,4.9,39.2,4484,2040,0,260,2184,,,,,,,,
호소,대청호,추동,2019-11-04,19.3,7.6,9.9,2.6,3.2,24.5,4154,1240,0,44,2870,,,,,,,,
호소,대청호,문의,2019-11-04,19.4,7.7,9.5,2.4,2.9,38,342,0,26,0,316,,,,,,,,
호소,대청호,회남,2019-11-04,17.5,7.6,6.5,3,3.5,8.8,518,248,0,44,226,,,,,,,,
호소,대청호,추동,2019-11-11,17.8,8,9.5,2.3,3.3,15.3,3382,1100,0,108,2174,,,,,,,,
호소,대청호,회남,2019-11-11,18,7.8,8.7,2.7,3.9,12.1,954,360,0,48,546,,,,,,,,
호소,대청호,문의,2019-11-11,18,8.2,10,2.5,4.2,45.9,398,0,128,0,270,,,,,,,,
호소,대청호,회남,2019-11-18,16.7,7.7,8.2,2.8,3.6,7.8,928,460,0,0,468,,,,,,,,
호소,대청호,추동,2019-11-18,16.5,7.8,9,2.5,2.8,10.6,3528,1520,32,0,1976,,,,,,,,
호소,대청호,문의,2019-11-18,16.8,7.8,8.9,2.8,2.6,13.4,134,0,0,0,134,,,,,,,,
호소,대청호,추동,2019-11-25,15.4,7.8,9,3.6,4.6,9.1,3504,440,0,0,3064,,,,,,,,
호소,대청호,문의,2019-11-25,15.7,7.7,8.7,4.2,2,7.6,406,120,36,0,250,,,,,,,,
호소,대청호,회남,2019-11-25,15.3,7.6,8.3,3.1,3.6,5.7,596,260,0,0,336,,,,,,,,
호소,대청호,회남,2019-12-02,13.7,7.6,8.7,3.4,2.1,5.2,532,0,0,0,532,,,,,,,,
호소,대청호,추동,2019-12-02,14.1,7.8,9.3,3.9,2.9,9.7,3518,520,28,0,2970,,,,,,,,
호소,대청호,문의,2019-12-02,14.3,7.6,8.6,4.8,2,5.8,696,0,58,0,638,,,,,,,,
호소,대청호,추동,2019-12-09,12.3,7.7,9.5,4.5,2.7,6.8,1706,0,58,0,1648,,,,,,,,
호소,대청호,문의,2019-12-09,12.6,7.6,8.6,4.7,2.9,6.1,656,0,0,0,656,,,,,,,,
호소,대청호,회남,2019-12-09,12.7,7.7,8.9,4.3,3.5,4.1,342,180,0,0,162,,,,,,,,
호소,대청호,회남,2019-12-16,11.5,7.6,9.1,4.7,2.3,3.5,310,80,0,0,230,,,,,,,,
호소,대청호,문의,2019-12-16,11.8,7.5,8.7,3.6,2.4,5,524,0,0,0,524,,,,,,,,
호소,대청호,추동,2019-12-16,11.5,7.7,9.5,4,1.9,4.3,486,0,0,0,486,,,,,,,,
호소,대청호,회남,2019-12-23,10.4,7.6,9.5,3.8,2,3.1,598,220,0,56,322,,,,,,,,
호소,대청호,추동,2019-12-23,10.5,7.6,9.7,3.8,1.9,4.9,488,160,0,0,328,,,,,,,,
호소,대청호,문의,2019-12-23,10.8,7.6,8.9,3.1,2.3,4.9,832,0,0,0,832,,,,,,,,
호소,대청호,문의,2019-12-30,9.9,7.6,9.2,3.2,2.8,7,782,0,0,0,782,,,,,,,,
호소,대청호,회남,2019-12-30,9.8,7.6,9.7,4.5,2.1,3.9,160,0,0,0,160,,,,,,,,
호소,대청호,추동,2019-12-30,9.6,7.7,9.9,3.2,2.6,6,376,0,0,0,376,,,,,,,,
호소,대청호,회남,2020-01-06,8.9,7.7,9.9,5,2.2,3.7,88,0,0,0,88,,,,,,,,
호소,대청호,추동,2020-01-06,8.6,7.7,10.1,3.5,2.3,5.7,592,0,0,0,592,,,,,,,,
호소,대청호,문의,2020-01-06,8.9,7.6,9,3.5,2.1,5.4,406,0,0,0,406,,,,,,,,
호소,대청호,회남,2020-01-13,8.1,7.7,10.3,4.2,2.9,3.4,338,0,0,0,338,,,,,,,,
호소,대청호,추동,2020-01-13,8,7.7,10.9,3.5,2.4,5.4,612,0,0,0,612,,,,,,,,
호소,대청호,문의,2020-01-13,8.4,7.5,9.5,3.5,2.4,5.1,770,0,0,0,770,,,,,,,,
호소,대청호,추동,2020-01-20,7.4,7.4,10.7,3.2,2.3,5.6,516,0,0,0,516,,,,,,,,
호소,대청호,문의,2020-01-20,7.7,7.2,9,3.1,2.2,3.7,508,0,0,0,508,,,,,,,,
호소,대청호,회남,2020-01-20,7.1,7.4,10.5,4.2,3,3.6,122,0,0,0,122,,,,,,,,
호소,대청호,문의,2020-01-28,7.7,7.4,9.4,4.2,2,2.6,334,0,0,0,334,,,,,,,,
호소,대청호,추동,2020-01-28,7.5,7.5,11.1,3.5,2.7,4.5,426,0,0,0,426,,,,,,,,
호소,대청호,회남,2020-01-28,7,7.5,11,3.6,2.3,3.4,244,0,0,0,244,,,,,,,,
호소,대청호,문의,2020-02-03,7.4,7.2,9.6,3.2,2.4,4,332,0,0,0,332,,,,,,,,
호소,대청호,회남,2020-02-03,6.8,7.4,10.9,5,3.6,3.1,258,0,0,0,258,,,,,,,,
호소,대청호,추동,2020-02-03,7.3,7.4,10.8,4.5,3,3.8,188,0,0,0,188,,,,,,,,
호소,대청호,문의,2020-02-10,6.8,7.3,10.5,4.1,1.9,4.1,48,0,32,0,16,,,,,,,,
호소,대청호,회남,2020-02-10,6.6,7.4,11,4.5,2.7,2.7,224,0,0,0,224,,,,,,,,
호소,대청호,추동,2020-02-10,6.8,7.5,11.3,4.2,1.9,3.2,214,0,0,0,214,,,,,,,,
호소,대청호,회남,2020-02-17,6.6,7.5,11.3,3.8,11.8,7.1,92,0,0,0,92,,,,,,,,
호소,대청호,추동,2020-02-17,6.5,7.5,11.3,4.1,5.9,2.9,14,0,0,0,14,,,,,,,,
호소,대청호,문의,2020-02-17,6.9,7.5,10.8,3.9,3.6,4.6,68,0,0,0,68,,,,,,,,
호소,대청호,추동,2020-02-24,6.9,7.6,11.6,3.8,3.1,3.2,0,0,0,0,0,,,,,,,,
호소,대청호,문의,2020-02-24,7.1,7.6,11.2,3.8,2.5,4,0,0,0,0,0,,,,,,,,
호소,대청호,회남,2020-02-24,6.8,7.6,11.4,4.8,4.6,2.9,32,0,0,0,32,,,,,,,,
호소,대청호,추동,2020-03-02,7.1,7.6,11.3,3,2.6,4.2,0,0,0,0,0,,,,,,,,
호소,대청호,회남,2020-03-02,6.7,7.5,11.5,4.2,2.5,3.1,0,0,0,0,0,,,,,,,,
호소,대청호,문의,2020-03-02,7.6,7.5,11.4,4.3,2.1,3.8,0,0,0,0,0,,,,,,,,
호소,대청호,문의,2020-03-09,7.5,7.4,10.6,4.3,1.7,3.1,0,0,0,0,0,,,,,,,,
호소,대청호,회남,2020-03-09,7.3,7.6,11.8,3.9,2.4,3.2,0,0,0,0,0,,,,,,,,
호소,대청호,추동,2020-03-09,7.7,7.6,11.7,2.5,2.3,4,0,0,0,0,0,,,,,,,,
호소,대청호,문의,2020-03-16,7.4,7.5,10.9,4.1,2.4,2.9,0,0,0,0,0,,,,,,,,
호소,대청호,회남,2020-03-16,7.5,7.6,11.9,4.2,2.6,4.1,0,0,0,0,0,,,,,,,,
호소,대청호,추동,2020-03-16,7.9,7.6,11.9,2.9,4.4,3.8,0,0,0,0,0,,,,,,,,
호소,대청호,추동,2020-03-23,8.1,7.6,11.7,2.9,2.9,4.1,0,0,0,0,0,,,,,,,,
호소,대청호,회남,2020-03-23,8.1,7.6,11.7,3.3,2.7,3.5,0,0,0,0,0,,,,,,,,
호소,대청호,문의,2020-03-23,8.1,7.6,11.3,3.2,2.4,3.1,0,0,0,0,0,,,,,,,,
호소,대청호,추동,2020-03-30,9.2,7.7,10.8,3,2.8,3.5,0,0,0,0,0,,,,,,,,
호소,대청호,문의,2020-03-30,9.4,7.7,10.8,3.7,2.5,3.5,0,0,0,0,0,,,,,,,,
호소,대청호,회남,2020-03-30,9,7.6,10.8,3.2,2.9,3.2,0,0,0,0,0,,,,,,,,
호소,대청호,문의,2020-04-06,9.3,7.8,10.7,3,1.7,3.5,0,0,0,0,0,,,,,,,,
호소,대청호,추동,2020-04-06,9.7,7.9,10.7,3.4,2.2,3.3,0,0,0,0,0,,,,,,,,
호소,대청호,회남,2020-04-06,9.1,7.8,10.4,3.2,2.2,2.7,0,0,0,0,0,,,,,,,,
호소,대청호,문의,2020-04-13,9.5,7.8,10.8,2.4,2.9,3.7,0,0,0,0,0,,,,,,,,
호소,대청호,추동,2020-04-13,10.6,7.8,10.4,3.1,3,2.8,0,0,0,0,0,,,,,,,,
호소,대청호,회남,2020-04-13,9.2,7.7,10.3,2.8,3.1,2.3,0,0,0,0,0,,,,,,,,
호소,대청호,문의,2020-04-20,10.6,7.9,10.6,3.3,2.7,3.5,0,0,0,0,0,,,,,,,,
호소,대청호,추동,2020-04-20,10.6,7.7,9.8,3.2,3.2,3.3,0,0,0,0,0,,,,,,,,
호소,대청호,회남,2020-04-20,9.4,7.5,9.3,4.2,2.7,2.9,0,0,0,0,0,,,,,,,,
호소,대청호,추동,2020-04-27,10.6,7.7,10.4,2.1,3.4,2.9,0,0,0,0,0,,,,,,,,
호소,대청호,문의,2020-04-27,10.8,7.8,10.8,2.2,3.4,2.9,0,0,0,0,0,,,,,,,,
호소,대청호,회남,2020-04-27,9.9,7.6,9.5,4,2.9,1.8,0,0,0,0,0,,,,,,,,
호소,대청호,추동,2020-05-04,13.2,8,10.3,2.6,3.8,2.8,0,0,0,0,0,,,,,,,,
호소,대청호,회남,2020-05-04,12.1,7.7,9.7,5.1,5.2,1.4,0,0,0,0,0,,,,,,,,
호소,대청호,문의,2020-05-04,14,7.9,10.7,3.1,3.5,2.7,0,0,0,0,0,,,,,,,,
호소,대청호,추동,2020-05-11,13.3,7.9,10.1,3.1,3.9,2.6,0,0,0,0,0,,,,,,,,
호소,대청호,회남,2020-05-11,11.6,7.5,8.6,5.2,3,1.5,0,0,0,0,0,,,,,,,,
호소,대청호,문의,2020-05-11,14.5,7.9,10.2,3.5,4.4,3.8,0,0,0,0,0,,,,,,,,
호소,대청호,추동,2020-05-18,14.2,7.9,9.5,4,3.4,3,0,0,0,0,0,,,,,,,,
호소,대청호,문의,2020-05-18,15.4,8,10.3,4.2,3.1,4.7,0,0,0,0,0,,,,,,,,
호소,대청호,회남,2020-05-18,12.7,7.8,8.5,4.3,4.7,2,0,0,0,0,0,,,,,,,,
호소,대청호,문의,2020-05-25,16,8.2,10.4,4.9,3.4,10.1,0,0,0,0,0,,,,,,,,
호소,대청호,추동,2020-05-25,13.9,8.1,9.6,3.7,3.2,7.1,0,0,0,0,0,,,,,,,,
호소,대청호,회남,2020-05-25,12.5,7.9,8.1,4.4,3.7,3.1,0,0,0,0,0,,,,,,,,
호소,대청호,문의,2020-06-01,17.4,8.1,10,5.5,3.2,4.5,0,0,0,0,0,,,,,,,,
호소,대청호,추동,2020-06-01,15.3,8,9.1,4.8,3,5.7,0,0,0,0,0,,,,,,,,
호소,대청호,회남,2020-06-01,14.2,8,8.2,3.6,4.3,8.1,70,0,70,0,0,,,,,,,,
호소,대청호,추동,2020-06-08,17.1,8.2,9.1,2.9,2.7,4.5,0,0,0,0,0,,,,,,,,
호소,대청호,회남,2020-06-08,15.9,8.2,7.6,2.7,5,3,366,0,366,0,0,,,,,,,,
호소,대청호,문의,2020-06-08,19.4,8.3,10,7.2,1.9,1.8,0,0,0,0,0,,,,,,,,
호소,대청호,회남,2020-06-15,15.9,8.2,6,2.4,7.6,3,348,280,0,68,0,,,,,,,,
호소,대청호,문의,2020-06-15,20,8.2,9.7,6.4,2.1,2.2,0,0,0,0,0,,,,,,,,
호소,대청호,추동,2020-06-15,17.6,8.3,9.2,1.5,4.1,6.8,0,0,0,0,0,,,,,,,,
호소,대청호,회남,2020-06-22,16.9,8.1,6.5,1.9,3.8,2.3,206,160,46,0,0,,,,,,,,
호소,대청호,문의,2020-06-22,22.4,8.7,10,5.5,2.2,5.3,0,0,0,0,0,,,,,,,,
호소,대청호,추동,2020-06-22,19.9,8.3,8.4,3.6,2.8,4.7,180,180,0,0,0,,,,,,,,
호소,대청호,추동,2020-06-29,20.1,8.2,7.6,2.8,2.9,5,344,280,64,0,0,,,,,,,,
호소,대청호,회남,2020-06-29,16,8.4,6.9,1.3,4.6,10.7,460,460,0,0,0,,,,,,,,
호소,대청호,문의,2020-06-29,22,8.5,9.6,4.6,2.4,6,0,0,0,0,0,,,,,,,,
호소,대청호,회남,2020-07-06,16.7,7.7,3.5,1.6,4.9,7,72,36,0,0,36,,,,,,,,
호소,대청호,추동,2020-07-06,21,8.4,7.9,2.6,5,8.5,236,160,76,0,0,,,,,,,,
호소,대청호,문의,2020-07-06,23.5,8.3,9.4,3.9,2.7,6.6,198,0,72,0,126,,,,,,,,
호소,대청호,회남,2020-07-13,18.7,7.4,2.6,2.1,4.7,6.5,438,80,0,0,358,,,,,,,,
호소,대청호,추동,2020-07-13,23.3,8.1,6.2,1.4,4.6,7.7,170,0,118,0,52,,,,,,,,
호소,대청호,문의,2020-07-13,24.7,8.4,8.5,3.3,2.7,9.7,420,420,0,0,0,,,,,,,,
호소,대청호,문의,2020-07-20,24.3,8.5,7,3.1,4.1,9.8,814,120,282,0,412,,,,,,,,
호소,대청호,회남,2020-07-20,18.4,7.5,6.4,1.3,14,10.1,976,380,92,0,504,,,,,,,,
호소,대청호,추동,2020-07-20,22.7,7.8,6.1,1.7,13.5,7.5,214,0,64,0,150,,,,,,,,
호소,대청호,회남,2020-07-27,20.3,8.1,8.1,1.4,17.9,17.4,3134,2720,240,0,174,,,,,,,,
호소,대청호,문의,2020-07-27,23.6,8.1,5.3,2.9,6.4,9.9,580,580,0,0,0,,,,,,,,
호소,대청호,추동,2020-07-27,22.8,8,5.9,1.6,8,7.4,674,360,170,0,144,,,,,,,,
호소,대청호,회남,2020-08-04,22.6,8,8.9,1.1,106,21.5,8934,8100,786,0,48,,,,,,,,
호소,대청호,문의,2020-08-04,22.7,8.3,6.8,1.5,14.1,12.9,2392,1940,416,0,36,,,,,,,,
호소,대청호,추동,2020-08-04,21.8,8,6.3,0.5,38.7,11.5,0,0,0,0,0,,,,,,,,
호소,대청호,추동,2020-08-11,21.2,8.3,6.6,0.3,82.7,9.6,148,140,8,0,0,,,,,,,,
호소,대청호,회남,2020-08-12,21.4,8.4,8.9,0.2,104,2.3,0,0,0,0,0,,,,,,,,
호소,대청호,문의,2020-08-12,24.1,8.8,8.2,0.4,46.6,13.5,5068,3680,1166,56,166,,,,,,,,
호소,대청호,문의,2020-08-18,23.7,9.2,9.3,0.4,28.3,37.7,9870,5400,4298,136,36,,,,,,,,
호소,대청호,추동,2020-08-18,22,9.4,8.3,0.6,29.8,7.1,190,120,18,0,52,,,,,,,,
호소,대청호,회남,2020-08-18,23.3,9,8.8,0.6,28.6,20.8,4004,3040,964,0,0,,,,,,,,
호소,대청호,추동,2020-08-24,23.4,8.9,8.3,1,17.6,13.6,2376,2000,376,0,0,,,,,,,,
호소,대청호,문의,2020-08-24,24.1,9,8.9,1.2,14.3,15.9,8706,5660,2694,352,0,,,,,,,,
호소,대청호,회남,2020-08-24,23.2,8.6,10.1,1.6,24.5,13.5,1510,1280,230,0,0,,,,,,,,
호소,대청호,추동,2020-08-31,23.3,8.3,6.1,1,15.8,10.3,3692,3520,108,64,0,,,,,,,,
호소,대청호,회남,2020-08-31,23.2,8.1,6.7,1.7,28.1,9.3,5238,5080,158,0,0,,,,,,,,
호소,대청호,문의,2020-08-31,24.4,8.4,5.7,0.6,22.9,22.5,15276,14780,0,496,0,,,,,,,,
호소,대청호,회남,2020-09-08,23.1,6.9,6.8,0.5,43.6,9.3,2534,2500,34,0,0,,,,,,,,
호소,대청호,추동,2020-09-08,23.4,7.1,5.9,0.7,23.7,6,3980,3920,36,24,0,,,,,,,,
호소,대청호,문의,2020-09-08,23.6,6.9,6.6,0.5,17.9,9.7,7796,7720,0,76,0,,,,,,,,
호소,대청호,추동,2020-09-14,23.5,8.1,6.7,0.8,20.2,14.9,3710,3520,190,0,0,,,,,,,,
호소,대청호,문의,2020-09-14,23.6,8.2,6.8,0.8,20.6,14.5,9038,8480,242,316,0,,,,,,,,
호소,대청호,회남,2020-09-14,22.5,8,8.5,0.8,26.4,16.7,7402,7080,322,0,0,,,,,,,,
호소,대청호,추동,2020-09-21,22.9,8.3,7.8,0.9,16.8,16.8,8064,7520,544,0,0,,,,,,,,
호소,대청호,문의,2020-09-21,23,8.9,8,0.8,30.4,31.1,21174,19600,758,648,168,,,,,,,,
호소,대청호,회남,2020-09-21,22.4,8.3,7.9,1,15.9,13.8,4998,4660,338,0,0,,,,,,,,
호소,대청호,회남,2020-09-28,22.2,8.6,7,1.1,14.5,10.8,3876,3760,116,0,0,,,,,,,,
호소,대청호,문의,2020-09-28,22.4,9,8.5,1,16.1,22,17258,16480,234,544,0,,,,,,,,
호소,대청호,추동,2020-09-28,22.3,8.9,8.1,0.9,15,21.8,9138,8140,762,236,0,,,,,,,,
호소,대청호,문의,2020-10-05,22.1,8.7,7.6,0.9,16.5,11.5,22976,22700,0,276,0,정량한계미만,정량한계미만,0.4,,,,,
호소,대청호,회남,2020-10-05,21.8,8.3,5.9,1.6,10.6,6.8,3866,3600,122,144,0,,,,,,,,
호소,대청호,추동,2020-10-05,22.1,8.1,8.3,1.1,11,17.9,5550,5260,138,152,0,,,,,,,,
호소,대청호,문의,2020-10-07,21.9,9,9.7,0.8,22.8,14.7,31780,31680,0,100,0,정량한계미만,정량한계미만,0.6,,,,,
호소,대청호,문의,2020-10-12,21.3,8.3,7.5,1.3,16.7,10,6604,6540,0,64,0,정량한계미만,정량한계미만,0.2,,,,,
호소,대청호,회남,2020-10-12,21.3,8.1,5.8,1.5,10.3,8.3,2828,2666,138,24,0,,,,,,,,
호소,대청호,추동,2020-10-12,21.4,8.3,8.6,1.2,10.6,13.1,4798,3960,662,176,0,,,,,,,,
호소,대청호,문의,2020-10-15,20.7,8,7.3,1.2,10.5,8.1,3966,3880,50,36,0,정량한계미만,정량한계미만,0.2,,,,,
호소,대청호,문의,2020-10-19,20.2,7.8,6.8,1.3,7.4,6.3,2884,2860,0,24,0,,,,,,,,
호소,대청호,회남,2020-10-19,20.5,7.9,7.4,1.8,6.3,5.4,212,120,0,92,0,,,,,,,,
호소,대청호,추동,2020-10-19,20.3,7.8,7.9,1.6,7.3,8.9,2454,2340,114,0,0,,,,,,,,
호소,대청호,추동,2020-10-26,19,7.8,8.3,1.9,6.1,11.8,934,882,52,0,0,,,,,,,,
호소,대청호,문의,2020-10-26,19.4,7.8,7,1.8,4.4,5,680,680,0,0,0,,,,,,,,
호소,대청호,회남,2020-10-26,19.5,7.7,7,1.4,5.5,4.6,0,0,0,0,0,,,,,,,,
호소,대청호,추동,2020-11-02,18.3,7.7,8.3,1.6,5.7,13.3,898,540,342,16,0,,,,,,,,
호소,대청호,문의,2020-11-02,18.6,7.7,6.9,2.2,4.4,8,272,272,0,0,0,,,,,,,,
호소,대청호,회남,2020-11-02,18.4,7.5,6.9,1.8,5.3,4,0,0,0,0,0,,,,,,,,
호소,대청호,추동,2020-11-09,16.8,8.1,8.5,1.8,5.5,11.3,588,440,148,0,0,,,,,,,,
호소,대청호,회남,2020-11-09,16.9,8,7.5,2.1,10.3,7.1,0,0,0,0,0,,,,,,,,
호소,대청호,문의,2020-11-09,17.1,8.2,7.2,2.2,4.6,10.3,80,80,0,0,0,,,,,,,,
호소,대청호,회남,2020-11-16,16.3,8.1,7.9,2.2,4.2,5.1,160,160,0,0,0,,,,,,,,
호소,대청호,추동,2020-11-16,16.4,8.2,8.4,1.9,4,9.2,722,620,102,0,0,,,,,,,,
호소,대청호,문의,2020-11-16,16.5,7.7,7.1,1.9,3.9,9.9,56,56,0,0,0,,,,,,,,
호소,대청호,회남,2020-11-23,15.5,7.9,8.1,2.4,7.5,3.3,0,0,0,0,0,,,,,,,,
호소,대청호,문의,2020-11-23,15.5,8,7.6,1.9,4.7,7.7,0,0,0,0,0,,,,,,,,
호소,대청호,추동,2020-11-23,15.1,7.8,8.6,1.8,6.3,6.5,734,680,54,0,0,,,,,,,,
호소,대청호,회남,2020-11-30,14,8,8.4,2.2,5.8,4.5,0,0,0,0,0,,,,,,,,
호소,대청호,문의,2020-11-30,13.9,8.3,8,2.3,4,6,0,0,0,0,0,,,,,,,,
호소,대청호,추동,2020-11-30,13.5,8.2,9.1,2.4,4.8,8,0,0,0,0,0,,,,,,,,
호소,대청호,회남,2020-12-07,12.5,7.6,8.7,1.9,5.3,4.7,0,0,0,0,0,,,,,,,,
호소,대청호,문의,2020-12-07,12.9,7.6,8.1,2.6,3.4,4.4,0,0,0,0,0,,,,,,,,
호소,대청호,추동,2020-12-07,12.2,7.7,9.3,2.7,3.5,7.2,0,0,0,0,0,,,,,,,,
호소,대청호,회남,2020-12-14,11,7.8,9.1,2.5,5.2,4,0,0,0,0,0,,,,,,,,
호소,대청호,추동,2020-12-14,11,7.9,9.6,2.6,3.3,6.5,0,0,0,0,0,,,,,,,,
호소,대청호,문의,2020-12-14,11.4,8,8.9,2.6,3,5.5,0,0,0,0,0,,,,,,,,
호소,대청호,추동,2020-12-21,9,8.4,10.4,2.9,2.5,5.4,0,0,0,0,0,,,,,,,,
호소,대청호,회남,2020-12-21,9.6,8.4,9.8,3.1,4,3,0,0,0,0,0,,,,,,,,
호소,대청호,문의,2020-12-21,9.9,8.5,9.4,3.4,2.8,3.5,0,0,0,0,0,,,,,,,,
호소,대청호,추동,2020-12-28,8.9,9,10.9,3.6,2.5,4.1,0,0,0,0,0,,,,,,,,
호소,대청호,문의,2020-12-28,9.4,9.7,10.5,3.4,2.1,4.7,0,0,0,0,0,,,,,,,,
호소,대청호,회남,2020-12-28,8.9,8.7,10.5,3.8,3.3,2,0,0,0,0,0,,,,,,,,
호소,대청호,추동,2021-01-04,,,,,,,,,,,,,,,,,,,
호소,대청호,회남,2021-01-04,,,,,,,,,,,,,,,,,,,
호소,대청호,문의,2021-01-04,,,,,,,,,,,,,,,,,,,
호소,대청호,문의,2021-01-11,,,,,,,,,,,,,,,,,,,
호소,대청호,추동,2021-01-11,,,,,,,,,,,,,,,,,,,
호소,대청호,회남,2021-01-11,,,,,,,,,,,,,,,,,,,
호소,대청호,추동,2021-01-18,5,8.7,11.9,3.6,2.4,4.1,0,0,0,0,0,,,,,,,,
호소,대청호,회남,2021-01-18,5.7,8.8,11.5,4,2.2,3.3,0,0,0,0,0,,,,,,,,
호소,대청호,문의,2021-01-18,5.9,9,11.5,3.9,2,5.5,0,0,0,0,0,,,,,,,,
호소,대청호,추동,2021-01-25,5.3,8.3,12.1,3.4,2.7,4.1,0,0,0,0,0,,,,,,,,
호소,대청호,문의,2021-01-25,6.1,8,11.6,3.3,1.9,4.6,0,0,0,0,0,,,,,,,,
호소,대청호,회남,2021-01-25,5.5,8.6,11.5,4,2.9,3,0,0,0,0,0,,,,,,,,
호소,대청호,추동,2021-02-01,5.1,7.7,12.1,3.2,2.7,4.7,0,0,0,0,0,,,,,,,,
호소,대청호,문의,2021-02-01,5.6,7.8,11.6,3.7,2.6,5.1,0,0,0,0,0,,,,,,,,
호소,대청호,회남,2021-02-01,5.1,7.6,11.7,4,2.9,3.6,0,0,0,0,0,,,,,,,,
호소,대청호,추동,2021-02-08,4.8,7.8,13.6,3.5,2.4,4.7,0,0,0,0,0,,,,,,,,
호소,대청호,문의,2021-02-08,5.3,7.7,13.2,3.6,2.3,5.8,0,0,0,0,0,,,,,,,,
호소,대청호,회남,2021-02-08,4.8,7.9,13.1,3.5,2.5,6.6,0,0,0,0,0,,,,,,,,
호소,대청호,회남,2021-02-15,4.9,8,12.7,3.2,1.6,9.6,0,0,0,0,0,,,,,,,,
호소,대청호,문의,2021-02-15,5.6,7.8,12.6,3.1,1.4,5.4,0,0,0,0,0,,,,,,,,
호소,대청호,추동,2021-02-15,5.4,7.9,12.9,3.2,1.7,9.7,0,0,0,0,0,,,,,,,,
호소,대청호,문의,2021-02-22,5.8,7.8,12.9,2.8,2,9,0,0,0,0,0,,,,,,,,
호소,대청호,추동,2021-02-22,5.2,7.9,13.1,2.6,2.8,10.7,0,0,0,0,0,,,,,,,,
호소,대청호,회남,2021-02-22,5.1,8.1,13.3,3,2.1,13.3,0,0,0,0,0,,,,,,,,
호소,대청호,추동,2021-03-02,5.9,7.9,13,2.9,2.7,7.1,0,0,0,0,0,,,,,,,,
호소,대청호,문의,2021-03-02,5.8,7.8,12,3.5,1.8,5,0,0,0,0,0,,,,,,,,
호소,대청호,회남,2021-03-02,5,8,12.8,2.8,2.6,10.4,0,0,0,0,0,,,,,,,,
호소,대청호,추동,2021-03-08,6.7,8,12.5,2.5,2.2,4.3,0,0,0,0,0,,,,,,,,
호소,대청호,회남,2021-03-08,5.6,8,12.9,3.2,1.9,5.6,0,0,0,0,0,,,,,,,,
호소,대청호,문의,2021-03-08,6.6,7.9,12.3,3.6,1.8,3.9,0,0,0,0,0,,,,,,,,
호소,대청호,문의,2021-03-15,6.9,7.8,12.1,2.5,1.6,3.2,0,0,0,0,0,,,,,,,,
