채수위치,조사일,수온(℃),pH,DO(㎎/L),투명도,탁도,Chl-a (㎎/㎥),유해남조류 세포수 (cells/㎖),수위(EL.m),저수량(백만㎥),저수율(%),강우량(mm),유입량(㎥/s),총방류량(㎥/s),평균기온(°C),일강수량(mm),합계 일조시간(hr),합계 일사량(MJ/m2),TN(㎎/L),TP(㎎/L),NP_Ratio,Retention_Index
문의,2015-01-05,,,,,,,0.0,73.22,970.717,65.2,6.2879,16.073,29.395,3.2,6.1,4.1,7.64,1.798,0.009,199.7777777777778,33.02320122469808
추동,2015-01-05,,,,,,,0.0,73.22,970.717,65.2,6.2879,16.073,29.395,3.2,6.1,4.1,7.64,,,,33.02320122469808
회남,2015-01-05,,,,,,,48.0,73.22,970.717,65.2,6.2879,16.073,29.395,3.2,6.1,4.1,7.64,,,,33.02320122469808
문의,2015-01-12,,,,,,,0.0,73.23,971.292,65.2,0.0,30.533,50.526,-1.8,,8.9,12.35,1.403,0.009,155.8888888888889,19.2236076475478
추동,2015-01-12,,,,,,,28.0,73.23,971.292,65.2,0.0,30.533,50.526,-1.8,,8.9,12.35,,,,19.2236076475478
회남,2015-01-12,,,,,,,0.0,73.23,971.292,65.2,0.0,30.533,50.526,-1.8,,8.9,12.35,,,,19.2236076475478
문의,2015-01-19,,,,,,,0.0,73.09,963.255,64.7,0.7291,30.604,50.5,1.8,0.0,2.3,5.16,1.501,0.015,100.06666666666666,19.07435643564357
추동,2015-01-19,,,,,,,0.0,73.09,963.255,64.7,0.7291,30.604,50.5,1.8,0.0,2.3,5.16,,,,19.07435643564357
회남,2015-01-19,,,,,,,0.0,73.09,963.255,64.7,0.7291,30.604,50.5,1.8,0.0,2.3,5.16,,,,19.07435643564357
문의,2015-01-26,,,,,,,0.0,72.95,955.257,64.1,1.7979,30.833,50.631,5.3,0.3,0.0,1.82,1.509,0.007,215.57142857142856,18.86703798068377
추동,2015-01-26,,,,,,,0.0,72.95,955.257,64.1,1.7979,30.833,50.631,5.3,0.3,0.0,1.82,,,,18.86703798068377
회남,2015-01-26,,,,,,,0.0,72.95,955.257,64.1,1.7979,30.833,50.631,5.3,0.3,0.0,1.82,,,,18.86703798068377
문의,2015-02-02,,,,,,,0.0,72.83,948.432,63.7,0.0,34.534,60.825,-0.5,,8.0,13.14,1.615,0.01,161.5,15.592799013563502
추동,2015-02-02,,,,,,,0.0,72.83,948.432,63.7,0.0,34.534,60.825,-0.5,,8.0,13.14,,,,15.592799013563502
회남,2015-02-02,,,,,,,0.0,72.83,948.432,63.7,0.0,34.534,60.825,-0.5,,8.0,13.14,,,,15.592799013563502
문의,2015-02-09,,,,,,,0.0,72.58,934.307,62.7,0.0,24.158,63.262,-4.5,0.0,9.1,14.99,1.475,0.009,163.8888888888889,14.768850178622236
추동,2015-02-09,,,,,,,16.0,72.58,934.307,62.7,0.0,24.158,63.262,-4.5,0.0,9.1,14.99,,,,14.768850178622236
회남,2015-02-09,,,,,,,68.0,72.58,934.307,62.7,0.0,24.158,63.262,-4.5,0.0,9.1,14.99,,,,14.768850178622236
문의,2015-02-16,,,,,,,0.0,72.25,915.853,61.5,14.7602,41.117,60.431,4.8,17.0,0.0,1.33,1.492,0.007,213.14285714285717,15.155350730585296
추동,2015-02-16,,,,,,,52.0,72.25,915.853,61.5,14.7602,41.117,60.431,4.8,17.0,0.0,1.33,,,,15.155350730585296
회남,2015-02-16,,,,,,,56.0,72.25,915.853,61.5,14.7602,41.117,60.431,4.8,17.0,0.0,1.33,,,,15.155350730585296
문의,2015-02-23,,,,,,,0.0,72.13,909.196,61.0,0.0,42.64,55.459,3.0,,6.9,15.66,1.436,0.006,239.3333333333333,16.39402080816459
추동,2015-02-23,,,,,,,132.0,72.13,909.196,61.0,0.0,42.64,55.459,3.0,,6.9,15.66,,,,16.39402080816459
회남,2015-02-23,,,,,,,0.0,72.13,909.196,61.0,0.0,42.64,55.459,3.0,,6.9,15.66,,,,16.39402080816459
문의,2015-03-02,,,,,,,48.0,72.0,902.016,60.5,0.0,32.909,45.669,3.8,,10.5,20.08,1.458,0.006,243.0,19.75116599881758
추동,2015-03-02,,,,,,,100.0,72.0,902.016,60.5,0.0,32.909,45.669,3.8,,10.5,20.08,,,,19.75116599881758
회남,2015-03-02,,,,,,,0.0,72.0,902.016,60.5,0.0,32.909,45.669,3.8,,10.5,20.08,,,,19.75116599881758
문의,2015-03-09,,,,,,,0.0,71.75,888.302,59.6,0.0,22.66,60.625,4.4,,9.1,18.79,1.53,0.007,218.57142857142856,14.65240412371134
추동,2015-03-09,,,,,,,0.0,71.75,888.302,59.6,0.0,22.66,60.625,4.4,,9.1,18.79,,,,14.65240412371134
회남,2015-03-09,,,,,,,158.0,71.75,888.302,59.6,0.0,22.66,60.625,4.4,,9.1,18.79,,,,14.65240412371134
문의,2015-03-16,,,,,,,0.0,71.47,873.088,58.6,0.0,29.14,60.454,10.3,,9.3,19.06,1.469,0.008,183.625,14.442187448307804
추동,2015-03-16,,,,,,,94.0,71.47,873.088,58.6,0.0,29.14,60.454,10.3,,9.3,19.06,,,,14.442187448307804
회남,2015-03-16,,,,,,,0.0,71.47,873.088,58.6,0.0,29.14,60.454,10.3,,9.3,19.06,,,,14.442187448307804
문의,2015-03-23,,,,,,,0.0,71.68,884.484,59.4,0.0,67.272,60.968,5.3,,11.6,24.63,1.617,0.006,269.5,14.507348117045009
추동,2015-03-23,,,,,,,0.0,71.68,884.484,59.4,0.0,67.272,60.968,5.3,,11.6,24.63,,,,14.507348117045009
회남,2015-03-23,,,,,,,0.0,71.68,884.484,59.4,0.0,67.272,60.968,5.3,,11.6,24.63,,,,14.507348117045009
문의,2015-03-30,,,,,,,0.0,71.65,882.85,59.3,0.0,26.984,33.283,14.8,,10.3,22.87,1.34,0.006,223.33333333333331,26.52555358591473
추동,2015-03-30,,,,,,,0.0,71.65,882.85,59.3,0.0,26.984,33.283,14.8,,10.3,22.87,,,,26.52555358591473
회남,2015-03-30,,,,,,,14.0,71.65,882.85,59.3,0.0,26.984,33.283,14.8,,10.3,22.87,,,,26.52555358591473
문의,2015-04-06,,,,,,,0.0,71.52,875.793,58.8,1.8356,70.874,70.874,10.4,2.1,0.0,5.41,1.403,0.007,200.42857142857144,12.35704207466772
추동,2015-04-06,,,,,,,0.0,71.52,875.793,58.8,1.8356,70.874,70.874,10.4,2.1,0.0,5.41,,,,12.35704207466772
회남,2015-04-06,,,,,,,0.0,71.52,875.793,58.8,1.8356,70.874,70.874,10.4,2.1,0.0,5.41,,,,12.35704207466772
문의,2015-04-13,,,,,,,0.0,71.4,869.308,58.3,2.3573,42.133,79.621,10.8,1.5,0.2,5.43,1.673,0.007,239.0,10.918074377362757
추동,2015-04-13,,,,,,,0.0,71.4,869.308,58.3,2.3573,42.133,79.621,10.8,1.5,0.2,5.43,,,,10.918074377362757
회남,2015-04-13,,,,,,,0.0,71.4,869.308,58.3,2.3573,42.133,79.621,10.8,1.5,0.2,5.43,,,,10.918074377362757
문의,2015-04-20,,,,,,,0.0,71.35,866.614,58.2,15.2309,79.173,79.173,11.5,13.0,0.0,3.63,1.392,0.007,198.85714285714283,10.945827491695402
추동,2015-04-20,,,,,,,0.0,71.35,866.614,58.2,15.2309,79.173,79.173,11.5,13.0,0.0,3.63,,,,10.945827491695402
회남,2015-04-20,,,,,,,18.0,71.35,866.614,58.2,15.2309,79.173,79.173,11.5,13.0,0.0,3.63,,,,10.945827491695402
문의,2015-04-27,,,,,,,0.0,71.41,869.847,58.4,0.0,41.104,41.104,19.3,,12.4,27.61,1.838,0.007,262.57142857142856,21.16210101206695
추동,2015-04-27,,,,,,,0.0,71.41,869.847,58.4,0.0,41.104,41.104,19.3,,12.4,27.61,,,,21.16210101206695
회남,2015-04-27,,,,,,,0.0,71.41,869.847,58.4,0.0,41.104,41.104,19.3,,12.4,27.61,,,,21.16210101206695
문의,2015-05-04,,,,,,,0.0,71.17,856.957,57.5,0.2501,40.515,96.311,16.4,,11.8,27.61,1.546,0.008,193.25,8.897810218978101
추동,2015-05-04,,,,,,,0.0,71.17,856.957,57.5,0.2501,40.515,96.311,16.4,,11.8,27.61,,,,8.897810218978101
회남,2015-05-04,,,,,,,184.0,71.17,856.957,57.5,0.2501,40.515,96.311,16.4,,11.8,27.61,,,,8.897810218978101
문의,2015-05-11,,,,,,,0.0,70.48,820.52,55.1,5.0741,36.565,97.025,18.2,10.0,5.3,16.62,1.564,0.008,195.5,8.456789487245555
추동,2015-05-11,,,,,,,0.0,70.48,820.52,55.1,5.0741,36.565,97.025,18.2,10.0,5.3,16.62,,,,8.456789487245555
회남,2015-05-11,,,,,,,22.0,70.48,820.52,55.1,5.0741,36.565,97.025,18.2,10.0,5.3,16.62,,,,8.456789487245555
문의,2015-05-18,,,,,,,28.0,69.72,781.161,52.4,0.0,26.619,97.357,18.7,,5.6,18.34,1.588,0.007,226.8571428571429,8.023675750074467
추동,2015-05-18,,,,,,,44.0,69.72,781.161,52.4,0.0,26.619,97.357,18.7,,5.6,18.34,,,,8.023675750074467
회남,2015-05-18,,,,,,,540.0,69.72,781.161,52.4,0.0,26.619,97.357,18.7,,5.6,18.34,,,,8.023675750074467
문의,2015-05-26,,,,,,,28.0,68.75,732.942,49.2,0.0,22.067,95.459,22.3,,13.3,31.86,1.633,0.007,233.28571428571428,7.678081689521155
추동,2015-05-26,,,,,,,486.0,68.75,732.942,49.2,0.0,22.067,95.459,22.3,,13.3,31.86,,,,7.678081689521155
회남,2015-05-26,,,,,,,16.0,68.75,732.942,49.2,0.0,22.067,95.459,22.3,,13.3,31.86,,,,7.678081689521155
문의,2015-06-01,,,,,,,0.0,67.98,696.142,46.7,0.0,13.356,89.685,23.3,,12.5,28.27,1.491,0.007,213.0,7.762078385460223
추동,2015-06-01,,,,,,,0.0,67.98,696.142,46.7,0.0,13.356,89.685,23.3,,12.5,28.27,,,,7.762078385460223
회남,2015-06-01,,,,,,,0.0,67.98,696.142,46.7,0.0,13.356,89.685,23.3,,12.5,28.27,,,,7.762078385460223
문의,2015-06-08,,,,,,,120.0,67.07,654.301,43.9,0.1095,18.42,86.352,22.0,,1.3,12.78,1.437,0.007,205.28571428571428,7.577137761719474
추동,2015-06-08,,,,,,,0.0,67.07,654.301,43.9,0.1095,18.42,86.352,22.0,,1.3,12.78,,,,7.577137761719474
회남,2015-06-08,,,,,,,0.0,67.07,654.301,43.9,0.1095,18.42,86.352,22.0,,1.3,12.78,,,,7.577137761719474
문의,2015-06-15,,,,,,,0.0,66.25,618.097,41.5,0.0,14.476,74.786,24.9,0.0,5.1,19.87,1.275,0.009,141.66666666666666,8.264875778889097
추동,2015-06-15,,,,,,,540.0,66.25,618.097,41.5,0.0,14.476,74.786,24.9,0.0,5.1,19.87,,,,8.264875778889097
회남,2015-06-15,,,,,,,656.0,66.25,618.097,41.5,0.0,14.476,74.786,24.9,0.0,5.1,19.87,,,,8.264875778889097
문의,2015-06-22,,,,,,,0.0,65.54,587.871,39.5,1.4345,21.935,75.354,24.4,,7.1,23.5,1.441,0.011,131.0,7.801457122382355
추동,2015-06-22,,,,,,,0.0,65.54,587.871,39.5,1.4345,21.935,75.354,24.4,,7.1,23.5,,,,7.801457122382355
회남,2015-06-22,,,,,,,644.0,65.54,587.871,39.5,1.4345,21.935,75.354,24.4,,7.1,23.5,,,,7.801457122382355
문의,2015-06-29,,,,,,,142.0,65.37,580.787,39.0,0.0,39.02,58.253,25.7,,10.1,26.28,1.546,0.014,110.42857142857144,9.970078794225191
추동,2015-06-29,,,,,,,2232.0,65.37,580.787,39.0,0.0,39.02,58.253,25.7,,10.1,26.28,,,,9.970078794225191
회남,2015-06-29,,,,,,,78.0,65.37,580.787,39.0,0.0,39.02,58.253,25.7,,10.1,26.28,,,,9.970078794225191
문의,2015-07-06,,,,,,,548.0,64.99,565.161,37.9,1.6656,15.469,43.803,24.3,,8.5,23.09,1.084,0.016,67.75,12.902335456475583
추동,2015-07-06,,,,,,,1502.0,64.99,565.161,37.9,1.6656,15.469,43.803,24.3,,8.5,23.09,,,,12.902335456475583
회남,2015-07-06,,,,,,,292.0,64.99,565.161,37.9,1.6656,15.469,43.803,24.3,,8.5,23.09,,,,12.902335456475583
문의,2015-07-13,,,,,,,140.0,66.36,622.872,41.8,1.7676,141.798,46.512,23.9,4.6,0.1,6.15,0.868,0.014,62.0,13.391640866873065
추동,2015-07-13,,,,,,,422.0,66.36,622.872,41.8,1.7676,141.798,46.512,23.9,4.6,0.1,6.15,,,,13.391640866873065
회남,2015-07-13,,,,,,,260.0,66.36,622.872,41.8,1.7676,141.798,46.512,23.9,4.6,0.1,6.15,,,,13.391640866873065
문의,2015-07-20,,,,,,,366.0,66.62,634.259,42.6,0.1075,34.014,54.435,27.4,,4.2,19.86,0.707,0.019,37.21052631578947,11.65167631119684
추동,2015-07-20,,,,,,,532.0,66.62,634.259,42.6,0.1075,34.014,54.435,27.4,,4.2,19.86,,,,11.65167631119684
회남,2015-07-20,,,,,,,1406.0,66.62,634.259,42.6,0.1075,34.014,54.435,27.4,,4.2,19.86,,,,11.65167631119684
문의,2015-07-27,,,,,,,64.0,66.63,634.7,42.6,1.5451,32.112,47.431,25.7,4.0,2.3,8.13,0.872,0.016,54.5,13.38154371613502
추동,2015-07-27,,,,,,,68.0,66.63,634.7,42.6,1.5451,32.112,47.431,25.7,4.0,2.3,8.13,,,,13.38154371613502
회남,2015-07-27,,,,,,,1044.0,66.63,634.7,42.6,1.5451,32.112,47.431,25.7,4.0,2.3,8.13,,,,13.38154371613502
문의,2015-08-03,,,,,,,502.0,66.45,626.798,42.1,0.0273,25.151,50.478,29.0,,13.0,27.86,0.869,0.023,37.78260869565217,12.417251079678277
추동,2015-08-03,,,,,,,70.0,66.45,626.798,42.1,0.0273,25.151,50.478,29.0,,13.0,27.86,,,,12.417251079678277
회남,2015-08-03,,,,,,,914.0,66.45,626.798,42.1,0.0273,25.151,50.478,29.0,,13.0,27.86,,,,12.417251079678277
문의,2015-08-10,,,,,,,28.0,66.11,612.055,41.1,0.0,26.452,51.372,26.3,,1.6,14.28,0.69,0.025,27.6,11.914175036985126
추동,2015-08-10,,,,,,,58.0,66.11,612.055,41.1,0.0,26.452,51.372,26.3,,1.6,14.28,,,,11.914175036985126
회남,2015-08-10,,,,,,,1020.0,66.11,612.055,41.1,0.0,26.452,51.372,26.3,,1.6,14.28,,,,11.914175036985126
문의,2015-08-17,,,,,,,486.0,65.77,597.55,40.1,0.167,19.712,49.139,26.8,,11.2,23.9,0.641,0.022,29.13636363636364,12.160402124585358
추동,2015-08-17,,,,,,,84.0,65.77,597.55,40.1,0.167,19.712,49.139,26.8,,11.2,23.9,,,,12.160402124585358
회남,2015-08-17,,,,,,,336.0,65.77,597.55,40.1,0.167,19.712,49.139,26.8,,11.2,23.9,,,,12.160402124585358
문의,2015-08-24,,,,,,,374.0,65.38,581.202,39.0,0.5442,14.46,43.338,26.5,0.0,4.3,15.03,0.679,0.022,30.863636363636367,13.410909594351375
추동,2015-08-24,,,,,,,504.0,65.38,581.202,39.0,0.5442,14.46,43.338,26.5,0.0,4.3,15.03,,,,13.410909594351375
회남,2015-08-24,,,,,,,922.0,65.38,581.202,39.0,0.5442,14.46,43.338,26.5,0.0,4.3,15.03,,,,13.410909594351375
문의,2015-08-31,,,,,,,532.0,65.37,580.787,39.0,0.1042,29.424,39.036,25.3,,10.0,20.98,0.616,0.027,22.814814814814813,14.87824059842197
추동,2015-08-31,,,,,,,478.0,65.37,580.787,39.0,0.1042,29.424,39.036,25.3,,10.0,20.98,,,,14.87824059842197
회남,2015-08-31,,,,,,,1702.0,65.37,580.787,39.0,0.1042,29.424,39.036,25.3,,10.0,20.98,,,,14.87824059842197
문의,2015-09-07,,,,,,,288.0,65.29,577.473,38.8,0.0,26.495,36.07,22.6,,12.2,26.26,0.576,0.023,25.043478260869563,16.009786526199058
추동,2015-09-07,,,,,,,2044.0,65.29,577.473,38.8,0.0,26.495,36.07,22.6,,12.2,26.26,,,,16.009786526199058
회남,2015-09-07,,,,,,,814.0,65.29,577.473,38.8,0.0,26.495,36.07,22.6,,12.2,26.26,,,,16.009786526199058
문의,2015-09-14,,,,,,,1008.0,65.13,570.884,38.3,0.0,18.881,33.135,19.9,,11.1,22.54,0.779,0.023,33.869565217391305,17.229032744831752
추동,2015-09-14,,,,,,,1540.0,65.13,570.884,38.3,0.0,18.881,33.135,19.9,,11.1,22.54,,,,17.229032744831752
회남,2015-09-14,,,,,,,600.0,65.13,570.884,38.3,0.0,18.881,33.135,19.9,,11.1,22.54,,,,17.229032744831752
문의,2015-09-21,,,,,,,2294.0,64.91,561.908,37.7,0.0,14.739,28.84,21.9,,10.6,21.9,0.638,0.022,29.000000000000004,19.48363384188627
추동,2015-09-21,,,,,,,1566.0,64.91,561.908,37.7,0.0,14.739,28.84,21.9,,10.6,21.9,,,,19.48363384188627
회남,2015-09-21,,,,,,,990.0,64.91,561.908,37.7,0.0,14.739,28.84,21.9,,10.6,21.9,,,,19.48363384188627
문의,2015-09-30,,,,,,,942.0,64.59,549.024,36.9,0.0,10.494,29.006,21.1,,1.7,11.49,0.629,0.026,24.192307692307693,18.92794594221885
추동,2015-09-30,,,,,,,2014.0,64.59,549.024,36.9,0.0,10.494,29.006,21.1,,1.7,11.49,,,,18.92794594221885
회남,2015-09-30,,,,,,,1770.0,64.59,549.024,36.9,0.0,10.494,29.006,21.1,,1.7,11.49,,,,18.92794594221885
문의,2015-10-05,,,,,,,676.0,64.59,549.024,36.9,0.0,19.553,28.804,17.8,,10.8,19.85,0.717,0.019,37.73684210526316,19.06068601583113
추동,2015-10-05,,,,,,,1074.0,64.59,549.024,36.9,0.0,19.553,28.804,17.8,,10.8,19.85,,,,19.06068601583113
회남,2015-10-05,,,,,,,788.0,64.59,549.024,36.9,0.0,19.553,28.804,17.8,,10.8,19.85,,,,19.06068601583113
문의,2015-10-12,,,,,,,726.0,64.55,547.427,36.7,0.8777,14.791,19.406,13.6,0.7,8.3,16.28,0.763,0.019,40.15789473684211,28.209162114809857
추동,2015-10-12,,,,,,,1592.0,64.55,547.427,36.7,0.8777,14.791,19.406,13.6,0.7,8.3,16.28,,,,28.209162114809857
회남,2015-10-12,,,,,,,886.0,64.55,547.427,36.7,0.8777,14.791,19.406,13.6,0.7,8.3,16.28,,,,28.209162114809857
문의,2015-10-19,,,,,,,732.0,64.52,546.232,36.7,0.0,14.944,19.553,17.1,,8.7,14.34,0.61,0.011,55.45454545454545,27.93596890502736
추동,2015-10-19,,,,,,,2048.0,64.52,546.232,36.7,0.0,14.944,19.553,17.1,,8.7,14.34,,,,27.93596890502736
회남,2015-10-19,,,,,,,2346.0,64.52,546.232,36.7,0.0,14.944,19.553,17.1,,8.7,14.34,,,,27.93596890502736
문의,2015-10-26,,,,,,,1358.0,64.44,543.054,36.5,0.0,10.197,19.38,16.9,,7.4,13.75,0.663,0.017,39.0,28.021362229102166
추동,2015-10-26,,,,,,,2000.0,64.44,543.054,36.5,0.0,10.197,19.38,16.9,,7.4,13.75,,,,28.021362229102166
회남,2015-10-26,,,,,,,2456.0,64.44,543.054,36.5,0.0,10.197,19.38,16.9,,7.4,13.75,,,,28.021362229102166
문의,2015-11-02,,,,,,,410.0,64.44,543.054,36.5,0.0,14.667,19.257,9.4,,6.8,11.73,0.808,0.011,73.45454545454547,28.200342732512848
추동,2015-11-02,,,,,,,1146.0,64.44,543.054,36.5,0.0,14.667,19.257,9.4,,6.8,11.73,,,,28.200342732512848
회남,2015-11-02,,,,,,,2136.0,64.44,543.054,36.5,0.0,14.667,19.257,9.4,,6.8,11.73,,,,28.200342732512848
문의,2015-11-09,,,,,,,212.0,64.46,543.847,36.5,2.3447,27.826,18.643,13.1,1.7,0.7,4.44,0.617,0.004,154.25,29.171646194282037
추동,2015-11-09,,,,,,,1306.0,64.46,543.847,36.5,2.3447,27.826,18.643,13.1,1.7,0.7,4.44,,,,29.171646194282037
회남,2015-11-09,,,,,,,1474.0,64.46,543.847,36.5,2.3447,27.826,18.643,13.1,1.7,0.7,4.44,,,,29.171646194282037
문의,2015-11-16,,,,,,,332.0,64.84,559.072,37.5,10.9552,68.202,16.853,11.7,26.3,0.1,3.76,0.741,0.013,57.0,33.173440930398144
추동,2015-11-16,,,,,,,1870.0,64.84,559.072,37.5,10.9552,68.202,16.853,11.7,26.3,0.1,3.76,,,,33.173440930398144
회남,2015-11-16,,,,,,,1606.0,64.84,559.072,37.5,10.9552,68.202,16.853,11.7,26.3,0.1,3.76,,,,33.173440930398144
문의,2015-11-25,,,,,,,374.0,65.35,579.957,38.9,7.824,39.346,20.169,5.7,8.7,0.0,1.61,0.556,0.01,55.6,28.75487133720065
문의,2015-11-25,,,,,,,374.0,65.35,579.957,38.9,7.824,39.346,20.169,5.7,8.7,0.0,1.61,0.52,0.011,47.27272727272728,28.75487133720065
추동,2015-11-25,,,,,,,1762.0,65.35,579.957,38.9,7.824,39.346,20.169,5.7,8.7,0.0,1.61,,,,28.75487133720065
회남,2015-11-25,,,,,,,1078.0,65.35,579.957,38.9,7.824,39.346,20.169,5.7,8.7,0.0,1.61,,,,28.75487133720065
문의,2015-11-30,,,,,,,308.0,65.52,587.035,39.4,0.0,33.784,19.279,6.9,0.0,5.3,8.0,0.659,0.01,65.9,30.4494527724467
추동,2015-11-30,,,,,,,1286.0,65.52,587.035,39.4,0.0,33.784,19.279,6.9,0.0,5.3,8.0,,,,30.4494527724467
회남,2015-11-30,,,,,,,1052.0,65.52,587.035,39.4,0.0,33.784,19.279,6.9,0.0,5.3,8.0,,,,30.4494527724467
문의,2015-12-07,,,,,,,58.0,65.68,593.75,39.9,0.0,23.737,18.862,2.1,,8.7,11.5,0.732,0.021,34.857142857142854,31.47863429116743
추동,2015-12-07,,,,,,,782.0,65.68,593.75,39.9,0.0,23.737,18.862,2.1,,8.7,11.5,,,,31.47863429116743
회남,2015-12-07,,,,,,,728.0,65.68,593.75,39.9,0.0,23.737,18.862,2.1,,8.7,11.5,,,,31.47863429116743
문의,2015-12-14,,,,,,,250.0,65.9,603.068,40.5,5.2425,48.791,19.264,7.2,9.9,0.0,2.04,0.725,0.009,80.55555555555556,31.30544019933555
추동,2015-12-14,,,,,,,222.0,65.9,603.068,40.5,5.2425,48.791,19.264,7.2,9.9,0.0,2.04,,,,31.30544019933555
회남,2015-12-14,,,,,,,242.0,65.9,603.068,40.5,5.2425,48.791,19.264,7.2,9.9,0.0,2.04,,,,31.30544019933555
문의,2015-12-21,,,,,,,176.0,66.12,612.485,41.1,1.2627,28.862,18.906,4.3,1.2,5.1,6.95,0.829,0.012,69.08333333333333,32.396329207658944
추동,2015-12-21,,,,,,,304.0,66.12,612.485,41.1,1.2627,28.862,18.906,4.3,1.2,5.1,6.95,,,,32.396329207658944
회남,2015-12-21,,,,,,,448.0,66.12,612.485,41.1,1.2627,28.862,18.906,4.3,1.2,5.1,6.95,,,,32.396329207658944
문의,2015-12-28,,,,,,,406.0,66.2,615.934,41.3,0.0,23.722,18.724,-3.2,,7.5,11.12,0.576,0.007,82.28571428571428,32.89542832728049
추동,2015-12-28,,,,,,,388.0,66.2,615.934,41.3,0.0,23.722,18.724,-3.2,,7.5,11.12,,,,32.89542832728049
회남,2015-12-28,,,,,,,368.0,66.2,615.934,41.3,0.0,23.722,18.724,-3.2,,7.5,11.12,,,,32.89542832728049
문의,2016-01-05,,,,,,,108.0,66.22,616.798,41.4,0.0,14.02,19.026,-0.6,,4.8,7.72,0.821,0.009,91.22222222222224,32.4186902133922
추동,2016-01-05,,,,,,,100.0,66.22,616.798,41.4,0.0,14.02,19.026,-0.6,,4.8,7.72,,,,32.4186902133922
회남,2016-01-05,,,,,,,176.0,66.22,616.798,41.4,0.0,14.02,19.026,-0.6,,4.8,7.72,,,,32.4186902133922
문의,2016-01-11,,,,,,,134.0,66.2,615.934,41.3,0.0,18.8,18.8,-1.8,,8.7,11.6,0.768,0.008,96.0,32.76244680851064
추동,2016-01-11,,,,,,,186.0,66.2,615.934,41.3,0.0,18.8,18.8,-1.8,,8.7,11.6,,,,32.76244680851064
회남,2016-01-11,,,,,,,42.0,66.2,615.934,41.3,0.0,18.8,18.8,-1.8,,8.7,11.6,,,,32.76244680851064
문의,2016-01-18,,,,,,,26.0,66.16,614.208,41.2,0.3891,18.608,18.608,-3.1,3.5,4.3,6.16,1.069,0.025,42.76,33.007738607050726
추동,2016-01-18,,,,,,,32.0,66.16,614.208,41.2,0.3891,18.608,18.608,-3.1,3.5,4.3,6.16,,,,33.007738607050726
회남,2016-01-18,,,,,,,84.0,66.16,614.208,41.2,0.3891,18.608,18.608,-3.1,3.5,4.3,6.16,,,,33.007738607050726
문의,2016-01-25,,,,,,,0.0,66.07,610.336,41.0,0.0,14.502,19.472,-7.8,0.1,7.8,12.09,0.861,0.012,71.75,31.3442892358258
추동,2016-01-25,,,,,,,0.0,66.07,610.336,41.0,0.0,14.502,19.472,-7.8,0.1,7.8,12.09,,,,31.3442892358258
회남,2016-01-25,,,,,,,0.0,66.07,610.336,41.0,0.0,14.502,19.472,-7.8,0.1,7.8,12.09,,,,31.3442892358258
문의,2016-02-01,,,,,,,0.0,65.99,606.908,40.7,0.0,14.829,19.78,-3.9,,9.3,14.95,1.041,0.012,86.74999999999999,30.682912032355915
추동,2016-02-01,,,,,,,0.0,65.99,606.908,40.7,0.0,14.829,19.78,-3.9,,9.3,14.95,,,,30.682912032355915
회남,2016-02-01,,,,,,,142.0,65.99,606.908,40.7,0.0,14.829,19.78,-3.9,,9.3,14.95,,,,30.682912032355915
문의,2016-02-11,,,,,,,0.0,65.87,601.791,40.4,0.0273,18.415,18.415,6.8,0.4,4.1,9.97,1.003,0.04,25.075,32.67939180016292
추동,2016-02-11,,,,,,,0.0,65.87,601.791,40.4,0.0273,18.415,18.415,6.8,0.4,4.1,9.97,,,,32.67939180016292
회남,2016-02-11,,,,,,,0.0,65.87,601.791,40.4,0.0273,18.415,18.415,6.8,0.4,4.1,9.97,,,,32.67939180016292
문의,2016-02-15,,,,,,,0.0,65.9,603.068,40.5,0.055,29.205,19.353,-3.3,0.0,9.1,17.51,0.936,0.014,66.85714285714286,31.161473673332296
추동,2016-02-15,,,,,,,0.0,65.9,603.068,40.5,0.055,29.205,19.353,-3.3,0.0,9.1,17.51,,,,31.161473673332296
회남,2016-02-15,,,,,,,0.0,65.9,603.068,40.5,0.055,29.205,19.353,-3.3,0.0,9.1,17.51,,,,31.161473673332296
문의,2016-02-22,,,,,,,0.0,65.99,606.908,40.7,0.0,23.467,18.519,2.9,,1.6,9.29,0.765,0.017,45.0,32.772179923322
추동,2016-02-22,,,,,,,0.0,65.99,606.908,40.7,0.0,23.467,18.519,2.9,,1.6,9.29,,,,32.772179923322
회남,2016-02-22,,,,,,,0.0,65.99,606.908,40.7,0.0,23.467,18.519,2.9,,1.6,9.29,,,,32.772179923322
문의,2016-03-02,,,,,,,0.0,65.99,606.908,40.7,0.0,19.524,19.524,3.0,,10.6,19.68,0.986,0.014,70.42857142857143,31.085228436795735
추동,2016-03-02,,,,,,,0.0,65.99,606.908,40.7,0.0,19.524,19.524,3.0,,10.6,19.68,,,,31.085228436795735
회남,2016-03-02,,,,,,,0.0,65.99,606.908,40.7,0.0,19.524,19.524,3.0,,10.6,19.68,,,,31.085228436795735
문의,2016-03-07,,,,,,,0.0,66.7,637.791,42.8,0.0,235.318,17.399,9.0,,3.2,9.72,0.873,0.01,87.3,36.65676188286683
추동,2016-03-07,,,,,,,0.0,66.7,637.791,42.8,0.0,235.318,17.399,9.0,,3.2,9.72,,,,36.65676188286683
회남,2016-03-07,,,,,,,0.0,66.7,637.791,42.8,0.0,235.318,17.399,9.0,,3.2,9.72,,,,36.65676188286683
