유해남조류 세포수 (cells/㎖),7일 전_수온(℃),7일 전_pH,7일 전_DO(㎎/L),7일 전_투명도,7일 전_탁도,7일 전_Chl-a (㎎/㎥),7일 전_평균기온(°C),7일 전_일강수량(mm),7일 전_합계 일조시간(hr),7일 전_합계 일사량(MJ/m2),7일 전_TN(㎎/L),7일 전_TP(㎎/L),7일 전_N_P_비율,7일 전_체류시간_지표,7일 전_유해남조류 세포수 (cells/㎖)
682.0,24.8,8.1,7.2,1.4,4.6,20.5,24.5,0.0,0.7,10.85,1.165,0.018,64.72221862654342,11.819345356134662,4360.0
932.0,24.3,7.4,4.4,2.9,1.9,5.6,24.5,0.0,8.1,18.7,1.261,0.014,90.07142213775556,25.91704545454545,682.0
636.0,24.0,7.7,6.1,2.5,2.6,14.6,18.7,0.0,3.4,12.82,1.366,0.014,97.57142160204133,25.51229610402829,932.0
472.0,23.8,7.9,8.0,2.5,3.0,19.5,20.0,43.5,1.9,9.55,1.304,0.014,93.1428504897964,30.936928651059084,636.0
468.0,21.9,8.0,8.4,2.2,2.3,29.1,12.0,0.0,8.5,17.78,1.524,0.011,138.5454419504144,29.08532919362795,472.0
360.0,21.7,8.0,8.4,2.4,1.7,19.4,12.4,0.0,8.6,17.65,1.427,0.013,109.76922232544445,29.940009617696564,468.0
868.0,20.1,7.9,8.5,2.8,2.0,11.5,9.7,0.0,8.0,15.58,1.457,0.012,121.41665654861195,31.243780873970863,360.0
222.0,19.5,7.7,8.1,3.9,1.9,7.8,14.1,0.0,8.6,14.59,1.494,0.013,114.92306808284091,29.158846222860216,868.0
22.0,18.1,7.8,8.2,4.4,1.3,7.4,9.6,0.0,6.5,10.89,1.509,0.007,215.57139777551455,30.90194996792816,222.0
72.0,17.6,7.7,8.1,3.7,2.2,8.3,9.5,0.0,1.6,6.15,1.466,0.009,162.88887079012548,30.453604294478524,22.0
46.0,16.5,7.7,8.3,3.4,2.0,9.5,11.7,0.0,8.5,10.93,1.472,0.011,133.8181696528937,29.91372331313644,72.0
0.0,15.3,7.7,8.5,2.7,1.8,9.5,7.3,30.1,1.4,2.63,1.473,0.008,184.1249769843779,27.945367316341827,46.0
148.0,12.9,7.7,9.2,2.9,1.7,9.6,-2.2,0.0,6.2,9.97,1.491,0.009,165.66664825926134,27.497667932589604,0.0
0.0,12.0,7.7,9.0,3.7,1.8,8.3,1.6,0.0,4.2,6.82,1.414,0.01,141.3999858600014,22.39235409035409,148.0
0.0,9.9,7.4,9.5,3.8,1.7,6.4,-5.5,0.0,8.1,10.6,1.399,0.008,174.87497814062775,28.423981687623467,0.0
0.0,7.6,7.3,9.3,3.7,1.6,4.0,-3.0,0.0,8.5,11.46,1.446,0.009,160.66664881481682,27.841697347304823,64.0
0.0,7.0,7.3,9.2,3.4,1.9,2.7,1.9,0.0,3.3,6.14,1.392,0.006,231.9999613333397,27.57775360262353,0.0
0.0,7.0,7.3,9.3,3.9,1.6,3.2,-3.1,0.0,7.7,12.1,1.364,0.005,272.7999454400109,27.403470647518265,0.0
0.0,4.6,7.4,11.0,4.4,1.4,2.5,-0.4,0.0,9.4,14.24,1.388,0.008,173.49997831250272,26.703524779701265,0.0
0.0,5.3,7.4,11.1,4.4,1.3,2.8,2.1,0.0,6.2,11.59,1.457,0.008,182.12497723437787,26.21601341698242,0.0
0.0,5.2,7.4,11.3,4.6,1.4,2.6,6.3,0.0,0.4,6.84,1.369,0.006,228.1666286388952,26.241426503901334,0.0
0.0,5.4,7.4,11.4,4.9,1.0,2.7,-0.1,0.0,7.3,15.94,1.415,0.006,235.83329402778432,25.815575620767493,0.0
0.0,5.6,7.5,11.6,4.7,0.8,2.4,4.4,0.0,10.5,18.96,1.356,0.005,271.19994576001085,25.479576603418533,0.0
0.0,6.0,7.6,11.8,4.8,1.0,2.7,8.3,0.0,10.5,19.25,1.367,0.008,170.8749786406277,25.114230117381208,0.0
0.0,7.1,7.5,11.6,3.4,1.5,3.5,3.5,0.0,10.9,21.29,1.359,0.004,339.7499150625212,24.805723630417003,0.0
0.0,7.0,7.4,11.3,4.8,1.3,2.6,10.6,0.0,10.1,20.84,1.499,0.008,187.374976578128,23.3926589752086,0.0
0.0,8.6,7.9,11.9,4.3,1.5,3.2,7.4,0.0,11.2,23.38,1.403,0.011,127.5454429504143,23.060500030086047,0.0
0.0,11.8,8.0,12.2,3.8,1.5,3.2,16.8,0.0,11.1,23.32,1.41,0.014,100.71427852040868,22.63647355314872,0.0
0.0,11.6,8.0,11.5,3.9,1.5,3.7,12.6,0.0,11.3,23.51,1.33,0.012,110.833324097223,22.211565677588155,0.0
0.0,11.6,8.0,11.6,3.7,1.3,4.5,13.6,0.0,10.8,23.73,1.302,0.013,100.15383844970476,21.376723438767232,0.0
0.0,14.4,8.2,11.2,3.6,1.9,4.1,15.0,0.0,4.1,17.15,1.428,0.005,285.5999428800114,21.868451035355815,0.0
0.0,15.3,8.2,10.8,2.6,2.2,2.3,17.0,0.0,10.2,25.5,1.324,0.011,120.36362542148862,13.001081269619812,0.0
0.0,15.5,8.2,10.6,2.6,2.2,4.6,13.7,0.0,11.2,26.74,1.306,0.006,217.66663038889493,21.10828497558173,0.0
0.0,17.2,8.6,11.1,3.9,1.5,5.0,20.5,0.0,12.7,27.74,1.421,0.01,142.09998579000143,12.94303840087895,0.0
0.0,17.3,8.5,10.7,4.5,1.5,6.7,17.5,5.7,3.4,13.64,1.338,0.011,121.63635257851342,12.611974560980402,0.0
0.0,18.5,8.5,10.2,4.3,1.8,3.8,21.6,0.0,7.0,22.34,1.22,0.019,64.21052293628827,17.69853203587828,0.0
770.0,21.2,8.5,10.2,4.2,2.0,3.7,21.5,0.0,9.4,23.26,1.276,0.011,115.99998945454642,12.672208200310898,0.0
496.0,22.3,8.4,9.3,4.7,1.7,3.8,23.3,0.0,8.6,26.75,1.291,0.011,117.36362569421586,12.154400436406917,770.0
230.0,23.9,8.5,9.2,3.7,3.1,12.8,27.0,0.0,11.2,26.78,1.134,0.016,70.87499557031278,11.785430012945197,496.0
240.0,25.9,8.6,9.3,3.0,2.6,10.4,23.8,54.5,0.0,5.04,1.186,0.013,91.2307622130183,12.373860187828836,230.0
82.0,25.4,8.2,6.7,3.0,2.0,4.4,28.4,0.0,6.4,21.03,1.203,0.006,200.4999665833389,25.23690780753937,240.0
232.0,25.4,7.7,5.5,2.0,4.8,5.6,26.5,36.2,8.3,22.11,1.155,0.023,50.217389120983086,2.0827946080683306,82.0
7324.0,26.0,8.3,8.8,1.0,9.9,20.5,27.8,0.0,9.1,21.85,1.258,0.021,59.904759052154326,20.534042407034253,4898.0
16068.0,27.0,8.7,9.7,1.2,8.9,17.8,29.7,0.0,8.3,22.87,1.22,0.023,53.04347595463148,19.123304488682383,7324.0
29712.0,26.7,8.4,9.3,1.0,8.8,29.3,28.1,0.0,9.2,23.99,1.013,0.034,29.794116770761267,4.854037173867946,16068.0
30068.0,27.4,8.8,8.5,0.5,18.9,47.0,29.2,0.0,8.0,19.76,1.038,0.029,35.79310221403096,22.02242618576225,29712.0
18948.0,26.2,8.4,7.1,0.6,23.1,60.7,26.1,0.0,1.1,11.02,1.171,0.038,30.815788662742406,23.833191627755703,73584.0
51248.0,26.9,8.4,7.0,0.3,33.3,59.4,27.4,0.0,2.6,15.27,0.887,0.03,29.566665681111147,34.83163316900518,94208.0
42000.0,26.3,8.4,5.8,0.4,19.4,28.7,25.2,0.0,6.6,16.71,0.861,0.052,16.557691989275156,16.928878336637318,56024.0
8148.0,26.3,8.1,5.4,0.5,18.5,28.7,24.5,2.2,7.4,19.23,1.171,0.032,36.59374885644535,18.547244262996745,42000.0
6872.0,25.1,7.5,4.0,1.4,9.8,10.7,21.4,4.0,2.9,13.23,1.168,0.025,46.71999813120007,5.752851552857496,7542.0
5344.0,24.1,7.1,5.0,1.7,7.0,9.9,17.8,0.0,8.2,17.26,1.155,0.026,44.42307521449711,5.357853450952459,6872.0
6592.0,23.1,7.4,6.2,1.7,5.3,13.5,16.5,0.0,9.4,17.68,1.188,0.028,42.42856991326536,36.74189157631359,5344.0
3370.0,22.3,7.3,6.9,1.5,7.1,15.1,14.7,0.0,8.9,15.47,1.131,0.017,66.5294078512113,36.46676046080509,6592.0
4498.0,21.2,7.4,6.7,2.3,3.8,13.2,13.7,0.0,7.3,12.92,1.283,0.015,85.53332763111149,35.97999344906649,3370.0
3040.0,20.7,7.1,7.2,1.5,5.0,18.7,14.1,0.0,9.6,14.52,1.244,0.015,82.93332780444482,33.627814059515735,4498.0
3360.0,20.3,7.2,7.2,1.7,3.6,11.4,15.5,11.5,3.1,7.65,1.32,0.011,119.9999890909101,33.36571973190678,3040.0
914.0,18.0,7.1,7.7,1.8,5.5,11.6,2.4,0.0,9.4,13.97,1.272,0.015,84.79999434666705,33.78916708291708,3360.0
896.0,16.5,7.1,7.7,3.0,2.5,9.2,6.0,0.0,9.2,12.87,1.383,0.023,60.13043216824208,33.427380472216186,914.0
360.0,15.2,7.0,7.9,2.7,2.4,8.9,7.0,3.0,0.8,3.19,1.565,0.013,120.38460612426108,33.165992379418235,896.0
0.0,13.3,7.2,8.9,3.5,2.5,4.6,2.3,0.0,8.7,11.41,1.332,0.013,102.46153057988228,33.02459240396261,360.0
0.0,13.2,7.1,8.6,3.1,1.7,4.3,11.9,37.0,0.0,0.85,1.645,0.018,91.38888381172868,32.863622242932585,0.0
160.0,11.5,7.0,9.0,2.8,2.3,3.6,-5.6,0.0,5.8,8.85,1.361,0.014,97.21427877040864,4.907535998670684,0.0
0.0,9.1,7.1,10.4,3.5,1.8,5.0,4.0,0.0,0.0,2.9,1.343,0.014,95.9285645765311,33.773036392598954,0.0
0.0,8.3,7.4,10.1,4.0,1.9,5.9,-3.8,0.0,8.7,11.94,1.218,0.013,93.69230048520768,34.12438745204802,0.0
0.0,7.6,7.2,10.2,3.4,2.2,5.5,-2.1,0.0,9.0,12.61,1.314,0.017,77.2941131003463,33.65832161418526,0.0
0.0,7.1,7.2,11.1,2.4,1.9,6.6,-5.4,0.0,1.7,6.36,1.406,0.021,66.95237776417248,33.85909296915128,0.0
44.0,6.6,7.4,10.8,3.0,2.2,4.3,1.3,0.0,9.2,13.5,1.316,0.01,131.59998684000132,34.53317639196865,0.0
0.0,6.4,7.3,11.4,2.5,2.2,7.7,4.1,12.3,0.0,3.26,1.492,0.023,64.86956239697555,27.871140840929137,44.0
0.0,6.3,7.1,11.8,4.0,2.3,6.4,8.4,0.0,8.4,14.96,1.419,0.009,157.66664914815013,35.46128942053751,0.0
0.0,6.7,7.4,11.7,2.6,2.5,9.7,9.8,16.6,0.0,2.2,1.395,0.01,139.4999860500014,28.708618886343263,0.0
0.0,6.5,7.3,11.7,2.6,2.3,8.8,3.7,0.0,7.3,15.85,1.36,0.009,151.11109432098957,8.52130510778792,0.0
0.0,6.3,7.4,12.3,1.8,2.4,12.0,6.7,0.0,5.7,13.26,1.38,0.011,125.45453404958782,7.348942176487525,0.0
0.0,6.5,7.6,12.5,2.4,2.1,10.1,6.4,0.0,4.4,11.04,1.467,0.011,133.36362423967054,6.931223277389307,0.0
0.0,6.9,7.9,12.2,2.4,2.2,7.5,7.9,0.0,10.2,21.43,1.382,0.009,153.55553849382906,26.395634824079032,0.0
30.0,8.1,7.8,12.6,3.0,2.4,7.9,9.4,6.8,0.0,5.04,1.426,0.008,178.24997771875277,26.397001539551823,0.0
118.0,8.4,7.8,12.0,3.5,1.7,5.8,13.1,0.0,11.6,23.63,1.466,0.009,162.88887079012548,9.500160800892186,30.0
14.0,10.0,8.0,12.2,2.7,1.6,5.3,16.5,0.0,5.6,16.25,1.572,0.009,174.66664725926145,4.525118802798224,118.0
0.0,11.7,8.4,12.0,3.5,1.8,5.6,16.2,7.5,0.0,3.29,1.516,0.016,94.74999407812535,24.95671742972665,14.0
0.0,12.2,8.0,11.5,3.5,1.8,5.8,17.4,0.0,6.2,19.42,1.606,0.011,145.99998672727395,31.23844135476671,0.0
0.0,13.1,8.2,11.2,3.0,2.1,8.5,17.2,0.8,0.0,6.96,1.774,0.021,84.47618645351493,31.15217063611697,0.0
228.0,12.8,8.0,9.7,4.2,1.9,5.4,12.9,14.1,0.0,5.6,1.664,0.034,48.9411750311419,18.059565071457595,0.0
345.0,13.9,8.2,10.7,3.8,1.5,10.4,17.6,0.0,13.4,29.96,1.676,0.013,128.92306700591791,17.30852096010818,228.0
52.0,15.3,8.4,10.8,4.5,1.4,8.2,19.3,0.0,4.7,19.61,1.608,0.006,267.9999553333408,17.265805267005558,345.0
566.0,16.8,8.3,10.0,4.0,1.3,5.4,18.5,0.0,10.9,24.38,1.685,0.011,153.18180425619963,15.192408217845855,52.0
347.0,18.5,8.5,10.2,3.6,1.6,4.0,20.8,0.0,12.8,29.53,1.568,0.034,46.11764570242219,6.889444107726362,566.0
705.0,21.3,8.6,10.2,3.0,1.4,5.8,24.7,0.0,10.8,27.56,1.711,0.015,114.06665906222274,6.387886895913852,347.0
433.0,23.4,8.9,11.0,2.4,1.9,7.6,23.4,0.0,7.5,20.53,1.423,0.031,45.903224325702446,5.867650545360627,705.0
610.0,23.8,8.7,9.3,2.3,2.3,7.3,25.3,0.0,8.1,24.9,1.365,0.038,35.92105168628812,14.329134383498385,433.0
830.0,24.6,8.9,8.1,1.7,3.2,8.3,26.2,0.0,8.7,24.37,1.339,0.038,35.236841177977865,19.425279527650574,610.0
1933.0,24.3,8.3,6.6,0.3,14.3,7.0,26.6,0.2,7.0,20.76,1.122,0.031,36.193547219562994,0.5726681054622931,461.0
3284.0,25.4,7.7,6.5,1.2,14.5,13.9,27.2,3.9,0.0,4.96,1.21,0.028,43.21428417091842,20.44336303615125,1933.0
43992.0,26.4,8.8,6.4,1.3,6.2,8.7,28.6,0.0,5.6,18.2,1.149,0.047,24.446807990493447,21.167924397513804,3284.0
38105.0,27.8,9.4,7.9,1.3,6.9,12.3,27.4,34.3,5.4,15.35,1.296,0.031,41.80645026430806,18.78930998378123,43992.0
29240.0,28.0,9.8,7.9,1.0,5.9,11.4,30.5,0.0,11.1,24.7,1.159,0.057,20.333332976608197,15.75477954636587,38105.0
38407.0,27.7,9.0,5.6,0.8,5.9,7.2,29.9,0.1,9.0,21.04,1.101,0.045,24.466666122962977,18.238927710098324,42552.0
22003.0,27.6,8.9,4.8,1.1,5.7,10.8,27.9,0.0,2.6,13.01,1.095,0.031,35.32257950572324,20.46905056639028,22472.0
28860.0,27.3,9.0,4.9,1.2,4.5,9.9,24.8,0.0,1.5,8.26,1.055,0.038,27.76315716412744,25.238422444183318,22385.0
12675.0,27.4,8.9,4.2,1.3,4.2,9.0,29.0,0.0,6.5,18.6,1.051,0.044,23.88636309349175,26.490407914096984,19328.0
11994.0,28.6,9.1,5.2,1.4,5.3,8.3,28.5,0.0,4.9,16.45,0.802,0.049,16.36734660474803,25.06297147290523,22266.0
17586.0,26.7,8.1,3.7,1.3,5.0,6.7,21.0,0.0,11.3,22.27,1.038,0.019,54.63157607202232,31.1756866276452,11994.0
10568.0,25.9,7.8,4.6,1.7,3.4,6.4,21.0,0.0,11.0,19.94,1.017,0.04,25.42499936437501,30.588397886301607,16302.0
12482.0,24.0,6.9,5.2,2.2,4.9,1.9,17.0,2.3,1.0,8.24,1.143,0.03,38.099998730000046,32.678181761632246,12039.0
5709.0,23.1,7.1,6.0,2.7,2.4,9.5,17.7,8.3,0.0,3.57,1.205,0.029,41.55172270511301,32.23566861273283,8977.0
597.0,22.0,7.0,6.0,2.8,2.4,8.4,13.9,0.4,0.7,6.66,1.212,0.027,44.88888722633751,32.44502857142857,2944.0
158.0,21.1,7.0,6.8,2.6,2.9,7.5,14.8,0.0,0.4,5.37,1.349,0.031,43.51612762851201,32.98646289566054,597.0
162.0,20.5,6.9,6.4,2.3,1.9,11.8,14.5,0.0,4.6,9.85,1.371,0.023,59.60869306049161,32.84242697047775,158.0
755.0,19.3,7.5,7.4,2.8,1.8,6.9,13.3,0.0,9.1,12.95,1.325,0.025,52.99999788000008,32.700616112269344,162.0
115.0,18.2,6.8,7.0,3.6,2.9,15.6,2.6,0.0,9.2,13.99,1.151,0.019,60.57894418005557,32.74776128788832,755.0
0.0,16.9,6.8,6.4,3.3,1.4,6.9,9.7,0.3,7.5,10.98,1.282,0.024,53.41666444097232,32.02515442157867,115.0
0.0,15.5,6.9,7.0,4.0,1.5,6.1,8.3,0.0,5.1,7.75,1.452,0.014,103.71427830612298,31.766362990642666,0.0
0.0,13.7,6.9,8.1,4.2,1.8,7.9,2.0,0.0,5.7,8.68,1.414,0.017,83.176465695502,31.50182008561485,0.0
0.0,12.3,6.9,8.2,3.8,1.7,5.6,2.7,0.1,6.8,10.22,1.478,0.014,105.57142103061278,31.561893362350386,0.0
0.0,9.0,7.1,9.0,2.6,3.5,4.2,2.0,1.8,1.2,4.69,1.4,0.015,93.33332711111152,29.780230592780395,130.0
0.0,7.8,6.9,9.3,2.7,2.6,4.2,1.1,0.0,7.8,11.61,1.379,0.012,114.91665709027858,29.23101889278122,0.0
0.0,7.3,6.8,9.5,3.0,2.6,4.9,2.8,0.0,3.0,7.09,1.435,0.018,79.72221779321013,29.01828916531458,0.0
0.0,6.4,6.8,10.2,3.5,1.6,4.2,-1.4,0.2,9.0,15.17,1.311,0.012,109.24999089583407,28.576923309361213,0.0
0.0,5.4,6.8,11.1,4.7,1.5,5.6,-2.6,0.0,5.1,10.56,1.313,0.007,187.571401775514,28.48575430050236,0.0
0.0,5.6,6.7,11.5,3.6,1.3,6.1,1.3,0.0,10.0,17.69,1.385,0.006,230.8332948611175,27.931652787834903,0.0
0.0,5.1,6.9,12.2,2.5,1.4,6.3,-0.7,0.0,10.3,19.21,1.491,0.034,43.85293988667824,27.99641317310338,0.0
0.0,5.3,7.1,12.0,3.1,2.0,6.8,3.4,0.9,0.8,6.16,1.439,0.015,95.93332693777822,27.557867836080444,0.0
0.0,6.2,7.0,12.3,3.8,1.4,2.4,8.2,0.0,10.8,17.64,1.297,0.006,216.16663063889487,27.687614167294647,0.0
0.0,7.1,7.4,12.3,3.8,1.1,4.9,3.8,0.0,11.1,21.51,1.309,0.011,118.99998918181916,27.700973633284956,0.0
36.0,10.3,7.1,11.8,2.3,1.5,2.1,16.6,0.0,8.3,19.25,1.288,0.016,80.49999496875031,25.8852998065764,0.0
0.0,8.4,7.0,11.6,3.8,2.1,2.7,8.1,0.0,8.8,21.06,1.453,0.011,132.09089708264574,27.017937595357047,36.0
0.0,10.3,7.2,11.9,3.0,1.4,1.8,15.6,0.0,10.4,23.97,1.257,0.01,125.69998743000124,27.0618213235517,0.0
54.0,11.0,8.1,11.5,2.3,1.8,6.8,5.1,6.2,0.9,9.1,1.254,0.008,156.74998040625246,27.09859547123623,0.0
0.0,12.6,8.2,11.2,3.0,1.4,3.3,21.5,0.0,8.1,23.31,1.246,0.01,124.59998754000124,27.443399174896857,54.0
0.0,12.7,8.0,11.1,3.0,1.4,3.2,15.3,0.0,12.7,28.33,1.321,0.01,132.0999867900013,26.182613908872906,0.0
0.0,14.4,8.0,10.6,3.0,2.0,2.6,14.7,0.0,10.6,26.59,1.21,0.011,109.99999000000092,15.03730353080116,0.0
0.0,14.7,7.9,10.3,3.7,2.1,3.2,17.7,0.0,13.0,28.78,1.389,0.01,138.8999861100014,15.13502727432694,0.0
72.0,15.3,8.3,10.1,3.5,1.7,3.3,18.8,0.0,4.3,15.54,1.291,0.016,80.68749495703156,14.614421008047438,0.0
56.0,17.0,8.2,10.0,5.7,1.2,3.2,19.7,0.0,1.0750000000000002,10.89,1.287,0.006,214.49996425000592,14.397518114715242,72.0
67.0,19.1,8.4,10.2,5.5,1.2,3.2,20.4,0.0,0.0,9.34,1.205,0.01,120.4999879500012,10.610274606602902,56.0
111.0,22.1,8.5,9.8,2.5,1.2,4.9,25.5,0.0,9.9,26.19,1.282,0.012,106.8333244305563,10.11275489906703,67.0
90.0,23.3,8.6,9.7,3.6,1.2,6.3,24.2,26.3,3.8,12.91,1.19,0.021,56.66666396825409,2.99013581784969,111.0
118.0,25.5,8.1,8.3,1.8,4.2,5.7,25.1,0.0,13.5,29.0,1.236,0.035,35.31428470530615,3.2162941954701374,90.0
759.0,25.1,7.9,7.0,2.2,1.9,4.7,29.1,0.0,11.7,28.75,1.079,0.01,107.89998921000108,10.427598411262732,118.0
569.0,26.0,8.0,5.6,3.3,1.7,6.8,30.0,0.0,8.6,24.07,0.94,0.017,55.294114394463854,17.100147179775767,759.0
9948.0,26.0,8.1,5.3,3.4,2.2,4.7,23.4,20.9,4.0,16.43,1.182,0.021,56.2857116054423,16.787353869598345,569.0
3096.0,24.7,7.9,5.1,2.4,5.4,7.6,28.4,0.0,9.1,23.59,1.135,0.031,36.6129020447451,21.480133715377267,9948.0
17585.0,26.9,7.8,4.5,2.9,3.3,3.8,30.9,0.0,8.375,20.76,1.137,0.042,27.07142792687076,3.997594199852896,3096.0
11129.0,26.9,8.5,5.6,1.1,4.2,20.0,28.4,11.4,6.2,20.96,1.262,0.036,35.055554581790155,19.103690207762924,17585.0
9922.0,27.6,8.1,4.9,1.2,3.7,15.8,24.3,2.3,0.3,7.51,1.307,0.02,65.34999673250016,5.908673002642814,11129.0
28737.0,28.3,8.0,3.8,1.3,3.9,9.1,29.2,0.0,8.6,22.31,1.065,0.027,39.44444298353915,18.52532755492844,11661.0
12484.0,28.9,7.9,3.7,2.3,4.9,10.1,30.3,0.0,8.6,22.17,1.265,0.026,48.65384428254445,18.768475882904468,22641.0
7885.0,28.9,8.1,3.7,1.6,5.7,7.4,26.8,7.4,5.6,16.24,1.297,0.022,58.95454277479351,23.873955338188267,8565.0
14821.0,27.9,8.2,3.4,2.0,4.3,4.3,22.2,0.0,0.1,7.38,1.216,0.024,50.66666455555564,23.946205737984616,6920.0
12733.0,27.8,8.5,5.1,2.0,5.1,6.6,25.3,0.0,2.4,13.39,1.182,0.021,56.2857116054423,24.79418497807881,14821.0
11498.0,26.2,7.7,5.5,2.0,4.7,4.3,21.2,0.0,2.1,12.18,1.193,0.017,70.17646646020786,27.80276651496345,12733.0
9946.0,25.7,7.5,6.2,2.7,3.4,4.8,19.9,0.0,4.7,13.08,1.18,0.02,58.99999705000015,30.823901906696168,8407.0
7472.0,22.8,7.3,6.4,2.0,2.6,11.7,11.5,0.0,9.7,15.82,1.207,0.015,80.46666130222259,5.309379515280391,10083.0
9342.0,21.2,7.1,7.0,2.4,3.1,22.1,9.5,0.0,9.9,16.69,1.067,0.014,76.21428027040855,34.2145735184726,7472.0
7664.0,19.5,7.4,8.1,2.0,3.5,21.0,7.0,0.0,9.7,14.94,1.312,0.017,77.17646604844317,34.081553577478665,9342.0
2473.0,18.7,7.5,8.6,2.1,3.0,28.1,8.9,0.0,9.6,14.54,1.287,0.015,85.79999428000038,33.17436067152055,7664.0
1108.0,17.4,7.5,8.0,2.8,1.7,13.3,5.6,0.0,8.3,11.08,1.25,0.012,104.16665798611184,33.4043790949261,2473.0
169.0,16.2,7.5,8.0,4.1,1.1,9.3,12.0,0.0,6.5,9.68,1.404,0.012,116.9999902500008,33.11549265801234,1108.0
110.0,15.1,7.7,9.0,3.6,1.2,9.8,7.9,0.0,8.6,11.82,1.485,0.016,92.81249419921912,32.56860590778098,169.0
175.0,13.4,7.5,8.8,3.6,1.3,9.0,4.9,0.0,8.6,11.61,1.234,0.013,94.92306962130236,33.05458954994781,110.0
55.0,12.1,7.7,9.5,3.6,1.2,9.1,1.8,0.0,1.6,6.82,1.462,0.018,81.2222177098768,32.100071970492095,175.0
0.0,8.8,7.5,9.8,2.4,1.5,3.7,-0.2,0.0,8.4,11.35,1.322,0.018,73.44444036419777,31.251245370923424,0.0
160.0,7.4,7.6,10.0,2.7,2.7,3.5,-1.5,1.3,3.7,6.5,1.425,0.015,94.9999936666671,31.17035935340424,0.0
0.0,7.5,7.2,9.2,2.5,1.6,2.9,-1.0,0.6,3.9,7.56,1.362,0.023,59.21738872967876,31.002376357056693,160.0
150.0,6.2,7.4,10.1,3.2,1.6,3.4,-3.5,0.0,4.6,9.93,1.492,0.015,99.466660035556,30.407531505703872,0.0
226.0,5.7,7.4,10.4,3.5,2.4,3.1,-1.9,2.4,7.1,11.79,1.377,0.008,172.1249784843777,30.933727211343687,150.0
0.0,5.2,7.5,11.2,3.1,1.8,2.2,-2.0,0.0,9.6,15.56,1.345,0.013,103.4615305029592,31.5279593639576,226.0
172.0,5.8,7.5,11.3,3.2,1.7,4.2,2.1,0.0,10.2,17.73,1.355,0.011,123.1818069834721,31.53953302670244,0.0
128.0,6.1,7.5,11.4,3.7,1.4,4.3,3.0,0.0,6.6,14.71,1.393,0.009,154.77776058024884,31.322441560098223,172.0
16.0,8.8,8.2,13.3,2.9,1.7,4.5,-0.5,0.0,8.0,13.14,1.121,0.016,70.06249562109403,15.567205580631924,0.0
0.0,8.8,8.2,13.3,2.9,1.7,4.5,23.3,0.0,12.5,28.27,2.502,0.004,625.4998436250389,7.753433201537006,0.0
186.0,8.8,8.2,13.3,2.9,1.7,4.5,-0.6,0.0,4.8,7.72,2.389,0.007,341.2856655306192,32.24918958485831,100.0
0.0,8.8,8.2,13.3,2.9,1.7,4.5,3.0,0.0,10.6,19.68,2.078,0.006,346.33327561112065,30.92682429677945,0.0
8258.0,24.6,8.3,5.5,1.8,7.9,7.2,26.2,0.0,5.0,13.15,1.799,0.026,69.19230503106519,17.881725417439704,5008.0
1374.0,22.8,7.8,5.5,1.9,3.9,11.5,22.1,0.0,8.7,19.62,1.674,0.012,139.49998837500095,30.775921932677896,2614.0
0.0,17.4,8.3,10.4,2.8,2.3,4.8,22.6,0.0,12.3,29.88,3.221,0.024,134.2083277413197,11.101007663922797,0.0
7716.0,25.5,8.2,4.1,1.8,3.6,5.2,30.8,0.0,7.1,20.51,2.617,0.012,218.08331515972372,15.690169380156238,974.0
0.0,12.9,8.0,10.2,3.4,2.7,4.3,23.4,0.0,12.5,29.65,2.015,0.011,183.1818015289272,16.312934315745366,0.0
2376.0,22.0,9.4,8.3,0.6,29.8,7.1,29.1,0.0,11.3,26.25,2.278,0.013,175.23075575148033,7.95087557163116,190.0
0.0,10.0,7.8,11.6,4.5,2.6,1.8,11.6,0.0,12.2,25.14,2.203,0.015,146.8666568755562,28.020581349980493,0.0
0.0,5.4,7.4,11.6,5.0,1.3,3.0,-1.7,0.0,9.4,14.7,2.47,0.014,176.42855882653154,30.855944501018328,36.0
0.0,11.7,8.1,10.8,4.6,1.3,2.8,13.9,0.0,10.9,25.19,2.97,0.012,247.49997937500171,18.634912309457462,0.0
0.0,17.4,8.5,9.6,3.1,1.6,6.1,17.3,0.0,1.6,8.0,2.692,0.008,336.4999579375053,12.40209145581109,0.0
248.0,17.9,8.0,9.2,3.5,1.4,8.4,9.6,0.0,6.5,10.89,2.764,0.011,251.27270442975416,30.90194996792816,516.0
49.0,13.2,8.0,9.7,4.7,1.8,14.1,17.6,0.0,13.4,29.96,2.156,0.009,239.55552893827465,17.30852096010818,305.0
909.0,23.9,8.6,6.3,0.2,16.7,5.9,26.6,0.2,7.0,20.76,2.274,0.018,126.33332631481522,0.5726681054622931,803.0
28667.0,27.1,9.0,6.1,1.0,9.7,12.9,29.0,0.0,6.5,18.6,1.402,0.015,93.46666043555597,26.490407914096984,37106.0
2404.0,23.0,7.0,6.3,1.7,4.7,22.9,17.7,8.3,0.0,3.57,1.9,0.008,237.4999703125037,32.23566861273283,8332.0
837.0,20.3,7.2,8.0,2.0,2.7,22.2,14.5,0.0,4.6,9.85,2.708,0.01,270.79997292000274,32.84242697047775,1152.0
0.0,14.8,7.1,8.6,3.0,1.9,9.7,8.3,0.0,5.1,7.75,2.534,0.009,281.5555242716084,31.766362990642666,257.0
