"盒幅锅龋","螟沥家疙","斥/岿/老","雀瞒","版档","困档","盲荐矫阿","TN(Х/L)","TP(Х/L)"
"3008B30","措没达5(措没龋)","2017/01/04","1雀瞒 窍摸何","127∑33'9.3""","36∑25'59.2""","11:50","2.396","0.007"
"3008B20","措没达6","2017/01/04","1雀瞒 窍摸何","127∑33'25.1""","36∑23'18.6""","11:30","2.332","0.007"
"3008B40","措没达1","2017/01/09","2雀瞒 惑摸何","127∑29'44""","36∑22'16""","11:00","1.349","0.010"
"3008B40","措没达1","2017/01/09","2雀瞒 吝摸何","127∑29'44""","36∑22'16""","11:05","1.403","0.020"
"3008B40","措没达1","2017/01/09","2雀瞒 窍摸何","127∑29'44""","36∑22'16""","11:10","1.396","0.011"
"3008B40","措没达1","2017/01/16","3雀瞒 惑摸何","127∑29'44""","36∑22'16""","14:20","1.331","0.003"
"3008B40","措没达1","2017/01/16","3雀瞒 吝摸何","127∑29'44""","36∑22'16""","14:25","1.339","0.002"
"3008B40","措没达1","2017/01/16","3雀瞒 窍摸何","127∑29'44""","36∑22'16""","14:30","1.360","0.006"
"3008B40","措没达1","2017/01/23","4雀瞒 惑摸何","127∑29'44""","36∑22'16""","14:25","1.361","0.009"
"3008B40","措没达1","2017/01/23","4雀瞒 吝摸何","127∑29'44""","36∑22'16""","14:30","1.328","0.007"
"3008B40","措没达1","2017/01/23","4雀瞒 窍摸何","127∑29'44""","36∑22'16""","14:35","1.335","0.003"
"3008B40","措没达1","2017/01/31","1雀瞒 惑摸何","127∑29'44""","36∑22'16""","14:10","1.259","0.011"
"3008B40","措没达1","2017/01/31","1雀瞒 吝摸何","127∑29'44""","36∑22'16""","14:15","1.270","0.009"
"3008B40","措没达1","2017/01/31","1雀瞒 窍摸何","127∑29'44""","36∑22'16""","14:20","1.261","0.010"
"3008B40","措没达1","2017/02/06","2雀瞒 惑摸何","127∑29'44""","36∑22'16""","14:35","1.484","0.016"
"3008B40","措没达1","2017/02/06","2雀瞒 吝摸何","127∑29'44""","36∑22'16""","14:40","1.413","0.011"
"3008B40","措没达1","2017/02/06","2雀瞒 窍摸何","127∑29'44""","36∑22'16""","14:45","1.415","0.012"
"3008B60","措没达2","2017/02/07","1雀瞒 惑摸何","127∑29'5.4""","36∑28'37""","12:00","2.225","0.009"
"3008B50","措没达3","2017/02/07","1雀瞒 惑摸何","127∑30'23.8""","36∑30'43.2""","12:20","2.190","0.009"
"3008B10","措没达4","2017/02/07","1雀瞒 惑摸何","127∑38'8.4""","36∑22'18.5""","00:00","",""
"3008B30","措没达5(措没龋)","2017/02/07","1雀瞒 惑摸何","127∑33'9.3""","36∑25'59.2""","11:30","1.989","0.007"
"3008B20","措没达6","2017/02/07","1雀瞒 惑摸何","127∑33'25.1""","36∑23'18.6""","11:00","2.145","0.014"
"3008B60","措没达2","2017/02/07","1雀瞒 吝摸何","127∑29'5.4""","36∑28'37""","12:00","2.267","0.008"
"3008B50","措没达3","2017/02/07","1雀瞒 吝摸何","127∑30'23.8""","36∑30'43.2""","12:20","2.084","0.006"
"3008B10","措没达4","2017/02/07","1雀瞒 吝摸何","127∑38'8.4""","36∑22'18.5""","00:00","",""
"3008B30","措没达5(措没龋)","2017/02/07","1雀瞒 吝摸何","127∑33'9.3""","36∑25'59.2""","11:30","2.218","0.008"
"3008B20","措没达6","2017/02/07","1雀瞒 吝摸何","127∑33'25.1""","36∑23'18.6""","11:00","2.433","0.010"
"3008B60","措没达2","2017/02/07","1雀瞒 窍摸何","127∑29'5.4""","36∑28'37""","12:00","2.247","0.007"
"3008B50","措没达3","2017/02/07","1雀瞒 窍摸何","127∑30'23.8""","36∑30'43.2""","12:20","1.985","0.008"
"3008B10","措没达4","2017/02/07","1雀瞒 窍摸何","127∑38'8.4""","36∑22'18.5""","00:00","",""
"3008B30","措没达5(措没龋)","2017/02/07","1雀瞒 窍摸何","127∑33'9.3""","36∑25'59.2""","11:30","2.160","0.008"
"3008B20","措没达6","2017/02/07","1雀瞒 窍摸何","127∑33'25.1""","36∑23'18.6""","11:00","2.427","0.007"
"3008B40","措没达1","2017/02/13","3雀瞒 惑摸何","127∑29'44""","36∑22'16""","14:50","1.319","0.010"
"3008B40","措没达1","2017/02/13","3雀瞒 吝摸何","127∑29'44""","36∑22'16""","14:55","1.310","0.009"
"3008B40","措没达1","2017/02/13","3雀瞒 窍摸何","127∑29'44""","36∑22'16""","15:00","1.315","0.017"
"3008B40","措没达1","2017/02/20","4雀瞒 惑摸何","127∑29'44""","36∑22'16""","14:10","1.404","0.003"
"3008B40","措没达1","2017/02/20","4雀瞒 吝摸何","127∑29'44""","36∑22'16""","14:15","1.383","0.011"
"3008B40","措没达1","2017/02/20","4雀瞒 窍摸何","127∑29'44""","36∑22'16""","14:20","1.434","0.016"
"3008B40","措没达1","2017/02/27","1雀瞒 惑摸何","127∑29'44""","36∑22'16""","14:05","1.419","0.004"
"3008B40","措没达1","2017/02/27","1雀瞒 吝摸何","127∑29'44""","36∑22'16""","14:10","1.414","0.007"
"3008B40","措没达1","2017/02/27","1雀瞒 窍摸何","127∑29'44""","36∑22'16""","14:15","1.409","0.005"
"3008B60","措没达2","2017/03/03","1雀瞒 惑摸何","127∑29'5.4""","36∑28'37""","12:35","2.250","0.006"
"3008B50","措没达3","2017/03/03","1雀瞒 惑摸何","127∑30'23.8""","36∑30'43.2""","12:55","2.096","0.009"
"3008B10","措没达4","2017/03/03","1雀瞒 惑摸何","127∑38'8.4""","36∑22'18.5""","11:25","3.147","0.012"
"3008B30","措没达5(措没龋)","2017/03/03","1雀瞒 惑摸何","127∑33'9.3""","36∑25'59.2""","12:05","2.383","0.013"
"3008B20","措没达6","2017/03/03","1雀瞒 惑摸何","127∑33'25.1""","36∑23'18.6""","11:45","2.664","0.013"
"3008B60","措没达2","2017/03/03","1雀瞒 吝摸何","127∑29'5.4""","36∑28'37""","12:35","2.315","0.006"
"3008B50","措没达3","2017/03/03","1雀瞒 吝摸何","127∑30'23.8""","36∑30'43.2""","12:55","2.290","0.011"
"3008B10","措没达4","2017/03/03","1雀瞒 吝摸何","127∑38'8.4""","36∑22'18.5""","11:25","3.245","0.009"
"3008B30","措没达5(措没龋)","2017/03/03","1雀瞒 吝摸何","127∑33'9.3""","36∑25'59.2""","12:05","2.191","0.011"
"3008B20","措没达6","2017/03/03","1雀瞒 吝摸何","127∑33'25.1""","36∑23'18.6""","11:45","2.715","0.010"
"3008B60","措没达2","2017/03/03","1雀瞒 窍摸何","127∑29'5.4""","36∑28'37""","12:35","2.073","0.009"
"3008B50","措没达3","2017/03/03","1雀瞒 窍摸何","127∑30'23.8""","36∑30'43.2""","12:55","2.131","0.009"
"3008B10","措没达4","2017/03/03","1雀瞒 窍摸何","127∑38'8.4""","36∑22'18.5""","11:25","3.609","0.009"
"3008B30","措没达5(措没龋)","2017/03/03","1雀瞒 窍摸何","127∑33'9.3""","36∑25'59.2""","12:05","2.540","0.014"
"3008B20","措没达6","2017/03/03","1雀瞒 窍摸何","127∑33'25.1""","36∑23'18.6""","11:45","2.757","0.012"
"3008B40","措没达1","2017/03/06","2雀瞒 惑摸何","127∑29'44""","36∑22'16""","13:30","1.335","0.005"
"3008B40","措没达1","2017/03/06","2雀瞒 吝摸何","127∑29'44""","36∑22'16""","13:35","1.358","0.002"
"3008B40","措没达1","2017/03/06","2雀瞒 窍摸何","127∑29'44""","36∑22'16""","13:40","1.294","0.003"
"3008B40","措没达1","2017/03/13","3雀瞒 惑摸何","127∑29'44""","36∑22'16""","13:45","1.247","0.007"
"3008B40","措没达1","2017/03/13","3雀瞒 吝摸何","127∑29'44""","36∑22'16""","13:50","1.268","0.007"
"3008B40","措没达1","2017/03/13","3雀瞒 窍摸何","127∑29'44""","36∑22'16""","13:55","1.267","0.008"
"3008B40","措没达1","2017/03/20","4雀瞒 惑摸何","127∑29'44""","36∑22'16""","14:05","1.963","0.005"
"3008B40","措没达1","2017/03/20","4雀瞒 吝摸何","127∑29'44""","36∑22'16""","14:10","1.350","0.008"
"3008B40","措没达1","2017/03/20","4雀瞒 窍摸何","127∑29'44""","36∑22'16""","14:15","1.950","0.005"
"3008B40","措没达1","2017/03/27","5雀瞒 惑摸何","127∑29'44""","36∑22'16""","13:20","1.302","0.013"
"3008B40","措没达1","2017/03/27","5雀瞒 吝摸何","127∑29'44""","36∑22'16""","13:25","1.245","0.008"
"3008B40","措没达1","2017/03/27","5雀瞒 窍摸何","127∑29'44""","36∑22'16""","13:30","1.274","0.008"
"3008B40","措没达1","2017/04/03","1雀瞒 惑摸何","127∑29'44""","36∑22'16""","13:55","1.255","0.006"
"3008B40","措没达1","2017/04/03","1雀瞒 吝摸何","127∑29'44""","36∑22'16""","14:00","1.490","0.005"
"3008B40","措没达1","2017/04/03","1雀瞒 窍摸何","127∑29'44""","36∑22'16""","14:05","1.341","0.006"
"3008B60","措没达2","2017/04/05","1雀瞒 惑摸何","127∑29'5.4""","36∑28'37""","12:45","2.571","0.011"
"3008B50","措没达3","2017/04/05","1雀瞒 惑摸何","127∑30'23.8""","36∑30'43.2""","12:35","2.238","0.017"
"3008B10","措没达4","2017/04/05","1雀瞒 惑摸何","127∑38'8.4""","36∑22'18.5""","11:05","3.005","0.023"
"3008B30","措没达5(措没龋)","2017/04/05","1雀瞒 惑摸何","127∑33'9.3""","36∑25'59.2""","11:55","2.165","0.016"
"3008B20","措没达6","2017/04/05","1雀瞒 惑摸何","127∑33'25.1""","36∑23'18.6""","11:30","2.742","0.020"
"3008B60","措没达2","2017/04/05","1雀瞒 吝摸何","127∑29'5.4""","36∑28'37""","12:45","2.403","0.015"
"3008B50","措没达3","2017/04/05","1雀瞒 吝摸何","127∑30'23.8""","36∑30'43.2""","12:35","2.389","0.020"
"3008B10","措没达4","2017/04/05","1雀瞒 吝摸何","127∑38'8.4""","36∑22'18.5""","11:05","2.791","0.017"
"3008B30","措没达5(措没龋)","2017/04/05","1雀瞒 吝摸何","127∑33'9.3""","36∑25'59.2""","11:55","2.457","0.024"
"3008B20","措没达6","2017/04/05","1雀瞒 吝摸何","127∑33'25.1""","36∑23'18.6""","11:30","2.717","0.017"
"3008B60","措没达2","2017/04/05","1雀瞒 窍摸何","127∑29'5.4""","36∑28'37""","12:45","2.284","0.018"
"3008B50","措没达3","2017/04/05","1雀瞒 窍摸何","127∑30'23.8""","36∑30'43.2""","12:35","2.078","0.014"
"3008B10","措没达4","2017/04/05","1雀瞒 窍摸何","127∑38'8.4""","36∑22'18.5""","11:05","3.303","0.014"
"3008B30","措没达5(措没龋)","2017/04/05","1雀瞒 窍摸何","127∑33'9.3""","36∑25'59.2""","11:55","3.057","0.013"
"3008B20","措没达6","2017/04/05","1雀瞒 窍摸何","127∑33'25.1""","36∑23'18.6""","11:30","3.206","0.013"
"3008B40","措没达1","2017/04/10","2雀瞒 惑摸何","127∑29'44""","36∑22'16""","13:50","1.336","0.006"
"3008B40","措没达1","2017/04/10","2雀瞒 吝摸何","127∑29'44""","36∑22'16""","13:55","1.338","0.008"
"3008B40","措没达1","2017/04/10","2雀瞒 窍摸何","127∑29'44""","36∑22'16""","14:00","1.331","0.011"
"3008B40","措没达1","2017/04/17","3雀瞒 惑摸何","127∑29'44""","36∑22'16""","14:25","1.312","0.008"
"3008B40","措没达1","2017/04/17","3雀瞒 吝摸何","127∑29'44""","36∑22'16""","14:30","1.251","0.010"
"3008B40","措没达1","2017/04/17","3雀瞒 窍摸何","127∑29'44""","36∑22'16""","14:35","1.347","0.004"
"3008B40","措没达1","2017/04/24","4雀瞒 惑摸何","127∑29'44""","36∑22'16""","13:55","1.245","0.009"
"3008B40","措没达1","2017/04/24","4雀瞒 吝摸何","127∑29'44""","36∑22'16""","14:00","1.211","0.005"
"3008B40","措没达1","2017/04/24","4雀瞒 窍摸何","127∑29'44""","36∑22'16""","14:05","1.310","0.026"
"3008B40","措没达1","2017/05/08","1雀瞒 惑摸何","127∑29'44""","36∑22'16""","13:45","1.279","0.007"
"3008B40","措没达1","2017/05/08","1雀瞒 吝摸何","127∑29'44""","36∑22'16""","13:50","1.462","0.009"
"3008B40","措没达1","2017/05/08","1雀瞒 窍摸何","127∑29'44""","36∑22'16""","13:55","1.434","0.005"
"3008B60","措没达2","2017/05/11","1雀瞒 惑摸何","127∑29'5.4""","36∑28'37""","12:20","2.834","0.013"
"3008B50","措没达3","2017/05/11","1雀瞒 惑摸何","127∑30'23.8""","36∑30'43.2""","12:40","2.391","0.012"
"3008B10","措没达4","2017/05/11","1雀瞒 惑摸何","127∑38'8.4""","36∑22'18.5""","10:50","2.288","0.028"
"3008B30","措没达5(措没龋)","2017/05/11","1雀瞒 惑摸何","127∑33'9.3""","36∑25'59.2""","11:35","3.087","0.012"
"3008B20","措没达6","2017/05/11","1雀瞒 惑摸何","127∑33'25.1""","36∑23'18.6""","11:15","2.495","0.012"
"3008B60","措没达2","2017/05/11","1雀瞒 吝摸何","127∑29'5.4""","36∑28'37""","12:20","2.347","0.007"
"3008B50","措没达3","2017/05/11","1雀瞒 吝摸何","127∑30'23.8""","36∑30'43.2""","12:40","2.334","0.019"
"3008B10","措没达4","2017/05/11","1雀瞒 吝摸何","127∑38'8.4""","36∑22'18.5""","10:50","2.652","0.021"
"3008B30","措没达5(措没龋)","2017/05/11","1雀瞒 吝摸何","127∑33'9.3""","36∑25'59.2""","11:35","3.028","0.007"
"3008B20","措没达6","2017/05/11","1雀瞒 吝摸何","127∑33'25.1""","36∑23'18.6""","11:15","3.254","0.012"
"3008B60","措没达2","2017/05/11","1雀瞒 窍摸何","127∑29'5.4""","36∑28'37""","12:20","2.340","0.012"
"3008B50","措没达3","2017/05/11","1雀瞒 窍摸何","127∑30'23.8""","36∑30'43.2""","12:40","2.434","0.016"
"3008B10","措没达4","2017/05/11","1雀瞒 窍摸何","127∑38'8.4""","36∑22'18.5""","10:50","3.157","0.025"
"3008B30","措没达5(措没龋)","2017/05/11","1雀瞒 窍摸何","127∑33'9.3""","36∑25'59.2""","11:35","2.910","0.014"
"3008B20","措没达6","2017/05/11","1雀瞒 窍摸何","127∑33'25.1""","36∑23'18.6""","11:15","2.973","0.017"
"3008B40","措没达1","2017/05/15","2雀瞒 惑摸何","127∑29'44""","36∑22'16""","14:10","1.370","0.013"
"3008B40","措没达1","2017/05/15","2雀瞒 吝摸何","127∑29'44""","36∑22'16""","14:15","1.344","0.011"
"3008B40","措没达1","2017/05/15","2雀瞒 窍摸何","127∑29'44""","36∑22'16""","14:20","1.439","0.008"
"3008B40","措没达1","2017/05/22","3雀瞒 惑摸何","127∑29'44""","36∑22'16""","14:15","1.296","0.013"
"3008B40","措没达1","2017/05/22","3雀瞒 吝摸何","127∑29'44""","36∑22'16""","14:20","1.162","0.032"
"3008B40","措没达1","2017/05/22","3雀瞒 窍摸何","127∑29'44""","36∑22'16""","14:25","1.297","0.014"
"3008B40","措没达1","2017/05/29","4雀瞒 惑摸何","127∑29'44""","36∑22'16""","13:30","1.239","0.010"
"3008B40","措没达1","2017/05/29","4雀瞒 吝摸何","127∑29'44""","36∑22'16""","13:35","1.288","0.006"
"3008B40","措没达1","2017/05/29","4雀瞒 窍摸何","127∑29'44""","36∑22'16""","13:40","1.403","0.009"
"3008B40","措没达1","2017/06/05","1雀瞒 惑摸何","127∑29'44""","36∑22'16""","13:55","1.309","0.009"
"3008B60","措没达2","2017/06/05","1雀瞒 惑摸何","127∑29'5.4""","36∑28'37""","12:05","3.221","0.024"
"3008B50","措没达3","2017/06/05","1雀瞒 惑摸何","127∑30'23.8""","36∑30'43.2""","12:20","3.188","0.009"
"3008B10","措没达4","2017/06/05","1雀瞒 惑摸何","127∑38'8.4""","36∑22'18.5""","10:40","2.935","0.023"
"3008B30","措没达5(措没龋)","2017/06/05","1雀瞒 惑摸何","127∑33'9.3""","36∑25'59.2""","11:25","3.755","0.032"
"3008B20","措没达6","2017/06/05","1雀瞒 惑摸何","127∑33'25.1""","36∑23'18.6""","11:05","2.139","0.005"
"3008B40","措没达1","2017/06/05","1雀瞒 吝摸何","127∑29'44""","36∑22'16""","14:00","1.330","0.011"
"3008B60","措没达2","2017/06/05","1雀瞒 吝摸何","127∑29'5.4""","36∑28'37""","12:05","3.519","0.015"
"3008B50","措没达3","2017/06/05","1雀瞒 吝摸何","127∑30'23.8""","36∑30'43.2""","12:20","3.343","0.014"
"3008B10","措没达4","2017/06/05","1雀瞒 吝摸何","127∑38'8.4""","36∑22'18.5""","10:40","2.807","0.015"
"3008B30","措没达5(措没龋)","2017/06/05","1雀瞒 吝摸何","127∑33'9.3""","36∑25'59.2""","11:25","2.385","0.010"
"3008B20","措没达6","2017/06/05","1雀瞒 吝摸何","127∑33'25.1""","36∑23'18.6""","11:05","2.196","0.023"
"3008B40","措没达1","2017/06/05","1雀瞒 窍摸何","127∑29'44""","36∑22'16""","14:05","1.370","0.006"
"3008B60","措没达2","2017/06/05","1雀瞒 窍摸何","127∑29'5.4""","36∑28'37""","12:05","3.543","0.002"
"3008B50","措没达3","2017/06/05","1雀瞒 窍摸何","127∑30'23.8""","36∑30'43.2""","12:20","3.381","0.017"
"3008B10","措没达4","2017/06/05","1雀瞒 窍摸何","127∑38'8.4""","36∑22'18.5""","10:40","3.272","0.034"
"3008B30","措没达5(措没龋)","2017/06/05","1雀瞒 窍摸何","127∑33'9.3""","36∑25'59.2""","11:25","2.661","0.016"
"3008B20","措没达6","2017/06/05","1雀瞒 窍摸何","127∑33'25.1""","36∑23'18.6""","11:05","2.869","0.009"
"3008B40","措没达1","2017/06/12","2雀瞒 惑摸何","127∑29'44""","36∑22'16""","14:25","1.204","0.008"
"3008B40","措没达1","2017/06/12","2雀瞒 吝摸何","127∑29'44""","36∑22'16""","14:30","1.218","0.014"
"3008B40","措没达1","2017/06/12","2雀瞒 窍摸何","127∑29'44""","36∑22'16""","14:35","1.293","0.008"
"3008B40","措没达1","2017/06/19","3雀瞒 惑摸何","127∑29'44""","36∑22'16""","13:55","1.217","0.007"
"3008B40","措没达1","2017/06/19","3雀瞒 吝摸何","127∑29'44""","36∑22'16""","14:00","1.213","0.017"
"3008B40","措没达1","2017/06/19","3雀瞒 窍摸何","127∑29'44""","36∑22'16""","14:05","1.361","0.018"
"3008B40","措没达1","2017/06/26","4雀瞒 惑摸何","127∑29'44""","36∑22'16""","13:40","1.233","0.015"
"3008B40","措没达1","2017/06/26","4雀瞒 吝摸何","127∑29'44""","36∑22'16""","13:45","1.041","0.021"
"3008B40","措没达1","2017/06/26","4雀瞒 窍摸何","127∑29'44""","36∑22'16""","13:50","1.332","0.003"
"3008B40","措没达1","2017/07/03","1雀瞒 惑摸何","127∑29'44""","36∑22'16""","14:00","1.050","0.008"
"3008B40","措没达1","2017/07/03","1雀瞒 吝摸何","127∑29'44""","36∑22'16""","14:05","1.065","0.010"
"3008B40","措没达1","2017/07/03","1雀瞒 窍摸何","127∑29'44""","36∑22'16""","14:10","1.214","0.009"
"3008B40","措没达1","2017/07/10","2雀瞒 惑摸何","127∑29'44""","36∑22'16""","14:25","1.127","0.012"
"3008B40","措没达1","2017/07/10","2雀瞒 吝摸何","127∑29'44""","36∑22'16""","14:30","1.151","0.018"
"3008B40","措没达1","2017/07/10","2雀瞒 窍摸何","127∑29'44""","36∑22'16""","14:35","1.184","0.022"
"3008B60","措没达2","2017/07/13","1雀瞒 惑摸何","127∑29'5.4""","36∑28'37""","12:15","1.843","0.000"
"3008B50","措没达3","2017/07/13","1雀瞒 惑摸何","127∑30'23.8""","36∑30'43.2""","12:35","1.870","0.017"
"3008B10","措没达4","2017/07/13","1雀瞒 惑摸何","127∑38'8.4""","36∑22'18.5""","11:00","3.149","0.059"
"3008B30","措没达5(措没龋)","2017/07/13","1雀瞒 惑摸何","127∑33'9.3""","36∑25'59.2""","11:45","1.646","0.022"
"3008B20","措没达6","2017/07/13","1雀瞒 惑摸何","127∑33'25.1""","36∑23'18.6""","11:25","2.048","0.059"
"3008B60","措没达2","2017/07/13","1雀瞒 吝摸何","127∑29'5.4""","36∑28'37""","12:15","2.168","0.009"
"3008B50","措没达3","2017/07/13","1雀瞒 吝摸何","127∑30'23.8""","36∑30'43.2""","12:35","1.705","0.011"
"3008B10","措没达4","2017/07/13","1雀瞒 吝摸何","127∑38'8.4""","36∑22'18.5""","11:00","3.065","0.062"
"3008B30","措没达5(措没龋)","2017/07/13","1雀瞒 吝摸何","127∑33'9.3""","36∑25'59.2""","11:45","2.963","0.058"
"3008B20","措没达6","2017/07/13","1雀瞒 吝摸何","127∑33'25.1""","36∑23'18.6""","11:25","2.950","0.118"
"3008B60","措没达2","2017/07/13","1雀瞒 窍摸何","127∑29'5.4""","36∑28'37""","12:15","2.068","0.005"
"3008B50","措没达3","2017/07/13","1雀瞒 窍摸何","127∑30'23.8""","36∑30'43.2""","12:35","2.048","0.038"
"3008B10","措没达4","2017/07/13","1雀瞒 窍摸何","127∑38'8.4""","36∑22'18.5""","11:00","3.632","0.078"
"3008B30","措没达5(措没龋)","2017/07/13","1雀瞒 窍摸何","127∑33'9.3""","36∑25'59.2""","11:45","2.454","0.009"
"3008B20","措没达6","2017/07/13","1雀瞒 窍摸何","127∑33'25.1""","36∑23'18.6""","11:25","2.398","0.027"
"3008B40","措没达1","2017/07/17","3雀瞒 惑摸何","127∑29'44""","36∑22'16""","14:15","1.027","0.023"
"3008B40","措没达1","2017/07/17","3雀瞒 吝摸何","127∑29'44""","36∑22'16""","14:20","1.088","0.003"
"3008B40","措没达1","2017/07/17","3雀瞒 窍摸何","127∑29'44""","36∑22'16""","14:25","1.158","0.007"
"3008B40","措没达1","2017/07/24","4雀瞒 惑摸何","127∑29'44""","36∑22'16""","13:50","1.083","0.013"
"3008B40","措没达1","2017/07/24","4雀瞒 吝摸何","127∑29'44""","36∑22'16""","13:55","1.037","0.009"
"3008B40","措没达1","2017/07/24","4雀瞒 窍摸何","127∑29'44""","36∑22'16""","14:00","1.113","0.007"
"3008B40","措没达1","2017/07/31","5雀瞒 惑摸何","127∑29'44""","36∑22'16""","14:10","1.190","0.021"
"3008B40","措没达1","2017/07/31","5雀瞒 吝摸何","127∑29'44""","36∑22'16""","14:15","1.666","0.011"
"3008B40","措没达1","2017/07/31","5雀瞒 窍摸何","127∑29'44""","36∑22'16""","14:20","1.362","0.015"
"3008B60","措没达2","2017/08/02","1雀瞒 惑摸何","127∑29'5.4""","36∑28'37""","12:10","1.775","0.018"
"3008B50","措没达3","2017/08/02","1雀瞒 惑摸何","127∑30'23.8""","36∑30'43.2""","12:30","1.771","0.023"
"3008B10","措没达4","2017/08/02","1雀瞒 惑摸何","127∑38'8.4""","36∑22'18.5""","10:55","2.205","0.038"
"3008B30","措没达5(措没龋)","2017/08/02","1雀瞒 惑摸何","127∑33'9.3""","36∑25'59.2""","11:40","2.390","0.062"
"3008B20","措没达6","2017/08/02","1雀瞒 惑摸何","127∑33'25.1""","36∑23'18.6""","11:20","2.690","0.060"
"3008B60","措没达2","2017/08/02","1雀瞒 吝摸何","127∑29'5.4""","36∑28'37""","12:10","2.177","0.014"
"3008B50","措没达3","2017/08/02","1雀瞒 吝摸何","127∑30'23.8""","36∑30'43.2""","12:30","1.713","0.025"
"3008B10","措没达4","2017/08/02","1雀瞒 吝摸何","127∑38'8.4""","36∑22'18.5""","10:55","2.341","0.060"
"3008B30","措没达5(措没龋)","2017/08/02","1雀瞒 吝摸何","127∑33'9.3""","36∑25'59.2""","11:40","2.876","0.047"
"3008B20","措没达6","2017/08/02","1雀瞒 吝摸何","127∑33'25.1""","36∑23'18.6""","11:20","2.718","0.058"
"3008B60","措没达2","2017/08/02","1雀瞒 窍摸何","127∑29'5.4""","36∑28'37""","12:10","2.059","0.014"
"3008B50","措没达3","2017/08/02","1雀瞒 窍摸何","127∑30'23.8""","36∑30'43.2""","12:30","1.925","0.022"
"3008B10","措没达4","2017/08/02","1雀瞒 窍摸何","127∑38'8.4""","36∑22'18.5""","10:55","2.652","0.078"
"3008B30","措没达5(措没龋)","2017/08/02","1雀瞒 窍摸何","127∑33'9.3""","36∑25'59.2""","11:40","2.629","0.012"
"3008B20","措没达6","2017/08/02","1雀瞒 窍摸何","127∑33'25.1""","36∑23'18.6""","11:20","2.241","0.041"
"3008B40","措没达1","2017/08/07","1雀瞒 惑摸何","127∑29'44""","36∑22'16""","13:40","1.062","0.020"
"3008B40","措没达1","2017/08/07","1雀瞒 吝摸何","127∑29'44""","36∑22'16""","13:45","1.130","0.011"
"3008B40","措没达1","2017/08/07","1雀瞒 窍摸何","127∑29'44""","36∑22'16""","13:50","1.288","0.007"
"3008B40","措没达1","2017/08/14","2雀瞒 惑摸何","127∑29'44""","36∑22'16""","13:45","1.122","0.021"
"3008B40","措没达1","2017/08/14","2雀瞒 吝摸何","127∑29'44""","36∑22'16""","13:50","1.692","0.009"
"3008B40","措没达1","2017/08/14","2雀瞒 窍摸何","127∑29'44""","36∑22'16""","13:55","1.150","0.009"
"3008B40","措没达1","2017/08/21","3雀瞒 惑摸何","127∑29'44""","36∑22'16""","14:40","1.064","0.027"
"3008B40","措没达1","2017/08/21","3雀瞒 吝摸何","127∑29'44""","36∑22'16""","14:45","1.136","0.015"
"3008B40","措没达1","2017/08/21","3雀瞒 窍摸何","127∑29'44""","36∑22'16""","14:50","1.388","0.019"
"3008B40","措没达1","2017/08/28","4雀瞒 惑摸何","127∑29'44""","36∑22'16""","14:15","1.381","0.032"
"3008B40","措没达1","2017/08/28","4雀瞒 吝摸何","127∑29'44""","36∑22'16""","14:20","1.426","0.029"
