"盒幅锅龋","螟沥家疙","斥/岿/老","雀瞒","版档","困档","盲荐矫阿","TN(Х/L)","TP(Х/L)"
"3008B40","措没达1","2019/01/07","1雀瞒 惑摸何","127∑29'44""","36∑22'16""","15:00","1.409","0.009"
"3008B40","措没达1","2019/01/07","1雀瞒 吝摸何","127∑29'44""","36∑22'16""","15:05","1.402","0.009"
"3008B40","措没达1","2019/01/07","1雀瞒 窍摸何","127∑29'44""","36∑22'16""","15:10","1.371","0.009"
"3008B40","措没达1","2019/01/14","2雀瞒 惑摸何","127∑29'44""","36∑22'16""","14:35","1.489","0.009"
"3008B40","措没达1","2019/01/14","2雀瞒 吝摸何","127∑29'44""","36∑22'16""","14:40","1.473","0.011"
"3008B40","措没达1","2019/01/14","2雀瞒 窍摸何","127∑29'44""","36∑22'16""","14:45","1.439","0.013"
"3008B40","措没达1","2019/01/21","3雀瞒 惑摸何","127∑29'44""","36∑22'16""","14:00","1.421","0.009"
"3008B40","措没达1","2019/01/21","3雀瞒 吝摸何","127∑29'44""","36∑22'16""","14:05","1.428","0.010"
"3008B40","措没达1","2019/01/21","3雀瞒 窍摸何","127∑29'44""","36∑22'16""","14:10","1.437","0.024"
"3008B40","措没达1","2019/01/28","4雀瞒 惑摸何","127∑29'44""","36∑22'16""","14:25","1.371","0.010"
"3008B40","措没达1","2019/01/28","4雀瞒 吝摸何","127∑29'44""","36∑22'16""","14:30","1.391","0.010"
"3008B40","措没达1","2019/01/28","4雀瞒 窍摸何","127∑29'44""","36∑22'16""","14:35","1.356","0.009"
"3008B40","措没达1","2019/02/07","1雀瞒 惑摸何","127∑29'44""","36∑22'16""","14:30","1.521","0.016"
"3008B40","措没达1","2019/02/07","1雀瞒 吝摸何","127∑29'44""","36∑22'16""","14:35","1.416","0.009"
"3008B40","措没达1","2019/02/07","1雀瞒 窍摸何","127∑29'44""","36∑22'16""","14:40","1.436","0.009"
"3008B60","措没达2","2019/02/08","1雀瞒 惑摸何","127∑29'5.4""","36∑28'37""","12:20","2.147","0.018"
"3008B50","措没达3","2019/02/08","1雀瞒 惑摸何","127∑30'23.8""","36∑30'43.2""","12:35","1.978","0.025"
"3008B10","措没达4","2019/02/08","1雀瞒 惑摸何","127∑38'8.4""","36∑22'18.5""","11:05","2.779","0.046"
"3008B30","措没达5(措没龋)","2019/02/08","1雀瞒 惑摸何","127∑33'9.3""","36∑25'59.2""","11:50","2.039","0.022"
"3008B20","措没达6","2019/02/08","1雀瞒 惑摸何","127∑33'25.1""","36∑23'18.6""","11:30","2.323","0.018"
"3008B60","措没达2","2019/02/08","1雀瞒 吝摸何","127∑29'5.4""","36∑28'37""","12:20","2.118","0.018"
"3008B50","措没达3","2019/02/08","1雀瞒 吝摸何","127∑30'23.8""","36∑30'43.2""","12:35","2.228","0.023"
"3008B10","措没达4","2019/02/08","1雀瞒 吝摸何","127∑38'8.4""","36∑22'18.5""","11:05","2.905","0.023"
"3008B30","措没达5(措没龋)","2019/02/08","1雀瞒 吝摸何","127∑33'9.3""","36∑25'59.2""","11:50","2.088","0.019"
"3008B20","措没达6","2019/02/08","1雀瞒 吝摸何","127∑33'25.1""","36∑23'18.6""","11:30","2.345","0.019"
"3008B60","措没达2","2019/02/08","1雀瞒 窍摸何","127∑29'5.4""","36∑28'37""","12:20","2.178","0.021"
"3008B50","措没达3","2019/02/08","1雀瞒 窍摸何","127∑30'23.8""","36∑30'43.2""","12:35","2.242","0.026"
"3008B10","措没达4","2019/02/08","1雀瞒 窍摸何","127∑38'8.4""","36∑22'18.5""","11:05","2.842","0.032"
"3008B30","措没达5(措没龋)","2019/02/08","1雀瞒 窍摸何","127∑33'9.3""","36∑25'59.2""","11:50","2.302","0.022"
"3008B20","措没达6","2019/02/08","1雀瞒 窍摸何","127∑33'25.1""","36∑23'18.6""","11:30","2.093","0.023"
"3008B40","措没达1","2019/02/11","2雀瞒 惑摸何","127∑29'44""","36∑22'16""","14:10","1.462","0.022"
"3008B40","措没达1","2019/02/11","2雀瞒 吝摸何","127∑29'44""","36∑22'16""","14:15","1.455","0.012"
"3008B40","措没达1","2019/02/11","2雀瞒 窍摸何","127∑29'44""","36∑22'16""","14:20","1.473","0.030"
"3008B40","措没达1","2019/02/18","3雀瞒 惑摸何","127∑29'44""","36∑22'16""","13:40","1.624","0.015"
"3008B40","措没达1","2019/02/18","3雀瞒 吝摸何","127∑29'44""","36∑22'16""","13:45","1.607","0.018"
"3008B40","措没达1","2019/02/18","3雀瞒 窍摸何","127∑29'44""","36∑22'16""","13:50","1.578","0.017"
"3008B40","措没达1","2019/02/25","4雀瞒 惑摸何","127∑29'44""","36∑22'16""","13:15","1.544","0.026"
"3008B40","措没达1","2019/02/25","4雀瞒 吝摸何","127∑29'44""","36∑22'16""","13:20","1.518","0.027"
"3008B40","措没达1","2019/02/25","4雀瞒 窍摸何","127∑29'44""","36∑22'16""","13:25","1.561","0.027"
"3008B40","措没达1","2019/03/04","1雀瞒 惑摸何","127∑29'44""","36∑22'16""","13:30","1.595","0.022"
"3008B40","措没达1","2019/03/04","1雀瞒 吝摸何","127∑29'44""","36∑22'16""","13:35","1.585","0.022"
"3008B60","措没达2","2019/03/05","1雀瞒 惑摸何","127∑29'5.4""","36∑28'37""","12:30","1.983","0.018"
"3008B50","措没达3","2019/03/05","1雀瞒 惑摸何","127∑30'23.8""","36∑30'43.2""","12:50","2.050","0.014"
"3008B10","措没达4","2019/03/05","1雀瞒 惑摸何","127∑38'8.4""","36∑22'18.5""","11:05","2.833","0.038"
"3008B30","措没达5(措没龋)","2019/03/05","1雀瞒 惑摸何","127∑33'9.3""","36∑25'59.2""","11:55","2.005","0.011"
"3008B20","措没达6","2019/03/05","1雀瞒 惑摸何","127∑33'25.1""","36∑23'18.6""","11:35","2.138","0.018"
"3008B60","措没达2","2019/03/05","1雀瞒 吝摸何","127∑29'5.4""","36∑28'37""","12:30","2.068","0.012"
"3008B50","措没达3","2019/03/05","1雀瞒 吝摸何","127∑30'23.8""","36∑30'43.2""","12:50","2.123","0.013"
"3008B10","措没达4","2019/03/05","1雀瞒 吝摸何","127∑38'8.4""","36∑22'18.5""","11:05","2.610","0.013"
"3008B30","措没达5(措没龋)","2019/03/05","1雀瞒 吝摸何","127∑33'9.3""","36∑25'59.2""","11:55","2.070","0.010"
"3008B20","措没达6","2019/03/05","1雀瞒 吝摸何","127∑33'25.1""","36∑23'18.6""","11:35","2.115","0.013"
"3008B60","措没达2","2019/03/05","1雀瞒 窍摸何","127∑29'5.4""","36∑28'37""","12:30","1.984","0.008"
"3008B50","措没达3","2019/03/05","1雀瞒 窍摸何","127∑30'23.8""","36∑30'43.2""","12:50","1.931","0.011"
"3008B10","措没达4","2019/03/05","1雀瞒 窍摸何","127∑38'8.4""","36∑22'18.5""","11:05","2.626","0.011"
"3008B30","措没达5(措没龋)","2019/03/05","1雀瞒 窍摸何","127∑33'9.3""","36∑25'59.2""","11:55","2.282","0.027"
"3008B20","措没达6","2019/03/05","1雀瞒 窍摸何","127∑33'25.1""","36∑23'18.6""","11:35","2.647","0.011"
"3008B40","措没达1","2019/03/11","2雀瞒 惑摸何","127∑29'44""","36∑22'16""","13:25","1.504","0.025"
"3008B40","措没达1","2019/03/11","2雀瞒 吝摸何","127∑29'44""","36∑22'16""","13:30","1.416","0.017"
"3008B40","措没达1","2019/03/18","3雀瞒 惑摸何","127∑29'44""","36∑22'16""","13:40","1.663","0.036"
"3008B40","措没达1","2019/03/18","3雀瞒 吝摸何","127∑29'44""","36∑22'16""","13:45","1.723","0.041"
"3008B40","措没达1","2019/03/25","4雀瞒 惑摸何","127∑29'44""","36∑22'16""","13:40","1.775","0.043"
"3008B40","措没达1","2019/03/25","4雀瞒 吝摸何","127∑29'44""","36∑22'16""","13:45","2.014","0.061"
"3008B40","措没达1","2019/04/01","1雀瞒 惑摸何","127∑29'44""","36∑22'16""","13:50","1.603","0.024"
"3008B40","措没达1","2019/04/01","1雀瞒 吝摸何","127∑29'44""","36∑22'16""","13:55","1.593","0.026"
"3008B40","措没达1","2019/04/01","1雀瞒 窍摸何","127∑29'44""","36∑22'16""","14:00","1.599","0.024"
"3008B60","措没达2","2019/04/04","1雀瞒 惑摸何","127∑29'5.4""","36∑28'37""","12:05","1.980","0.021"
"3008B50","措没达3","2019/04/04","1雀瞒 惑摸何","127∑30'23.8""","36∑30'43.2""","12:20","1.873","0.018"
"3008B10","措没达4","2019/04/04","1雀瞒 惑摸何","127∑38'8.4""","36∑22'18.5""","10:50","2.279","0.024"
"3008B30","措没达5(措没龋)","2019/04/04","1雀瞒 惑摸何","127∑33'9.3""","36∑25'59.2""","11:40","1.989","0.020"
"3008B20","措没达6","2019/04/04","1雀瞒 惑摸何","127∑33'25.1""","36∑23'18.6""","11:20","1.922","0.018"
"3008B60","措没达2","2019/04/04","1雀瞒 吝摸何","127∑29'5.4""","36∑28'37""","12:05","1.965","0.020"
"3008B50","措没达3","2019/04/04","1雀瞒 吝摸何","127∑30'23.8""","36∑30'43.2""","12:20","2.047","0.014"
"3008B10","措没达4","2019/04/04","1雀瞒 吝摸何","127∑38'8.4""","36∑22'18.5""","10:50","2.281","0.023"
"3008B30","措没达5(措没龋)","2019/04/04","1雀瞒 吝摸何","127∑33'9.3""","36∑25'59.2""","11:40","2.023","0.027"
"3008B20","措没达6","2019/04/04","1雀瞒 吝摸何","127∑33'25.1""","36∑23'18.6""","11:20","1.943","0.024"
"3008B60","措没达2","2019/04/04","1雀瞒 窍摸何","127∑29'5.4""","36∑28'37""","12:05","1.986","0.014"
"3008B50","措没达3","2019/04/04","1雀瞒 窍摸何","127∑30'23.8""","36∑30'43.2""","12:20","1.903","0.012"
"3008B10","措没达4","2019/04/04","1雀瞒 窍摸何","127∑38'8.4""","36∑22'18.5""","10:50","2.304","0.027"
"3008B30","措没达5(措没龋)","2019/04/04","1雀瞒 窍摸何","127∑33'9.3""","36∑25'59.2""","11:40","2.183","0.035"
"3008B20","措没达6","2019/04/04","1雀瞒 窍摸何","127∑33'25.1""","36∑23'18.6""","11:20","2.094","0.013"
"3008B40","措没达1","2019/04/08","2雀瞒 惑摸何","127∑29'44""","36∑22'16""","13:20","1.500","0.095"
"3008B40","措没达1","2019/04/08","2雀瞒 吝摸何","127∑29'44""","36∑22'16""","13:25","1.453","0.040"
"3008B40","措没达1","2019/04/08","2雀瞒 窍摸何","127∑29'44""","36∑22'16""","13:30","1.457","0.045"
"3008B40","措没达1","2019/04/15","3雀瞒 惑摸何","127∑29'44""","36∑22'16""","13:20","1.552","0.047"
"3008B40","措没达1","2019/04/15","3雀瞒 吝摸何","127∑29'44""","36∑22'16""","13:25","1.506","0.036"
"3008B40","措没达1","2019/04/15","3雀瞒 窍摸何","127∑29'44""","36∑22'16""","13:30","1.496","0.030"
"3008B40","措没达1","2019/04/22","4雀瞒 惑摸何","127∑29'44""","36∑22'16""","13:35","1.408","0.068"
"3008B40","措没达1","2019/04/22","4雀瞒 吝摸何","127∑29'44""","36∑22'16""","13:40","1.377","0.039"
"3008B40","措没达1","2019/04/22","4雀瞒 窍摸何","127∑29'44""","36∑22'16""","13:45","1.577","0.072"
"3008B40","措没达1","2019/04/29","5雀瞒 惑摸何","127∑29'44""","36∑22'16""","13:25","1.352","0.054"
"3008B40","措没达1","2019/04/29","5雀瞒 吝摸何","127∑29'44""","36∑22'16""","13:30","1.499","0.030"
"3008B40","措没达1","2019/04/29","5雀瞒 窍摸何","127∑29'44""","36∑22'16""","13:35","1.472","0.030"
"3008B60","措没达2","2019/05/03","1雀瞒 惑摸何","127∑29'5.4""","36∑28'37""","12:25","2.108","0.014"
"3008B50","措没达3","2019/05/03","1雀瞒 惑摸何","127∑30'23.8""","36∑30'43.2""","12:40","2.262","0.012"
"3008B10","措没达4","2019/05/03","1雀瞒 惑摸何","127∑38'8.4""","36∑22'18.5""","11:15","2.355","0.012"
"3008B30","措没达5(措没龋)","2019/05/03","1雀瞒 惑摸何","127∑33'9.3""","36∑25'59.2""","12:00","2.522","0.008"
"3008B20","措没达6","2019/05/03","1雀瞒 惑摸何","127∑33'25.1""","36∑23'18.6""","11:40","2.409","0.012"
"3008B60","措没达2","2019/05/03","1雀瞒 吝摸何","127∑29'5.4""","36∑28'37""","12:25","2.464","0.017"
"3008B50","措没达3","2019/05/03","1雀瞒 吝摸何","127∑30'23.8""","36∑30'43.2""","12:40","2.361","0.013"
"3008B10","措没达4","2019/05/03","1雀瞒 吝摸何","127∑38'8.4""","36∑22'18.5""","11:15","2.726","0.022"
"3008B30","措没达5(措没龋)","2019/05/03","1雀瞒 吝摸何","127∑33'9.3""","36∑25'59.2""","12:00","2.317","0.021"
"3008B20","措没达6","2019/05/03","1雀瞒 吝摸何","127∑33'25.1""","36∑23'18.6""","11:40","2.352","0.011"
"3008B60","措没达2","2019/05/03","1雀瞒 窍摸何","127∑29'5.4""","36∑28'37""","12:25","2.181","0.018"
"3008B50","措没达3","2019/05/03","1雀瞒 窍摸何","127∑30'23.8""","36∑30'43.2""","12:40","2.291","0.013"
"3008B10","措没达4","2019/05/03","1雀瞒 窍摸何","127∑38'8.4""","36∑22'18.5""","11:15","2.765","0.011"
"3008B30","措没达5(措没龋)","2019/05/03","1雀瞒 窍摸何","127∑33'9.3""","36∑25'59.2""","12:00","2.409","0.011"
"3008B20","措没达6","2019/05/03","1雀瞒 窍摸何","127∑33'25.1""","36∑23'18.6""","11:40","2.476","0.016"
"3008B40","措没达1","2019/05/07","1雀瞒 惑摸何","127∑29'44""","36∑22'16""","13:40","1.330","0.040"
"3008B40","措没达1","2019/05/07","1雀瞒 吝摸何","127∑29'44""","36∑22'16""","13:45","1.402","0.021"
"3008B40","措没达1","2019/05/07","1雀瞒 窍摸何","127∑29'44""","36∑22'16""","13:50","1.457","0.039"
"3008B40","措没达1","2019/05/13","2雀瞒 惑摸何","127∑29'44""","36∑22'16""","13:35","1.639","0.034"
"3008B40","措没达1","2019/05/13","2雀瞒 吝摸何","127∑29'44""","36∑22'16""","13:40","1.762","0.036"
"3008B40","措没达1","2019/05/13","2雀瞒 窍摸何","127∑29'44""","36∑22'16""","13:45","1.603","0.044"
"3008B40","措没达1","2019/05/20","3雀瞒 惑摸何","127∑29'44""","36∑22'16""","13:55","1.513","0.073"
"3008B40","措没达1","2019/05/20","3雀瞒 吝摸何","127∑29'44""","36∑22'16""","14:00","1.643","0.044"
"3008B40","措没达1","2019/05/20","3雀瞒 窍摸何","127∑29'44""","36∑22'16""","14:05","1.860","0.049"
"3008B40","措没达1","2019/05/27","4雀瞒 惑摸何","127∑29'44""","36∑22'16""","14:00","1.449","0.038"
"3008B40","措没达1","2019/05/27","4雀瞒 吝摸何","127∑29'44""","36∑22'16""","14:05","1.634","0.032"
"3008B40","措没达1","2019/05/27","4雀瞒 窍摸何","127∑29'44""","36∑22'16""","14:10","1.663","0.023"
"3008B40","措没达1","2019/06/03","1雀瞒 惑摸何","127∑29'44""","36∑22'16""","13:15","1.750","0.036"
"3008B60","措没达2","2019/06/03","1雀瞒 惑摸何","127∑29'5.4""","36∑28'37""","12:15","2.015","0.011"
"3008B50","措没达3","2019/06/03","1雀瞒 惑摸何","127∑30'23.8""","36∑30'43.2""","12:30","1.831","0.005"
"3008B10","措没达4","2019/06/03","1雀瞒 惑摸何","127∑38'8.4""","36∑22'18.5""","11:00","1.688","0.033"
"3008B30","措没达5(措没龋)","2019/06/03","1雀瞒 惑摸何","127∑33'9.3""","36∑25'59.2""","11:45","2.138","0.006"
"3008B20","措没达6","2019/06/03","1雀瞒 惑摸何","127∑33'25.1""","36∑23'18.6""","11:25","2.763","0.007"
"3008B40","措没达1","2019/06/03","1雀瞒 吝摸何","127∑29'44""","36∑22'16""","13:20","1.887","0.029"
"3008B60","措没达2","2019/06/03","1雀瞒 吝摸何","127∑29'5.4""","36∑28'37""","12:15","2.049","0.005"
"3008B50","措没达3","2019/06/03","1雀瞒 吝摸何","127∑30'23.8""","36∑30'43.2""","12:30","1.783","0.008"
"3008B10","措没达4","2019/06/03","1雀瞒 吝摸何","127∑38'8.4""","36∑22'18.5""","11:00","1.659","0.008"
"3008B30","措没达5(措没龋)","2019/06/03","1雀瞒 吝摸何","127∑33'9.3""","36∑25'59.2""","11:45","2.280","0.006"
"3008B20","措没达6","2019/06/03","1雀瞒 吝摸何","127∑33'25.1""","36∑23'18.6""","11:25","2.386","0.013"
"3008B40","措没达1","2019/06/03","1雀瞒 窍摸何","127∑29'44""","36∑22'16""","13:25","1.883","0.033"
"3008B60","措没达2","2019/06/03","1雀瞒 窍摸何","127∑29'5.4""","36∑28'37""","12:15","2.028","0.005"
"3008B50","措没达3","2019/06/03","1雀瞒 窍摸何","127∑30'23.8""","36∑30'43.2""","12:30","1.854","0.009"
"3008B10","措没达4","2019/06/03","1雀瞒 窍摸何","127∑38'8.4""","36∑22'18.5""","11:00","2.193","0.010"
"3008B30","措没达5(措没龋)","2019/06/03","1雀瞒 窍摸何","127∑33'9.3""","36∑25'59.2""","11:45","2.230","0.006"
"3008B20","措没达6","2019/06/03","1雀瞒 窍摸何","127∑33'25.1""","36∑23'18.6""","11:25","2.227","0.021"
"3008B40","措没达1","2019/06/10","2雀瞒 惑摸何","127∑29'44""","36∑22'16""","13:25","1.575","0.041"
"3008B40","措没达1","2019/06/10","2雀瞒 吝摸何","127∑29'44""","36∑22'16""","13:30","1.550","0.037"
"3008B40","措没达1","2019/06/10","2雀瞒 窍摸何","127∑29'44""","36∑22'16""","13:35","1.641","0.016"
"3008B40","措没达1","2019/06/17","3雀瞒 惑摸何","127∑29'44""","36∑22'16""","13:35","1.476","0.023"
"3008B40","措没达1","2019/06/17","3雀瞒 吝摸何","127∑29'44""","36∑22'16""","13:40","1.507","0.055"
"3008B40","措没达1","2019/06/17","3雀瞒 窍摸何","127∑29'44""","36∑22'16""","13:45","1.655","0.018"
"3008B40","措没达1","2019/06/24","4雀瞒 惑摸何","127∑29'44""","36∑22'16""","13:25","1.686","0.028"
"3008B40","措没达1","2019/06/24","4雀瞒 吝摸何","127∑29'44""","36∑22'16""","13:30","2.069","0.036"
"3008B40","措没达1","2019/06/24","4雀瞒 窍摸何","127∑29'44""","36∑22'16""","13:35","2.350","0.018"
"3008B40","措没达1","2019/07/01","1雀瞒 惑摸何","127∑29'44""","36∑22'16""","13:50","1.392","0.021"
"3008B40","措没达1","2019/07/01","1雀瞒 吝摸何","127∑29'44""","36∑22'16""","13:55","1.551","0.038"
"3008B40","措没达1","2019/07/01","1雀瞒 窍摸何","127∑29'44""","36∑22'16""","14:00","1.640","0.017"
"3008B60","措没达2","2019/07/04","1雀瞒 惑摸何","127∑29'5.4""","36∑28'37""","12:15","1.932","0.016"
"3008B50","措没达3","2019/07/04","1雀瞒 惑摸何","127∑30'23.8""","36∑30'43.2""","12:30","1.708","0.013"
"3008B10","措没达4","2019/07/04","1雀瞒 惑摸何","127∑38'8.4""","36∑22'18.5""","10:55","1.933","0.028"
"3008B30","措没达5(措没龋)","2019/07/04","1雀瞒 惑摸何","127∑33'9.3""","36∑25'59.2""","11:45","1.767","0.010"
"3008B20","措没达6","2019/07/04","1雀瞒 惑摸何","127∑33'25.1""","36∑23'18.6""","11:25","1.829","0.020"
"3008B60","措没达2","2019/07/04","1雀瞒 吝摸何","127∑29'5.4""","36∑28'37""","12:15","2.052","0.011"
"3008B50","措没达3","2019/07/04","1雀瞒 吝摸何","127∑30'23.8""","36∑30'43.2""","12:30","2.170","0.017"
"3008B10","措没达4","2019/07/04","1雀瞒 吝摸何","127∑38'8.4""","36∑22'18.5""","10:55","1.869","0.013"
"3008B30","措没达5(措没龋)","2019/07/04","1雀瞒 吝摸何","127∑33'9.3""","36∑25'59.2""","11:45","2.653","0.011"
"3008B20","措没达6","2019/07/04","1雀瞒 吝摸何","127∑33'25.1""","36∑23'18.6""","11:25","1.947","0.017"
"3008B60","措没达2","2019/07/04","1雀瞒 窍摸何","127∑29'5.4""","36∑28'37""","12:15","2.213","0.009"
"3008B50","措没达3","2019/07/04","1雀瞒 窍摸何","127∑30'23.8""","36∑30'43.2""","12:30","2.285","0.014"
"3008B10","措没达4","2019/07/04","1雀瞒 窍摸何","127∑38'8.4""","36∑22'18.5""","10:55","1.524","0.018"
"3008B30","措没达5(措没龋)","2019/07/04","1雀瞒 窍摸何","127∑33'9.3""","36∑25'59.2""","11:45","2.294","0.013"
"3008B20","措没达6","2019/07/04","1雀瞒 窍摸何","127∑33'25.1""","36∑23'18.6""","11:25","2.257","0.016"
"3008B40","措没达1","2019/07/08","2雀瞒 惑摸何","127∑29'44""","36∑22'16""","13:25","1.147","0.025"
"3008B40","措没达1","2019/07/08","2雀瞒 吝摸何","127∑29'44""","36∑22'16""","13:30","1.233","0.026"
"3008B40","措没达1","2019/07/08","2雀瞒 窍摸何","127∑29'44""","36∑22'16""","13:35","1.621","0.027"
"3008B40","措没达1","2019/07/15","3雀瞒 惑摸何","127∑29'44""","36∑22'16""","13:20","1.368","0.029"
"3008B40","措没达1","2019/07/15","3雀瞒 吝摸何","127∑29'44""","36∑22'16""","13:25","1.383","0.026"
"3008B40","措没达1","2019/07/15","3雀瞒 窍摸何","127∑29'44""","36∑22'16""","13:30","1.552","0.017"
"3008B40","措没达1","2019/07/22","4雀瞒 惑摸何","127∑29'44""","36∑22'16""","13:05","1.217","0.024"
"3008B40","措没达1","2019/07/22","4雀瞒 吝摸何","127∑29'44""","36∑22'16""","13:10","1.129","0.022"
"3008B40","措没达1","2019/07/22","4雀瞒 窍摸何","127∑29'44""","36∑22'16""","13:15","1.460","0.025"
"3008B40","措没达1","2019/07/29","5雀瞒 惑摸何","127∑29'44""","36∑22'16""","13:25","1.146","0.039"
"3008B40","措没达1","2019/07/29","5雀瞒 吝摸何","127∑29'44""","36∑22'16""","13:30","1.160","0.030"
"3008B40","措没达1","2019/07/29","5雀瞒 窍摸何","127∑29'44""","36∑22'16""","13:35","1.272","0.031"
"3008B60","措没达2","2019/08/01","1雀瞒 惑摸何","127∑29'5.4""","36∑28'37""","12:00","1.479","0.011"
"3008B50","措没达3","2019/08/01","1雀瞒 惑摸何","127∑30'23.8""","36∑30'43.2""","12:15","2.001","0.011"
"3008B10","措没达4","2019/08/01","1雀瞒 惑摸何","127∑38'8.4""","36∑22'18.5""","11:00","2.155","0.030"
"3008B30","措没达5(措没龋)","2019/08/01","1雀瞒 惑摸何","127∑33'9.3""","36∑25'59.2""","11:35","1.935","0.028"
"3008B20","措没达6","2019/08/01","1雀瞒 惑摸何","127∑33'25.1""","36∑23'18.6""","11:20","1.548","0.023"
"3008B60","措没达2","2019/08/01","1雀瞒 吝摸何","127∑29'5.4""","36∑28'37""","12:00","2.469","0.009"
"3008B50","措没达3","2019/08/01","1雀瞒 吝摸何","127∑30'23.8""","36∑30'43.2""","12:15","2.099","0.014"
"3008B10","措没达4","2019/08/01","1雀瞒 吝摸何","127∑38'8.4""","36∑22'18.5""","11:00","3.024","0.029"
"3008B30","措没达5(措没龋)","2019/08/01","1雀瞒 吝摸何","127∑33'9.3""","36∑25'59.2""","11:35","2.636","0.029"
"3008B20","措没达6","2019/08/01","1雀瞒 吝摸何","127∑33'25.1""","36∑23'18.6""","11:20","2.427","0.024"
"3008B60","措没达2","2019/08/01","1雀瞒 窍摸何","127∑29'5.4""","36∑28'37""","12:00","2.624","0.012"
"3008B50","措没达3","2019/08/01","1雀瞒 窍摸何","127∑30'23.8""","36∑30'43.2""","12:15","2.320","0.024"
"3008B10","措没达4","2019/08/01","1雀瞒 窍摸何","127∑38'8.4""","36∑22'18.5""","11:00","2.927","0.027"
"3008B30","措没达5(措没龋)","2019/08/01","1雀瞒 窍摸何","127∑33'9.3""","36∑25'59.2""","11:35","2.574","0.030"
"3008B20","措没达6","2019/08/01","1雀瞒 窍摸何","127∑33'25.1""","36∑23'18.6""","11:20","2.441","0.026"
"3008B40","措没达1","2019/08/05","1雀瞒 惑摸何","127∑29'44""","36∑22'16""","14:00","1.110","0.016"
"3008B40","措没达1","2019/08/05","1雀瞒 吝摸何","127∑29'44""","36∑22'16""","14:05","1.111","0.020"
"3008B40","措没达1","2019/08/05","1雀瞒 窍摸何","127∑29'44""","36∑22'16""","14:10","1.265","0.008"
"3008B40","措没达1","2019/08/12","2雀瞒 惑摸何","127∑29'44""","36∑22'16""","13:25","1.226","0.022"
"3008B40","措没达1","2019/08/12","2雀瞒 吝摸何","127∑29'44""","36∑22'16""","13:30","1.351","0.019"
"3008B40","措没达1","2019/08/12","2雀瞒 窍摸何","127∑29'44""","36∑22'16""","13:35","1.443","0.015"
"3008B40","措没达1","2019/08/19","3雀瞒 惑摸何","127∑29'44""","36∑22'16""","13:25","0.947","0.030"
"3008B40","措没达1","2019/08/19","3雀瞒 吝摸何","127∑29'44""","36∑22'16""","13:30","0.993","0.031"
"3008B40","措没达1","2019/08/19","3雀瞒 窍摸何","127∑29'44""","36∑22'16""","13:35","1.299","0.032"
"3008B40","措没达1","2019/08/26","4雀瞒 惑摸何","127∑29'44""","36∑22'16""","13:35","0.887","0.019"
"3008B40","措没达1","2019/08/26","4雀瞒 吝摸何","127∑29'44""","36∑22'16""","13:40","0.853","0.017"
"3008B40","措没达1","2019/08/26","4雀瞒 窍摸何","127∑29'44""","36∑22'16""","13:45","1.363","0.021"
"3008B40","措没达1","2019/09/02","1雀瞒 惑摸何","127∑29'44""","36∑22'16""","13:10","0.873","0.021"
"3008B40","措没达1","2019/09/02","1雀瞒 吝摸何","127∑29'44""","36∑22'16""","13:15","0.880","0.018"
"3008B40","措没达1","2019/09/02","1雀瞒 窍摸何","127∑29'44""","36∑22'16""","13:20","1.302","0.020"
