"盒幅锅龋","螟沥家疙","斥/岿/老","雀瞒","版档","困档","盲荐矫阿","TN(Х/L)","TP(Х/L)"
"3008B10","措没达4","2016/10/04","1雀瞒 惑摸何","127∑38'8.4""","36∑22'18.5""","11:00","1.818","0.015"
"3008B30","措没达5(措没龋)","2016/10/04","1雀瞒 惑摸何","127∑33'9.3""","36∑25'59.2""","12:00","2.010","0.031"
"3008B20","措没达6","2016/10/04","1雀瞒 惑摸何","127∑33'25.1""","36∑23'18.6""","11:40","1.725","0.023"
"3008B40","措没达1","2016/10/04","1雀瞒 吝摸何","127∑29'44""","36∑22'16""","13:55","0.739","0.018"
"3008B60","措没达2","2016/10/04","1雀瞒 吝摸何","127∑29'5.4""","36∑28'37""","12:35","2.740","0.051"
"3008B50","措没达3","2016/10/04","1雀瞒 吝摸何","127∑30'23.8""","36∑30'43.2""","12:50","1.537","0.016"
"3008B10","措没达4","2016/10/04","1雀瞒 吝摸何","127∑38'8.4""","36∑22'18.5""","11:00","2.416","0.011"
"3008B30","措没达5(措没龋)","2016/10/04","1雀瞒 吝摸何","127∑33'9.3""","36∑25'59.2""","12:00","1.932","0.019"
"3008B20","措没达6","2016/10/04","1雀瞒 吝摸何","127∑33'25.1""","36∑23'18.6""","11:40","1.876","0.019"
"3008B40","措没达1","2016/10/04","1雀瞒 窍摸何","127∑29'44""","36∑22'16""","14:00","1.162","0.047"
"3008B60","措没达2","2016/10/04","1雀瞒 窍摸何","127∑29'5.4""","36∑28'37""","12:35","2.546","0.023"
"3008B50","措没达3","2016/10/04","1雀瞒 窍摸何","127∑30'23.8""","36∑30'43.2""","12:50","1.689","0.014"
"3008B10","措没达4","2016/10/04","1雀瞒 窍摸何","127∑38'8.4""","36∑22'18.5""","11:00","2.474","0.070"
"3008B30","措没达5(措没龋)","2016/10/04","1雀瞒 窍摸何","127∑33'9.3""","36∑25'59.2""","12:00","3.061","0.020"
"3008B20","措没达6","2016/10/04","1雀瞒 窍摸何","127∑33'25.1""","36∑23'18.6""","11:40","2.151","0.023"
"3008B40","措没达1","2016/10/10","2雀瞒 惑摸何","127∑29'44""","36∑22'16""","13:15","0.897","0.039"
"3008B40","措没达1","2016/10/10","2雀瞒 吝摸何","127∑29'44""","36∑22'16""","13:20","1.153","0.035"
"3008B40","措没达1","2016/10/10","2雀瞒 窍摸何","127∑29'44""","36∑22'16""","13:25","1.176","0.058"
"3008B40","措没达1","2016/10/17","3雀瞒 惑摸何","127∑29'44""","36∑22'16""","13:25","1.459","0.036"
"3008B40","措没达1","2016/10/17","3雀瞒 吝摸何","127∑29'44""","36∑22'16""","13:30","1.149","0.037"
"3008B40","措没达1","2016/10/17","3雀瞒 窍摸何","127∑29'44""","36∑22'16""","13:35","1.419","0.043"
"3008B40","措没达1","2016/10/24","4雀瞒 惑摸何","127∑29'44""","36∑22'16""","11:15","1.069","0.051"
"3008B40","措没达1","2016/10/24","4雀瞒 吝摸何","127∑29'44""","36∑22'16""","11:20","1.014","0.034"
"3008B40","措没达1","2016/10/24","4雀瞒 窍摸何","127∑29'44""","36∑22'16""","11:25","1.071","0.042"
"3008B40","措没达1","2016/10/31","1雀瞒 惑摸何","127∑29'44""","36∑22'16""","13:35","1.073","0.050"
"3008B40","措没达1","2016/10/31","1雀瞒 吝摸何","127∑29'44""","36∑22'16""","13:40","1.028","0.050"
"3008B40","措没达1","2016/10/31","1雀瞒 窍摸何","127∑29'44""","36∑22'16""","13:45","1.027","0.045"
"3008B60","措没达2","2016/11/02","1雀瞒 惑摸何","127∑29'5.4""","36∑28'37""","12:35","2.176","0.017"
"3008B50","措没达3","2016/11/02","1雀瞒 惑摸何","127∑30'23.8""","36∑30'43.2""","13:00","1.814","0.019"
"3008B10","措没达4","2016/11/02","1雀瞒 惑摸何","127∑38'8.4""","36∑22'18.5""","11:00","2.223","0.033"
"3008B30","措没达5(措没龋)","2016/11/02","1雀瞒 惑摸何","127∑33'9.3""","36∑25'59.2""","12:00","2.201","0.015"
"3008B20","措没达6","2016/11/02","1雀瞒 惑摸何","127∑33'25.1""","36∑23'18.6""","11:30","1.993","0.016"
"3008B60","措没达2","2016/11/02","1雀瞒 吝摸何","127∑29'5.4""","36∑28'37""","12:35","2.058","0.019"
"3008B50","措没达3","2016/11/02","1雀瞒 吝摸何","127∑30'23.8""","36∑30'43.2""","13:00","1.906","0.016"
"3008B10","措没达4","2016/11/02","1雀瞒 吝摸何","127∑38'8.4""","36∑22'18.5""","11:00","2.218","0.023"
"3008B30","措没达5(措没龋)","2016/11/02","1雀瞒 吝摸何","127∑33'9.3""","36∑25'59.2""","12:00","2.076","0.015"
"3008B20","措没达6","2016/11/02","1雀瞒 吝摸何","127∑33'25.1""","36∑23'18.6""","11:30","1.872","0.017"
"3008B60","措没达2","2016/11/02","1雀瞒 窍摸何","127∑29'5.4""","36∑28'37""","12:35","2.518","0.030"
"3008B50","措没达3","2016/11/02","1雀瞒 窍摸何","127∑30'23.8""","36∑30'43.2""","13:00","1.711","0.016"
"3008B10","措没达4","2016/11/02","1雀瞒 窍摸何","127∑38'8.4""","36∑22'18.5""","11:00","2.260","0.022"
"3008B30","措没达5(措没龋)","2016/11/02","1雀瞒 窍摸何","127∑33'9.3""","36∑25'59.2""","12:00","2.537","0.019"
"3008B20","措没达6","2016/11/02","1雀瞒 窍摸何","127∑33'25.1""","36∑23'18.6""","11:30","1.971","0.017"
"3008B40","措没达1","2016/11/07","2雀瞒 惑摸何","127∑29'44""","36∑22'16""","13:50","1.253","0.011"
"3008B40","措没达1","2016/11/07","2雀瞒 吝摸何","127∑29'44""","36∑22'16""","13:55","1.168","0.011"
"3008B40","措没达1","2016/11/07","2雀瞒 窍摸何","127∑29'44""","36∑22'16""","14:00","1.207","0.016"
"3008B40","措没达1","2016/11/14","3雀瞒 惑摸何","127∑29'44""","36∑22'16""","13:30","1.460","0.007"
"3008B40","措没达1","2016/11/14","3雀瞒 吝摸何","127∑29'44""","36∑22'16""","13:35","1.417","0.006"
"3008B40","措没达1","2016/11/14","3雀瞒 窍摸何","127∑29'44""","36∑22'16""","13:40","1.337","0.014"
"3008B40","措没达1","2016/11/21","4雀瞒 惑摸何","127∑29'44""","36∑22'16""","14:00","1.676","0.009"
"3008B40","措没达1","2016/11/21","4雀瞒 吝摸何","127∑29'44""","36∑22'16""","14:05","1.725","0.018"
"3008B40","措没达1","2016/11/21","4雀瞒 窍摸何","127∑29'44""","36∑22'16""","14:10","1.592","0.011"
"3008B40","措没达1","2016/11/28","5雀瞒 惑摸何","127∑29'44""","36∑22'16""","12:30","1.325","0.005"
"3008B40","措没达1","2016/11/28","5雀瞒 吝摸何","127∑29'44""","36∑22'16""","12:35","1.350","0.013"
"3008B40","措没达1","2016/11/28","5雀瞒 窍摸何","127∑29'44""","36∑22'16""","12:40","1.376","0.004"
"3008B40","措没达1","2016/12/05","1雀瞒 惑摸何","127∑29'44""","36∑22'16""","13:40","1.257","0.012"
"3008B40","措没达1","2016/12/05","1雀瞒 吝摸何","127∑29'44""","36∑22'16""","13:45","1.223","0.018"
"3008B40","措没达1","2016/12/05","1雀瞒 窍摸何","127∑29'44""","36∑22'16""","13:50","1.252","0.012"
"3008B60","措没达2","2016/12/08","1雀瞒 惑摸何","127∑29'5.4""","36∑28'37""","12:30","1.956","0.009"
"3008B50","措没达3","2016/12/08","1雀瞒 惑摸何","127∑30'23.8""","36∑30'43.2""","12:50","2.052","0.007"
"3008B10","措没达4","2016/12/08","1雀瞒 惑摸何","127∑38'8.4""","36∑22'18.5""","11:05","2.061","0.013"
"3008B30","措没达5(措没龋)","2016/12/08","1雀瞒 惑摸何","127∑33'9.3""","36∑25'59.2""","11:55","2.094","0.004"
"3008B20","措没达6","2016/12/08","1雀瞒 惑摸何","127∑33'25.1""","36∑23'18.6""","11:30","2.181","0.010"
"3008B60","措没达2","2016/12/08","1雀瞒 吝摸何","127∑29'5.4""","36∑28'37""","12:30","1.959","0.007"
"3008B50","措没达3","2016/12/08","1雀瞒 吝摸何","127∑30'23.8""","36∑30'43.2""","12:50","1.976","0.010"
"3008B10","措没达4","2016/12/08","1雀瞒 吝摸何","127∑38'8.4""","36∑22'18.5""","11:05","2.005","0.010"
"3008B30","措没达5(措没龋)","2016/12/08","1雀瞒 吝摸何","127∑33'9.3""","36∑25'59.2""","11:55","2.037","0.008"
"3008B20","措没达6","2016/12/08","1雀瞒 吝摸何","127∑33'25.1""","36∑23'18.6""","11:30","1.978","0.004"
"3008B60","措没达2","2016/12/08","1雀瞒 窍摸何","127∑29'5.4""","36∑28'37""","12:30","2.652","0.019"
"3008B50","措没达3","2016/12/08","1雀瞒 窍摸何","127∑30'23.8""","36∑30'43.2""","12:50","2.063","0.010"
"3008B10","措没达4","2016/12/08","1雀瞒 窍摸何","127∑38'8.4""","36∑22'18.5""","11:05","2.340","0.008"
"3008B30","措没达5(措没龋)","2016/12/08","1雀瞒 窍摸何","127∑33'9.3""","36∑25'59.2""","11:55","2.024","0.006"
"3008B20","措没达6","2016/12/08","1雀瞒 窍摸何","127∑33'25.1""","36∑23'18.6""","11:30","2.183","0.010"
"3008B40","措没达1","2016/12/12","2雀瞒 惑摸何","127∑29'44""","36∑22'16""","11:20","1.304","0.005"
"3008B40","措没达1","2016/12/12","2雀瞒 吝摸何","127∑29'44""","36∑22'16""","11:25","1.315","0.008"
"3008B40","措没达1","2016/12/12","2雀瞒 窍摸何","127∑29'44""","36∑22'16""","11:30","1.377","0.012"
"3008B40","措没达1","2016/12/19","3雀瞒 惑摸何","127∑29'44""","36∑22'16""","13:45","1.279","0.011"
"3008B40","措没达1","2016/12/19","3雀瞒 吝摸何","127∑29'44""","36∑22'16""","13:50","1.217","0.018"
"3008B40","措没达1","2016/12/19","3雀瞒 窍摸何","127∑29'44""","36∑22'16""","13:55","1.375","0.008"
"3008B40","措没达1","2016/12/26","4雀瞒 惑摸何","127∑29'44""","36∑22'16""","13:45","1.377","0.009"
"3008B40","措没达1","2016/12/26","4雀瞒 吝摸何","127∑29'44""","36∑22'16""","13:50","1.359","0.018"
"3008B40","措没达1","2016/12/26","4雀瞒 窍摸何","127∑29'44""","36∑22'16""","13:55","1.323","0.010"
