"盒幅锅龋","螟沥家疙","斥/岿/老","雀瞒","版档","困档","盲荐矫阿","TN(Х/L)","TP(Х/L)"
"3008B40","措没达1","2016/08/22","4雀瞒","127∑29'44""","36∑22'16""","13:05","0.731","0.009"
"3008B40","措没达1","2016/08/29","5雀瞒","127∑29'44""","36∑22'16""","13:20","0.983","0.014"
"3008B40","措没达1","2016/09/05","1雀瞒","127∑29'44""","36∑22'16""","13:30","0.929","0.031"
"3008B60","措没达2","2016/09/05","1雀瞒 惑摸何","127∑29'5.4""","36∑28'37""","13:15","1.799","0.026"
"3008B50","措没达3","2016/09/05","1雀瞒 惑摸何","127∑30'23.8""","36∑30'43.2""","12:50","1.762","0.031"
"3008B10","措没达4","2016/09/05","1雀瞒 惑摸何","127∑38'8.4""","36∑22'18.5""","11:25","2.095","0.032"
"3008B30","措没达5(措没龋)","2016/09/05","1雀瞒 惑摸何","127∑33'9.3""","36∑25'59.2""","12:15","2.388","0.034"
"3008B20","措没达6","2016/09/05","1雀瞒 惑摸何","127∑33'25.1""","36∑23'18.6""","11:50","2.201","0.038"
"3008B60","措没达2","2016/09/05","1雀瞒 吝摸何","127∑29'5.4""","36∑28'37""","13:15","2.628","0.053"
"3008B50","措没达3","2016/09/05","1雀瞒 吝摸何","127∑30'23.8""","36∑30'43.2""","12:50","1.977","0.031"
"3008B10","措没达4","2016/09/05","1雀瞒 吝摸何","127∑38'8.4""","36∑22'18.5""","11:25","1.835","0.031"
"3008B30","措没达5(措没龋)","2016/09/05","1雀瞒 吝摸何","127∑33'9.3""","36∑25'59.2""","12:15","3.106","0.018"
"3008B20","措没达6","2016/09/05","1雀瞒 吝摸何","127∑33'25.1""","36∑23'18.6""","11:50","2.553","0.036"
"3008B60","措没达2","2016/09/05","1雀瞒 窍摸何","127∑29'5.4""","36∑28'37""","13:15","2.751","0.013"
"3008B50","措没达3","2016/09/05","1雀瞒 窍摸何","127∑30'23.8""","36∑30'43.2""","12:50","1.665","0.021"
"3008B10","措没达4","2016/09/05","1雀瞒 窍摸何","127∑38'8.4""","36∑22'18.5""","11:25","1.736","0.028"
"3008B30","措没达5(措没龋)","2016/09/05","1雀瞒 窍摸何","127∑33'9.3""","36∑25'59.2""","12:15","2.697","0.055"
"3008B20","措没达6","2016/09/05","1雀瞒 窍摸何","127∑33'25.1""","36∑23'18.6""","11:50","3.060","0.094"
"3008B40","措没达1","2016/09/12","2雀瞒","127∑29'44""","36∑22'16""","13:35","0.883","0.014"
"3008B40","措没达1","2016/09/19","3雀瞒","127∑29'44""","36∑22'16""","11:20","0.937","0.016"
"3008B40","措没达1","2016/09/26","4雀瞒","127∑29'44""","36∑22'16""","10:55","0.799","0.015"
"3008B40","措没达1","2016/10/04","1雀瞒 惑摸何","127∑29'44""","36∑22'16""","13:50","0.775","0.027"
"3008B60","措没达2","2016/10/04","1雀瞒 惑摸何","127∑29'5.4""","36∑28'37""","12:35","1.674","0.012"
"3008B50","措没达3","2016/10/04","1雀瞒 惑摸何","127∑30'23.8""","36∑30'43.2""","12:50","1.599","0.025"
