"盒幅锅龋","螟沥家疙","斥/岿/老","雀瞒","版档","困档","盲荐矫阿","TN(Х/L)","TP(Х/L)"
"3008B20","措没达6","2018/04/03","1雀瞒 惑摸何","127∑33'25.1""","36∑23'18.6""","11:30","3.755","0.020"
"3008B60","措没达2","2018/04/03","1雀瞒 吝摸何","127∑29'5.4""","36∑28'37""","12:25","1.801","0.008"
"3008B50","措没达3","2018/04/03","1雀瞒 吝摸何","127∑30'23.8""","36∑30'43.2""","12:45","1.760","0.009"
"3008B10","措没达4","2018/04/03","1雀瞒 吝摸何","127∑38'8.4""","36∑22'18.5""","10:55","3.249","0.018"
"3008B30","措没达5(措没龋)","2018/04/03","1雀瞒 吝摸何","127∑33'9.3""","36∑25'59.2""","11:50","2.699","0.012"
"3008B20","措没达6","2018/04/03","1雀瞒 吝摸何","127∑33'25.1""","36∑23'18.6""","11:30","3.580","0.010"
"3008B60","措没达2","2018/04/03","1雀瞒 窍摸何","127∑29'5.4""","36∑28'37""","12:25","1.925","0.008"
"3008B50","措没达3","2018/04/03","1雀瞒 窍摸何","127∑30'23.8""","36∑30'43.2""","12:45","1.789","0.012"
"3008B10","措没达4","2018/04/03","1雀瞒 窍摸何","127∑38'8.4""","36∑22'18.5""","10:55","3.714","0.017"
"3008B30","措没达5(措没龋)","2018/04/03","1雀瞒 窍摸何","127∑33'9.3""","36∑25'59.2""","11:50","2.641","0.008"
"3008B20","措没达6","2018/04/03","1雀瞒 窍摸何","127∑33'25.1""","36∑23'18.6""","11:30","3.179","0.012"
"3008B40","措没达1","2018/04/09","2雀瞒 惑摸何","127∑29'44""","36∑22'16""","13:40","1.415","0.015"
"3008B40","措没达1","2018/04/09","2雀瞒 吝摸何","127∑29'44""","36∑22'16""","13:45","1.418","0.011"
"3008B40","措没达1","2018/04/09","2雀瞒 窍摸何","127∑29'44""","36∑22'16""","13:50","1.503","0.009"
"3008B40","措没达1","2018/04/16","3雀瞒 惑摸何","127∑29'44""","36∑22'16""","13:40","1.385","0.015"
"3008B40","措没达1","2018/04/16","3雀瞒 吝摸何","127∑29'44""","36∑22'16""","13:45","1.407","0.015"
"3008B40","措没达1","2018/04/16","3雀瞒 窍摸何","127∑29'44""","36∑22'16""","13:50","1.286","0.012"
"3008B40","措没达1","2018/04/23","4雀瞒 惑摸何","127∑29'44""","36∑22'16""","13:15","1.471","0.018"
"3008B40","措没达1","2018/04/23","4雀瞒 吝摸何","127∑29'44""","36∑22'16""","13:20","1.372","0.014"
"3008B40","措没达1","2018/04/23","4雀瞒 窍摸何","127∑29'44""","36∑22'16""","13:25","1.248","0.013"
"3008B40","措没达1","2018/04/30","5雀瞒 惑摸何","127∑29'44""","36∑22'16""","13:20","1.485","0.027"
"3008B40","措没达1","2018/04/30","5雀瞒 吝摸何","127∑29'44""","36∑22'16""","13:25","1.507","0.029"
"3008B40","措没达1","2018/04/30","5雀瞒 窍摸何","127∑29'44""","36∑22'16""","13:30","1.406","0.026"
"3008B40","措没达1","2018/05/08","1雀瞒 惑摸何","127∑29'44""","36∑22'16""","13:05","1.694","0.047"
"3008B40","措没达1","2018/05/08","1雀瞒 吝摸何","127∑29'44""","36∑22'16""","13:10","1.581","0.032"
"3008B40","措没达1","2018/05/08","1雀瞒 窍摸何","127∑29'44""","36∑22'16""","13:15","1.216","0.031"
"3008B60","措没达2","2018/05/11","1雀瞒 惑摸何","127∑29'5.4""","36∑28'37""","12:30","2.810","0.012"
"3008B50","措没达3","2018/05/11","1雀瞒 惑摸何","127∑30'23.8""","36∑30'43.2""","12:50","2.367","0.011"
"3008B10","措没达4","2018/05/11","1雀瞒 惑摸何","127∑38'8.4""","36∑22'18.5""","11:05","2.264","0.027"
"3008B30","措没达5(措没龋)","2018/05/11","1雀瞒 惑摸何","127∑33'9.3""","36∑25'59.2""","11:55","3.063","0.010"
"3008B20","措没达6","2018/05/11","1雀瞒 惑摸何","127∑33'25.1""","36∑23'18.6""","11:35","2.471","0.011"
"3008B60","措没达2","2018/05/11","1雀瞒 吝摸何","127∑29'5.4""","36∑28'37""","12:30","2.323","0.006"
"3008B50","措没达3","2018/05/11","1雀瞒 吝摸何","127∑30'23.8""","36∑30'43.2""","12:50","2.310","0.018"
"3008B10","措没达4","2018/05/11","1雀瞒 吝摸何","127∑38'8.4""","36∑22'18.5""","11:05","2.628","0.020"
"3008B30","措没达5(措没龋)","2018/05/11","1雀瞒 吝摸何","127∑33'9.3""","36∑25'59.2""","11:55","3.004","0.006"
"3008B20","措没达6","2018/05/11","1雀瞒 吝摸何","127∑33'25.1""","36∑23'18.6""","11:35","3.230","0.011"
"3008B60","措没达2","2018/05/11","1雀瞒 窍摸何","127∑29'5.4""","36∑28'37""","12:30","2.316","0.011"
"3008B50","措没达3","2018/05/11","1雀瞒 窍摸何","127∑30'23.8""","36∑30'43.2""","12:50","2.410","0.015"
"3008B10","措没达4","2018/05/11","1雀瞒 窍摸何","127∑38'8.4""","36∑22'18.5""","11:05","3.133","0.024"
"3008B30","措没达5(措没龋)","2018/05/11","1雀瞒 窍摸何","127∑33'9.3""","36∑25'59.2""","11:55","2.886","0.013"
"3008B20","措没达6","2018/05/11","1雀瞒 窍摸何","127∑33'25.1""","36∑23'18.6""","11:35","2.949","0.015"
"3008B40","措没达1","2018/05/14","2雀瞒 惑摸何","127∑29'44""","36∑22'16""","13:10","3.170","0.027"
"3008B40","措没达1","2018/05/14","2雀瞒 吝摸何","127∑29'44""","36∑22'16""","13:15","3.173","0.032"
"3008B40","措没达1","2018/05/14","2雀瞒 窍摸何","127∑29'44""","36∑22'16""","13:20","2.787","0.028"
"3008B40","措没达1","2018/05/21","3雀瞒 惑摸何","127∑29'44""","36∑22'16""","13:30","2.354","0.051"
"3008B40","措没达1","2018/05/21","3雀瞒 吝摸何","127∑29'44""","36∑22'16""","13:35","2.367","0.046"
"3008B40","措没达1","2018/05/21","3雀瞒 窍摸何","127∑29'44""","36∑22'16""","13:40","1.954","0.044"
"3008B40","措没达1","2018/05/28","4雀瞒 惑摸何","127∑29'44""","36∑22'16""","13:20","1.935","0.050"
"3008B40","措没达1","2018/05/28","4雀瞒 吝摸何","127∑29'44""","36∑22'16""","13:25","1.819","0.069"
"3008B40","措没达1","2018/05/28","4雀瞒 窍摸何","127∑29'44""","36∑22'16""","13:30","1.506","0.055"
"3008B40","措没达1","2018/06/04","1雀瞒 惑摸何","127∑29'44""","36∑22'16""","13:15","2.992","0.056"
"3008B40","措没达1","2018/06/04","1雀瞒 吝摸何","127∑29'44""","36∑22'16""","13:20","3.594","0.057"
"3008B40","措没达1","2018/06/04","1雀瞒 窍摸何","127∑29'44""","36∑22'16""","13:25","3.361","0.053"
"3008B60","措没达2","2018/06/05","1雀瞒 惑摸何","127∑29'5.4""","36∑28'37""","14:55","2.141","0.048"
"3008B50","措没达3","2018/06/05","1雀瞒 惑摸何","127∑30'23.8""","36∑30'43.2""","15:10","1.969","0.028"
"3008B10","措没达4","2018/06/05","1雀瞒 惑摸何","127∑38'8.4""","36∑22'18.5""","10:50","2.307","0.032"
"3008B30","措没达5(措没龋)","2018/06/05","1雀瞒 惑摸何","127∑33'9.3""","36∑25'59.2""","00:00","2.522","0.045"
"3008B20","措没达6","2018/06/05","1雀瞒 惑摸何","127∑33'25.1""","36∑23'18.6""","12:00","2.522","0.025"
"3008B60","措没达2","2018/06/05","1雀瞒 吝摸何","127∑29'5.4""","36∑28'37""","14:55","1.821","0.028"
"3008B50","措没达3","2018/06/05","1雀瞒 吝摸何","127∑30'23.8""","36∑30'43.2""","15:10","2.207","0.016"
"3008B10","措没达4","2018/06/05","1雀瞒 吝摸何","127∑38'8.4""","36∑22'18.5""","10:50","2.372","0.021"
"3008B30","措没达5(措没龋)","2018/06/05","1雀瞒 吝摸何","127∑33'9.3""","36∑25'59.2""","00:00","2.857","0.016"
"3008B20","措没达6","2018/06/05","1雀瞒 吝摸何","127∑33'25.1""","36∑23'18.6""","12:00","2.733","0.022"
"3008B60","措没达2","2018/06/05","1雀瞒 窍摸何","127∑29'5.4""","36∑28'37""","14:55","1.791","0.019"
"3008B50","措没达3","2018/06/05","1雀瞒 窍摸何","127∑30'23.8""","36∑30'43.2""","15:10","2.242","0.015"
"3008B10","措没达4","2018/06/05","1雀瞒 窍摸何","127∑38'8.4""","36∑22'18.5""","10:50","2.592","0.022"
"3008B30","措没达5(措没龋)","2018/06/05","1雀瞒 窍摸何","127∑33'9.3""","36∑25'59.2""","00:00","2.413","0.036"
"3008B20","措没达6","2018/06/05","1雀瞒 窍摸何","127∑33'25.1""","36∑23'18.6""","12:00","3.098","0.027"
"3008B40","措没达1","2018/06/11","2雀瞒 惑摸何","127∑29'44""","36∑22'16""","13:25","2.734","0.036"
"3008B40","措没达1","2018/06/11","2雀瞒 吝摸何","127∑29'44""","36∑22'16""","13:30","2.654","0.027"
"3008B40","措没达1","2018/06/11","2雀瞒 窍摸何","127∑29'44""","36∑22'16""","13:35","2.752","0.026"
"3008B40","措没达1","2018/06/18","3雀瞒 惑摸何","127∑29'44""","36∑22'16""","13:10","3.312","0.016"
"3008B40","措没达1","2018/06/18","3雀瞒 吝摸何","127∑29'44""","36∑22'16""","13:15","3.314","0.010"
"3008B40","措没达1","2018/06/18","3雀瞒 窍摸何","127∑29'44""","36∑22'16""","13:20","3.494","0.016"
"3008B40","措没达1","2018/06/25","4雀瞒 惑摸何","127∑29'44""","36∑22'16""","13:05","1.718","0.027"
"3008B40","措没达1","2018/06/25","4雀瞒 吝摸何","127∑29'44""","36∑22'16""","13:10","1.633","0.012"
"3008B40","措没达1","2018/06/25","4雀瞒 窍摸何","127∑29'44""","36∑22'16""","13:15","2.050","0.014"
"3008B40","措没达1","2018/07/02","1雀瞒 惑摸何","127∑29'44""","36∑22'16""","13:30","1.590","0.024"
"3008B40","措没达1","2018/07/02","1雀瞒 吝摸何","127∑29'44""","36∑22'16""","13:35","1.591","0.014"
"3008B40","措没达1","2018/07/02","1雀瞒 窍摸何","127∑29'44""","36∑22'16""","13:40","1.830","0.019"
"3008B60","措没达2","2018/07/05","1雀瞒 惑摸何","127∑29'5.4""","36∑28'37""","12:15","2.049","0.019"
"3008B50","措没达3","2018/07/05","1雀瞒 惑摸何","127∑30'23.8""","36∑30'43.2""","12:30","2.178","0.027"
"3008B10","措没达4","2018/07/05","1雀瞒 惑摸何","127∑38'8.4""","36∑22'18.5""","11:00","3.065","0.074"
"3008B30","措没达5(措没龋)","2018/07/05","1雀瞒 惑摸何","127∑33'9.3""","36∑25'59.2""","11:45","2.264","0.035"
"3008B20","措没达6","2018/07/05","1雀瞒 惑摸何","127∑33'25.1""","36∑23'18.6""","11:25","2.479","0.032"
"3008B60","措没达2","2018/07/05","1雀瞒 吝摸何","127∑29'5.4""","36∑28'37""","12:15","2.625","0.019"
"3008B50","措没达3","2018/07/05","1雀瞒 吝摸何","127∑30'23.8""","36∑30'43.2""","12:30","2.259","0.036"
"3008B10","措没达4","2018/07/05","1雀瞒 吝摸何","127∑38'8.4""","36∑22'18.5""","11:00","2.976","0.080"
"3008B30","措没达5(措没龋)","2018/07/05","1雀瞒 吝摸何","127∑33'9.3""","36∑25'59.2""","11:45","2.829","0.031"
"3008B20","措没达6","2018/07/05","1雀瞒 吝摸何","127∑33'25.1""","36∑23'18.6""","11:25","3.213","0.036"
"3008B60","措没达2","2018/07/05","1雀瞒 窍摸何","127∑29'5.4""","36∑28'37""","12:15","2.086","0.028"
"3008B50","措没达3","2018/07/05","1雀瞒 窍摸何","127∑30'23.8""","36∑30'43.2""","12:30","2.265","0.042"
"3008B10","措没达4","2018/07/05","1雀瞒 窍摸何","127∑38'8.4""","36∑22'18.5""","11:00","3.206","0.081"
"3008B30","措没达5(措没龋)","2018/07/05","1雀瞒 窍摸何","127∑33'9.3""","36∑25'59.2""","11:45","2.946","0.012"
"3008B20","措没达6","2018/07/05","1雀瞒 窍摸何","127∑33'25.1""","36∑23'18.6""","11:25","2.881","0.032"
"3008B40","措没达1","2018/07/09","2雀瞒 惑摸何","127∑29'44""","36∑22'16""","13:30","2.190","0.022"
"3008B40","措没达1","2018/07/09","2雀瞒 吝摸何","127∑29'44""","36∑22'16""","13:35","2.351","0.020"
"3008B40","措没达1","2018/07/09","2雀瞒 窍摸何","127∑29'44""","36∑22'16""","13:40","2.632","0.018"
"3008B40","措没达1","2018/07/16","3雀瞒 惑摸何","127∑29'44""","36∑22'16""","13:25","1.377","0.026"
"3008B40","措没达1","2018/07/16","3雀瞒 吝摸何","127∑29'44""","36∑22'16""","13:30","1.445","0.018"
"3008B40","措没达1","2018/07/16","3雀瞒 窍摸何","127∑29'44""","36∑22'16""","13:35","2.088","0.031"
"3008B40","措没达1","2018/07/23","4雀瞒 惑摸何","127∑29'44""","36∑22'16""","13:05","1.400","0.024"
"3008B40","措没达1","2018/07/23","4雀瞒 吝摸何","127∑29'44""","36∑22'16""","13:10","1.597","0.017"
"3008B40","措没达1","2018/07/23","4雀瞒 窍摸何","127∑29'44""","36∑22'16""","13:15","2.095","0.019"
"3008B40","措没达1","2018/07/30","5雀瞒 惑摸何","127∑29'44""","36∑22'16""","13:25","1.447","0.019"
"3008B40","措没达1","2018/07/30","5雀瞒 吝摸何","127∑29'44""","36∑22'16""","13:30","1.454","0.018"
"3008B40","措没达1","2018/07/30","5雀瞒 窍摸何","127∑29'44""","36∑22'16""","13:35","2.040","0.011"
"3008B40","措没达1","2018/08/06","1雀瞒 惑摸何","127∑29'44""","36∑22'16""","13:35","1.550","0.031"
"3008B60","措没达2","2018/08/06","1雀瞒 惑摸何","127∑29'5.4""","36∑28'37""","14:00","2.617","0.012"
"3008B50","措没达3","2018/08/06","1雀瞒 惑摸何","127∑30'23.8""","36∑30'43.2""","13:50","2.213","0.015"
"3008B10","措没达4","2018/08/06","1雀瞒 惑摸何","127∑38'8.4""","36∑22'18.5""","10:30","2.850","0.023"
"3008B30","措没达5(措没龋)","2018/08/06","1雀瞒 惑摸何","127∑33'9.3""","36∑25'59.2""","15:50","3.316","0.027"
"3008B20","措没达6","2018/08/06","1雀瞒 惑摸何","127∑33'25.1""","36∑23'18.6""","00:00","2.828","0.013"
"3008B40","措没达1","2018/08/06","1雀瞒 吝摸何","127∑29'44""","36∑22'16""","13:40","1.934","0.015"
"3008B60","措没达2","2018/08/06","1雀瞒 吝摸何","127∑29'5.4""","36∑28'37""","14:00","3.812","0.020"
"3008B50","措没达3","2018/08/06","1雀瞒 吝摸何","127∑30'23.8""","36∑30'43.2""","13:50","3.413","0.016"
"3008B10","措没达4","2018/08/06","1雀瞒 吝摸何","127∑38'8.4""","36∑22'18.5""","10:30","2.837","0.027"
"3008B30","措没达5(措没龋)","2018/08/06","1雀瞒 吝摸何","127∑33'9.3""","36∑25'59.2""","15:50","3.312","0.028"
"3008B20","措没达6","2018/08/06","1雀瞒 吝摸何","127∑33'25.1""","36∑23'18.6""","00:00","2.826","0.048"
"3008B40","措没达1","2018/08/06","1雀瞒 窍摸何","127∑29'44""","36∑22'16""","13:45","1.991","0.020"
"3008B60","措没达2","2018/08/06","1雀瞒 窍摸何","127∑29'5.4""","36∑28'37""","14:00","2.616","0.013"
"3008B50","措没达3","2018/08/06","1雀瞒 窍摸何","127∑30'23.8""","36∑30'43.2""","13:50","3.147","0.013"
"3008B10","措没达4","2018/08/06","1雀瞒 窍摸何","127∑38'8.4""","36∑22'18.5""","10:30","2.828","0.026"
"3008B30","措没达5(措没龋)","2018/08/06","1雀瞒 窍摸何","127∑33'9.3""","36∑25'59.2""","15:50","3.301","0.012"
"3008B20","措没达6","2018/08/06","1雀瞒 窍摸何","127∑33'25.1""","36∑23'18.6""","00:00","2.823","0.014"
"3008B40","措没达1","2018/08/13","2雀瞒 惑摸何","127∑29'44""","36∑22'16""","13:35","1.158","0.030"
"3008B40","措没达1","2018/08/13","2雀瞒 吝摸何","127∑29'44""","36∑22'16""","13:40","1.918","0.011"
"3008B40","措没达1","2018/08/13","2雀瞒 窍摸何","127∑29'44""","36∑22'16""","13:45","1.608","0.025"
"3008B40","措没达1","2018/08/20","3雀瞒 惑摸何","127∑29'44""","36∑22'16""","13:20","1.121","0.022"
"3008B40","措没达1","2018/08/20","3雀瞒 吝摸何","127∑29'44""","36∑22'16""","13:25","1.342","0.022"
"3008B40","措没达1","2018/08/20","3雀瞒 窍摸何","127∑29'44""","36∑22'16""","13:30","1.783","0.018"
