"盒幅锅龋","螟沥家疙","斥/岿/老","雀瞒","版档","困档","盲荐矫阿","TN(Х/L)","TP(Х/L)"
"3008B10","措没达4","2021/06/08","1雀瞒 窍摸何","127∑38'8.4""","36∑22'18.5""","11:00","2.064","0.015"
"3008B30","措没达5(措没龋)","2021/06/08","1雀瞒 窍摸何","127∑33'9.3""","36∑25'59.2""","12:00","2.350","0.010"
"3008B20","措没达6","2021/06/08","1雀瞒 窍摸何","127∑33'25.1""","36∑23'18.6""","11:40","2.080","0.009"
"3008B40","措没达1","2021/06/14","2雀瞒 惑摸何","127∑29'44""","36∑22'16""","13:20","1.215","0.009"
"3008B40","措没达1","2021/06/14","2雀瞒 吝摸何","127∑29'44""","36∑22'16""","13:25","1.323","0.008"
"3008B40","措没达1","2021/06/14","2雀瞒 窍摸何","127∑29'44""","36∑22'16""","13:30","1.330","0.009"
"3008B40","措没达1","2021/06/21","3雀瞒 惑摸何","127∑29'44""","36∑22'16""","13:45","1.270","0.012"
"3008B40","措没达1","2021/06/21","3雀瞒 吝摸何","127∑29'44""","36∑22'16""","13:50","1.402","0.013"
"3008B40","措没达1","2021/06/21","3雀瞒 窍摸何","127∑29'44""","36∑22'16""","13:55","1.501","0.010"
"3008B40","措没达1","2021/06/28","4雀瞒 惑摸何","127∑29'44""","36∑22'16""","13:20","1.222","0.013"
"3008B40","措没达1","2021/06/28","4雀瞒 吝摸何","127∑29'44""","36∑22'16""","13:25","1.223","0.016"
"3008B40","措没达1","2021/06/28","4雀瞒 窍摸何","127∑29'44""","36∑22'16""","13:30","1.396","0.010"
"3008B40","措没达1","2021/07/05","1雀瞒 惑摸何","127∑29'44""","36∑22'16""","12:05","1.172","0.027"
"3008B40","措没达1","2021/07/05","1雀瞒 吝摸何","127∑29'44""","36∑22'16""","12:10","1.440","0.021"
"3008B40","措没达1","2021/07/05","1雀瞒 窍摸何","127∑29'44""","36∑22'16""","12:15","1.335","0.020"
"3008B60","措没达2","2021/07/06","1雀瞒 惑摸何","127∑29'5.4""","36∑28'37""","11:10","2.591","0.011"
"3008B50","措没达3","2021/07/06","1雀瞒 惑摸何","127∑30'23.8""","36∑30'43.2""","11:30","2.271","0.011"
"3008B10","措没达4","2021/07/06","1雀瞒 惑摸何","127∑38'8.4""","36∑22'18.5""","14:45","2.990","0.010"
"3008B30","措没达5(措没龋)","2021/07/06","1雀瞒 惑摸何","127∑33'9.3""","36∑25'59.2""","15:40","2.637","0.010"
"3008B20","措没达6","2021/07/06","1雀瞒 惑摸何","127∑33'25.1""","36∑23'18.6""","15:15","2.475","0.017"
"3008B60","措没达2","2021/07/06","1雀瞒 吝摸何","127∑29'5.4""","36∑28'37""","11:10","2.561","0.013"
"3008B50","措没达3","2021/07/06","1雀瞒 吝摸何","127∑30'23.8""","36∑30'43.2""","11:30","2.419","0.014"
"3008B10","措没达4","2021/07/06","1雀瞒 吝摸何","127∑38'8.4""","36∑22'18.5""","14:45","2.329","0.011"
"3008B30","措没达5(措没龋)","2021/07/06","1雀瞒 吝摸何","127∑33'9.3""","36∑25'59.2""","15:40","2.378","0.012"
"3008B20","措没达6","2021/07/06","1雀瞒 吝摸何","127∑33'25.1""","36∑23'18.6""","15:15","2.594","0.014"
"3008B60","措没达2","2021/07/06","1雀瞒 窍摸何","127∑29'5.4""","36∑28'37""","11:10","2.347","0.015"
"3008B50","措没达3","2021/07/06","1雀瞒 窍摸何","127∑30'23.8""","36∑30'43.2""","11:30","2.568","0.016"
"3008B10","措没达4","2021/07/06","1雀瞒 窍摸何","127∑38'8.4""","36∑22'18.5""","14:45","2.458","0.010"
"3008B30","措没达5(措没龋)","2021/07/06","1雀瞒 窍摸何","127∑33'9.3""","36∑25'59.2""","15:40","2.506","0.016"
"3008B20","措没达6","2021/07/06","1雀瞒 窍摸何","127∑33'25.1""","36∑23'18.6""","15:15","2.616","0.016"
"3008B40","措没达1","2021/07/12","2雀瞒 惑摸何","127∑29'44""","36∑22'16""","12:35","1.140","0.031"
"3008B40","措没达1","2021/07/12","2雀瞒 吝摸何","127∑29'44""","36∑22'16""","12:40","1.340","0.026"
"3008B40","措没达1","2021/07/12","2雀瞒 窍摸何","127∑29'44""","36∑22'16""","12:45","1.419","0.019"
"3008B40","措没达1","2021/07/19","3雀瞒 惑摸何","127∑29'44""","36∑22'16""","12:05","1.053","0.032"
"3008B40","措没达1","2021/07/19","3雀瞒 吝摸何","127∑29'44""","36∑22'16""","12:10","1.430","0.017"
"3008B40","措没达1","2021/07/19","3雀瞒 窍摸何","127∑29'44""","36∑22'16""","12:15","1.631","0.030"
"3008B40","措没达1","2021/07/26","4雀瞒 惑摸何","127∑29'44""","36∑22'16""","13:05","1.002","0.021"
"3008B40","措没达1","2021/07/26","4雀瞒 吝摸何","127∑29'44""","36∑22'16""","13:10","1.336","0.010"
"3008B40","措没达1","2021/07/26","4雀瞒 窍摸何","127∑29'44""","36∑22'16""","13:15","1.714","0.028"
"3008B40","措没达1","2021/08/02","1雀瞒 惑摸何","127∑29'44""","36∑22'16""","12:40","0.983","0.028"
"3008B40","措没达1","2021/08/02","1雀瞒 吝摸何","127∑29'44""","36∑22'16""","12:45","1.346","0.011"
"3008B40","措没达1","2021/08/02","1雀瞒 窍摸何","127∑29'44""","36∑22'16""","12:50","1.590","0.016"
"3008B40","措没达1","2021/08/09","2雀瞒 惑摸何","127∑29'44""","36∑22'16""","13:15","0.822","0.016"
"3008B40","措没达1","2021/08/09","2雀瞒 吝摸何","127∑29'44""","36∑22'16""","13:20","1.172","0.011"
"3008B40","措没达1","2021/08/09","2雀瞒 窍摸何","127∑29'44""","36∑22'16""","13:25","1.615","0.011"
"3008B60","措没达2","2021/08/11","1雀瞒 惑摸何","127∑29'5.4""","36∑28'37""","10:00","2.273","0.009"
"3008B50","措没达3","2021/08/11","1雀瞒 惑摸何","127∑30'23.8""","36∑30'43.2""","10:10","2.437","0.009"
"3008B10","措没达4","2021/08/11","1雀瞒 惑摸何","127∑38'8.4""","36∑22'18.5""","11:20","2.528","0.010"
"3008B30","措没达5(措没龋)","2021/08/11","1雀瞒 惑摸何","127∑33'9.3""","36∑25'59.2""","12:00","2.475","0.014"
"3008B20","措没达6","2021/08/11","1雀瞒 惑摸何","127∑33'25.1""","36∑23'18.6""","11:45","2.631","0.007"
"3008B60","措没达2","2021/08/11","1雀瞒 吝摸何","127∑29'5.4""","36∑28'37""","10:00","2.385","0.012"
"3008B50","措没达3","2021/08/11","1雀瞒 吝摸何","127∑30'23.8""","36∑30'43.2""","10:10","2.220","0.011"
"3008B10","措没达4","2021/08/11","1雀瞒 吝摸何","127∑38'8.4""","36∑22'18.5""","11:20","2.247","0.013"
"3008B30","措没达5(措没龋)","2021/08/11","1雀瞒 吝摸何","127∑33'9.3""","36∑25'59.2""","12:00","2.480","0.013"
"3008B20","措没达6","2021/08/11","1雀瞒 吝摸何","127∑33'25.1""","36∑23'18.6""","11:45","2.401","0.012"
"3008B60","措没达2","2021/08/11","1雀瞒 窍摸何","127∑29'5.4""","36∑28'37""","10:00","2.231","0.013"
"3008B50","措没达3","2021/08/11","1雀瞒 窍摸何","127∑30'23.8""","36∑30'43.2""","10:10","2.406","0.006"
"3008B10","措没达4","2021/08/11","1雀瞒 窍摸何","127∑38'8.4""","36∑22'18.5""","11:20","2.350","0.011"
"3008B30","措没达5(措没龋)","2021/08/11","1雀瞒 窍摸何","127∑33'9.3""","36∑25'59.2""","12:00","2.457","0.011"
"3008B20","措没达6","2021/08/11","1雀瞒 窍摸何","127∑33'25.1""","36∑23'18.6""","11:45","2.458","0.009"
"3008B40","措没达1","2021/08/17","3雀瞒 惑摸何","127∑29'44""","36∑22'16""","12:45","0.922","0.020"
"3008B40","措没达1","2021/08/17","3雀瞒 吝摸何","127∑29'44""","36∑22'16""","12:50","0.978","0.015"
"3008B40","措没达1","2021/08/17","3雀瞒 窍摸何","127∑29'44""","36∑22'16""","12:55","1.478","0.011"
"3008B40","措没达1","2021/08/23","4雀瞒 惑摸何","127∑29'44""","36∑22'16""","13:05","1.024","0.019"
"3008B40","措没达1","2021/08/23","4雀瞒 吝摸何","127∑29'44""","36∑22'16""","13:10","1.000","0.016"
"3008B40","措没达1","2021/08/23","4雀瞒 窍摸何","127∑29'44""","36∑22'16""","13:15","1.466","0.015"
"3008B40","措没达1","2021/08/30","5雀瞒 惑摸何","127∑29'44""","36∑22'16""","13:05","1.077","0.014"
"3008B40","措没达1","2021/08/30","5雀瞒 吝摸何","127∑29'44""","36∑22'16""","13:10","1.066","0.013"
"3008B40","措没达1","2021/08/30","5雀瞒 窍摸何","127∑29'44""","36∑22'16""","13:15","1.557","0.023"
