"盒幅锅龋","螟沥家疙","斥/岿/老","雀瞒","版档","困档","盲荐矫阿","TN(Х/L)","TP(Х/L)"
"3008B40","措没达1","2015/02/16","3雀瞒 惑摸何","127∑29'44""","36∑22'16""","14:10","1.492","0.007"
"3008B40","措没达1","2015/02/16","3雀瞒 吝摸何","127∑29'44""","36∑22'16""","14:11","1.527","0.007"
"3008B40","措没达1","2015/02/16","3雀瞒 窍摸何","127∑29'44""","36∑22'16""","14:12","1.527","0.007"
"3008B40","措没达1","2015/02/23","4雀瞒 惑摸何","127∑29'44""","36∑22'16""","14:00","1.436","0.006"
"3008B40","措没达1","2015/02/23","4雀瞒 吝摸何","127∑29'44""","36∑22'16""","14:01","1.490","0.005"
"3008B40","措没达1","2015/02/23","4雀瞒 窍摸何","127∑29'44""","36∑22'16""","14:02","1.448","0.010"
"3008B40","措没达1","2015/03/02","1雀瞒 惑摸何","127∑29'44""","36∑22'16""","14:40","1.458","0.006"
"3008B40","措没达1","2015/03/02","1雀瞒 吝摸何","127∑29'44""","36∑22'16""","14:41","1.558","0.006"
"3008B40","措没达1","2015/03/02","1雀瞒 窍摸何","127∑29'44""","36∑22'16""","14:42","1.641","0.005"
"3008B60","措没达2","2015/03/04","1雀瞒 惑摸何","127∑29'5.4""","36∑28'37""","13:10","2.724","0.005"
"3008B50","措没达3","2015/03/04","1雀瞒 惑摸何","127∑30'23.8""","36∑30'43.2""","13:30","2.379","0.012"
"3008B10","措没达4","2015/03/04","1雀瞒 惑摸何","127∑38'8.4""","36∑22'18.5""","10:50","3.087","0.011"
"3008B30","措没达5(措没龋)","2015/03/04","1雀瞒 惑摸何","127∑33'9.3""","36∑25'59.2""","11:40","2.630","0.007"
"3008B20","措没达6","2015/03/04","1雀瞒 惑摸何","127∑33'25.1""","36∑23'18.6""","11:10","3.207","0.005"
"3008B60","措没达2","2015/03/04","1雀瞒 吝摸何","127∑29'5.4""","36∑28'37""","13:10","2.421","0.005"
"3008B50","措没达3","2015/03/04","1雀瞒 吝摸何","127∑30'23.8""","36∑30'43.2""","13:30","2.439","0.007"
"3008B10","措没达4","2015/03/04","1雀瞒 吝摸何","127∑38'8.4""","36∑22'18.5""","10:50","3.261","0.010"
"3008B30","措没达5(措没龋)","2015/03/04","1雀瞒 吝摸何","127∑33'9.3""","36∑25'59.2""","11:40","2.647","0.007"
"3008B20","措没达6","2015/03/04","1雀瞒 吝摸何","127∑33'25.1""","36∑23'18.6""","11:10","3.181","0.007"
"3008B60","措没达2","2015/03/04","1雀瞒 窍摸何","127∑29'5.4""","36∑28'37""","13:10","2.478","0.005"
"3008B50","措没达3","2015/03/04","1雀瞒 窍摸何","127∑30'23.8""","36∑30'43.2""","13:30","2.474","0.007"
"3008B10","措没达4","2015/03/04","1雀瞒 窍摸何","127∑38'8.4""","36∑22'18.5""","10:50","3.111","0.010"
"3008B30","措没达5(措没龋)","2015/03/04","1雀瞒 窍摸何","127∑33'9.3""","36∑25'59.2""","11:40","2.808","0.006"
"3008B20","措没达6","2015/03/04","1雀瞒 窍摸何","127∑33'25.1""","36∑23'18.6""","11:10","3.208","0.005"
"3008B40","措没达1","2015/03/09","2雀瞒 惑摸何","127∑29'44""","36∑22'16""","14:15","1.530","0.007"
"3008B40","措没达1","2015/03/09","2雀瞒 吝摸何","127∑29'44""","36∑22'16""","14:16","1.604","0.006"
"3008B40","措没达1","2015/03/09","2雀瞒 窍摸何","127∑29'44""","36∑22'16""","14:17","1.589","0.006"
"3008B40","措没达1","2015/03/16","3雀瞒 惑摸何","127∑29'44""","36∑22'16""","14:00","1.469","0.008"
"3008B40","措没达1","2015/03/16","3雀瞒 吝摸何","127∑29'44""","36∑22'16""","14:01","1.515","0.008"
"3008B40","措没达1","2015/03/16","3雀瞒 窍摸何","127∑29'44""","36∑22'16""","14:02","1.463","0.008"
"3008B40","措没达1","2015/03/23","4雀瞒 惑摸何","127∑29'44""","36∑22'16""","15:00","1.617","0.006"
"3008B40","措没达1","2015/03/23","4雀瞒 吝摸何","127∑29'44""","36∑22'16""","15:01","1.595","0.007"
"3008B40","措没达1","2015/03/23","4雀瞒 窍摸何","127∑29'44""","36∑22'16""","15:02","1.620","0.005"
"3008B40","措没达1","2015/03/30","5雀瞒 惑摸何","127∑29'44""","36∑22'16""","13:10","1.340","0.006"
"3008B40","措没达1","2015/03/30","5雀瞒 吝摸何","127∑29'44""","36∑22'16""","13:11","1.377","0.006"
"3008B40","措没达1","2015/03/30","5雀瞒 窍摸何","127∑29'44""","36∑22'16""","13:12","1.360","0.005"
"3008B60","措没达2","2015/04/02","1雀瞒 惑摸何","127∑29'5.4""","36∑28'37""","13:25","2.841","0.009"
"3008B50","措没达3","2015/04/02","1雀瞒 惑摸何","127∑30'23.8""","36∑30'43.2""","13:50","2.543","0.005"
"3008B10","措没达4","2015/04/02","1雀瞒 惑摸何","127∑38'8.4""","36∑22'18.5""","11:10","3.225","0.017"
"3008B30","措没达5(措没龋)","2015/04/02","1雀瞒 惑摸何","127∑33'9.3""","36∑25'59.2""","12:00","2.503","0.022"
"3008B20","措没达6","2015/04/02","1雀瞒 惑摸何","127∑33'25.1""","36∑23'18.6""","11:35","2.877","0.013"
"3008B60","措没达2","2015/04/02","1雀瞒 吝摸何","127∑29'5.4""","36∑28'37""","13:25","2.570","0.007"
"3008B50","措没达3","2015/04/02","1雀瞒 吝摸何","127∑30'23.8""","36∑30'43.2""","13:50","2.281","0.007"
"3008B10","措没达4","2015/04/02","1雀瞒 吝摸何","127∑38'8.4""","36∑22'18.5""","11:10","2.816","0.013"
"3008B30","措没达5(措没龋)","2015/04/02","1雀瞒 吝摸何","127∑33'9.3""","36∑25'59.2""","12:00","3.139","0.007"
"3008B20","措没达6","2015/04/02","1雀瞒 吝摸何","127∑33'25.1""","36∑23'18.6""","11:35","2.751","0.010"
"3008B60","措没达2","2015/04/02","1雀瞒 窍摸何","127∑29'5.4""","36∑28'37""","13:25","2.212","0.006"
"3008B50","措没达3","2015/04/02","1雀瞒 窍摸何","127∑30'23.8""","36∑30'43.2""","13:50","2.370","0.008"
"3008B10","措没达4","2015/04/02","1雀瞒 窍摸何","127∑38'8.4""","36∑22'18.5""","11:10","2.645","0.013"
"3008B30","措没达5(措没龋)","2015/04/02","1雀瞒 窍摸何","127∑33'9.3""","36∑25'59.2""","12:00","2.750","0.006"
"3008B20","措没达6","2015/04/02","1雀瞒 窍摸何","127∑33'25.1""","36∑23'18.6""","11:35","2.782","0.013"
"3008B40","措没达1","2015/04/06","1雀瞒 惑摸何","127∑29'44""","36∑22'16""","13:15","1.403","0.007"
"3008B40","措没达1","2015/04/06","1雀瞒 吝摸何","127∑29'44""","36∑22'16""","13:16","1.402","0.007"
"3008B40","措没达1","2015/04/06","1雀瞒 窍摸何","127∑29'44""","36∑22'16""","13:17","1.440","0.007"
"3008B40","措没达1","2015/04/13","2雀瞒 惑摸何","127∑29'44""","36∑22'16""","13:40","1.673","0.007"
"3008B40","措没达1","2015/04/13","2雀瞒 吝摸何","127∑29'44""","36∑22'16""","13:41","1.698","0.011"
"3008B40","措没达1","2015/04/13","2雀瞒 窍摸何","127∑29'44""","36∑22'16""","13:42","1.705","0.010"
"3008B40","措没达1","2015/04/20","3雀瞒 惑摸何","127∑29'44""","36∑22'16""","13:40","1.392","0.007"
"3008B40","措没达1","2015/04/20","3雀瞒 吝摸何","127∑29'44""","36∑22'16""","13:41","1.349","0.007"
"3008B40","措没达1","2015/04/20","3雀瞒 窍摸何","127∑29'44""","36∑22'16""","13:42","1.501","0.007"
"3008B40","措没达1","2015/04/27","4雀瞒 惑摸何","127∑29'44""","36∑22'16""","14:00","1.838","0.007"
"3008B40","措没达1","2015/04/27","4雀瞒 吝摸何","127∑29'44""","36∑22'16""","14:01","1.756","0.006"
"3008B40","措没达1","2015/04/27","4雀瞒 窍摸何","127∑29'44""","36∑22'16""","14:02","1.864","0.006"
"3008B40","措没达1","2015/05/04","1雀瞒 惑摸何","127∑29'44""","36∑22'16""","13:15","1.546","0.008"
"3008B40","措没达1","2015/05/04","1雀瞒 吝摸何","127∑29'44""","36∑22'16""","13:16","1.530","0.006"
"3008B40","措没达1","2015/05/04","1雀瞒 窍摸何","127∑29'44""","36∑22'16""","13:17","1.479","0.008"
"3008B60","措没达2","2015/05/06","1雀瞒 惑摸何","127∑29'5.4""","36∑28'37""","13:05","2.092","0.010"
"3008B50","措没达3","2015/05/06","1雀瞒 惑摸何","127∑30'23.8""","36∑30'43.2""","13:25","2.014","0.019"
"3008B10","措没达4","2015/05/06","1雀瞒 惑摸何","127∑38'8.4""","36∑22'18.5""","10:55","2.023","0.025"
"3008B30","措没达5(措没龋)","2015/05/06","1雀瞒 惑摸何","127∑33'9.3""","36∑25'59.2""","11:55","2.251","0.015"
"3008B20","措没达6","2015/05/06","1雀瞒 惑摸何","127∑33'25.1""","36∑23'18.6""","11:35","2.280","0.018"
"3008B60","措没达2","2015/05/06","1雀瞒 吝摸何","127∑29'5.4""","36∑28'37""","13:05","2.150","0.005"
"3008B50","措没达3","2015/05/06","1雀瞒 吝摸何","127∑30'23.8""","36∑30'43.2""","13:25","2.058","0.016"
"3008B10","措没达4","2015/05/06","1雀瞒 吝摸何","127∑38'8.4""","36∑22'18.5""","10:55","2.171","0.016"
"3008B30","措没达5(措没龋)","2015/05/06","1雀瞒 吝摸何","127∑33'9.3""","36∑25'59.2""","11:55","2.482","0.009"
"3008B20","措没达6","2015/05/06","1雀瞒 吝摸何","127∑33'25.1""","36∑23'18.6""","11:35","2.455","0.011"
"3008B60","措没达2","2015/05/06","1雀瞒 窍摸何","127∑29'5.4""","36∑28'37""","13:05","2.092","0.005"
"3008B50","措没达3","2015/05/06","1雀瞒 窍摸何","127∑30'23.8""","36∑30'43.2""","13:25","2.045","0.009"
"3008B10","措没达4","2015/05/06","1雀瞒 窍摸何","127∑38'8.4""","36∑22'18.5""","10:55","2.277","0.014"
"3008B30","措没达5(措没龋)","2015/05/06","1雀瞒 窍摸何","127∑33'9.3""","36∑25'59.2""","11:55","2.501","0.007"
"3008B20","措没达6","2015/05/06","1雀瞒 窍摸何","127∑33'25.1""","36∑23'18.6""","11:35","2.606","0.008"
"3008B40","措没达1","2015/05/11","2雀瞒 惑摸何","127∑29'44""","36∑22'16""","13:35","1.564","0.008"
"3008B40","措没达1","2015/05/11","2雀瞒 吝摸何","127∑29'44""","36∑22'16""","13:36","1.639","0.010"
"3008B40","措没达1","2015/05/11","2雀瞒 窍摸何","127∑29'44""","36∑22'16""","13:37","1.607","0.009"
"3008B40","措没达1","2015/05/18","3雀瞒 惑摸何","127∑29'44""","36∑22'16""","14:25","1.588","0.007"
"3008B40","措没达1","2015/05/18","3雀瞒 吝摸何","127∑29'44""","36∑22'16""","14:26","1.602","0.007"
"3008B40","措没达1","2015/05/18","3雀瞒 窍摸何","127∑29'44""","36∑22'16""","14:27","1.523","0.007"
"3008B40","措没达1","2015/05/26","4雀瞒 惑摸何","127∑29'44""","36∑22'16""","14:40","1.633","0.007"
"3008B40","措没达1","2015/05/26","4雀瞒 吝摸何","127∑29'44""","36∑22'16""","14:41","1.523","0.007"
"3008B40","措没达1","2015/05/26","4雀瞒 窍摸何","127∑29'44""","36∑22'16""","14:42","1.521","0.007"
"3008B40","措没达1","2015/06/01","1雀瞒 惑摸何","127∑29'44""","36∑22'16""","14:20","1.491","0.007"
"3008B60","措没达2","2015/06/01","1雀瞒 惑摸何","127∑29'5.4""","36∑28'37""","14:10","2.502","0.004"
"3008B50","措没达3","2015/06/01","1雀瞒 惑摸何","127∑30'23.8""","36∑30'43.2""","14:30","2.398","0.007"
"3008B10","措没达4","2015/06/01","1雀瞒 惑摸何","127∑38'8.4""","36∑22'18.5""","11:20","3.442","0.020"
"3008B30","措没达5(措没龋)","2015/06/01","1雀瞒 惑摸何","127∑33'9.3""","36∑25'59.2""","12:30","2.551","0.006"
"3008B20","措没达6","2015/06/01","1雀瞒 惑摸何","127∑33'25.1""","36∑23'18.6""","12:05","2.229","0.006"
"3008B40","措没达1","2015/06/01","1雀瞒 吝摸何","127∑29'44""","36∑22'16""","14:21","1.564","0.007"
"3008B60","措没达2","2015/06/01","1雀瞒 吝摸何","127∑29'5.4""","36∑28'37""","14:10","2.621","0.004"
"3008B50","措没达3","2015/06/01","1雀瞒 吝摸何","127∑30'23.8""","36∑30'43.2""","14:30","2.446","0.007"
"3008B10","措没达4","2015/06/01","1雀瞒 吝摸何","127∑38'8.4""","36∑22'18.5""","11:20","2.116","0.030"
"3008B30","措没达5(措没龋)","2015/06/01","1雀瞒 吝摸何","127∑33'9.3""","36∑25'59.2""","12:30","3.065","0.007"
"3008B20","措没达6","2015/06/01","1雀瞒 吝摸何","127∑33'25.1""","36∑23'18.6""","12:05","2.608","0.010"
"3008B40","措没达1","2015/06/01","1雀瞒 窍摸何","127∑29'44""","36∑22'16""","14:22","1.572","0.008"
"3008B60","措没达2","2015/06/01","1雀瞒 窍摸何","127∑29'5.4""","36∑28'37""","14:10","2.824","0.005"
"3008B50","措没达3","2015/06/01","1雀瞒 窍摸何","127∑30'23.8""","36∑30'43.2""","14:30","2.519","0.007"
"3008B10","措没达4","2015/06/01","1雀瞒 窍摸何","127∑38'8.4""","36∑22'18.5""","11:20","2.370","0.044"
"3008B30","措没达5(措没龋)","2015/06/01","1雀瞒 窍摸何","127∑33'9.3""","36∑25'59.2""","12:30","3.282","0.004"
"3008B20","措没达6","2015/06/01","1雀瞒 窍摸何","127∑33'25.1""","36∑23'18.6""","12:05","3.152","0.013"
"3008B40","措没达1","2015/06/08","2雀瞒 惑摸何","127∑29'44""","36∑22'16""","13:40","1.437","0.007"
"3008B40","措没达1","2015/06/08","2雀瞒 吝摸何","127∑29'44""","36∑22'16""","13:41","1.473","0.006"
"3008B40","措没达1","2015/06/08","2雀瞒 窍摸何","127∑29'44""","36∑22'16""","13:42","1.477","0.009"
"3008B40","措没达1","2015/06/15","3雀瞒 惑摸何","127∑29'44""","36∑22'16""","14:20","1.275","0.009"
"3008B40","措没达1","2015/06/15","3雀瞒 吝摸何","127∑29'44""","36∑22'16""","14:21","1.446","0.011"
"3008B40","措没达1","2015/06/15","3雀瞒 窍摸何","127∑29'44""","36∑22'16""","14:22","1.351","0.012"
"3008B40","措没达1","2015/06/22","4雀瞒 惑摸何","127∑29'44""","36∑22'16""","13:50","1.441","0.011"
"3008B40","措没达1","2015/06/22","4雀瞒 吝摸何","127∑29'44""","36∑22'16""","13:51","1.469","0.011"
"3008B40","措没达1","2015/06/22","4雀瞒 窍摸何","127∑29'44""","36∑22'16""","13:52","1.403","0.010"
"3008B40","措没达1","2015/06/29","5雀瞒 惑摸何","127∑29'44""","36∑22'16""","14:30","1.546","0.014"
"3008B40","措没达1","2015/06/29","5雀瞒 吝摸何","127∑29'44""","36∑22'16""","14:31","1.501","0.014"
"3008B40","措没达1","2015/06/29","5雀瞒 窍摸何","127∑29'44""","36∑22'16""","14:32","1.394","0.016"
"3008B60","措没达2","2015/07/02","1雀瞒 惑摸何","127∑29'5.4""","36∑28'37""","13:20","2.173","0.010"
"3008B50","措没达3","2015/07/02","1雀瞒 惑摸何","127∑30'23.8""","36∑30'43.2""","13:40","2.036","0.012"
"3008B10","措没达4","2015/07/02","1雀瞒 惑摸何","127∑38'8.4""","36∑22'18.5""","10:55","2.314","0.046"
"3008B30","措没达5(措没龋)","2015/07/02","1雀瞒 惑摸何","127∑33'9.3""","36∑25'59.2""","12:00","1.453","0.016"
"3008B20","措没达6","2015/07/02","1雀瞒 惑摸何","127∑33'25.1""","36∑23'18.6""","00:00","1.734","0.025"
"3008B60","措没达2","2015/07/02","1雀瞒 吝摸何","127∑29'5.4""","36∑28'37""","13:20","2.245","0.009"
"3008B10","措没达4","2015/07/02","1雀瞒 吝摸何","127∑38'8.4""","36∑22'18.5""","10:55","2.209","0.038"
"3008B30","措没达5(措没龋)","2015/07/02","1雀瞒 吝摸何","127∑33'9.3""","36∑25'59.2""","12:00","1.927","0.015"
"3008B20","措没达6","2015/07/02","1雀瞒 吝摸何","127∑33'25.1""","36∑23'18.6""","00:00","1.394","0.027"
"3008B60","措没达2","2015/07/02","1雀瞒 窍摸何","127∑29'5.4""","36∑28'37""","13:20","2.313","0.009"
"3008B10","措没达4","2015/07/02","1雀瞒 窍摸何","127∑38'8.4""","36∑22'18.5""","10:55","2.374","0.031"
"3008B30","措没达5(措没龋)","2015/07/02","1雀瞒 窍摸何","127∑33'9.3""","36∑25'59.2""","12:00","2.506","0.014"
"3008B20","措没达6","2015/07/02","1雀瞒 窍摸何","127∑33'25.1""","36∑23'18.6""","00:00","2.037","0.015"
"3008B40","措没达1","2015/07/06","1雀瞒 惑摸何","127∑29'44""","36∑22'16""","14:25","1.084","0.016"
"3008B40","措没达1","2015/07/06","1雀瞒 吝摸何","127∑29'44""","36∑22'16""","14:26","1.122","0.014"
"3008B40","措没达1","2015/07/06","1雀瞒 窍摸何","127∑29'44""","36∑22'16""","14:27","1.145","0.014"
"3008B40","措没达1","2015/07/13","2雀瞒 惑摸何","127∑29'44""","36∑22'16""","13:50","0.868","0.014"
"3008B40","措没达1","2015/07/13","2雀瞒 吝摸何","127∑29'44""","36∑22'16""","13:51","0.900","0.014"
"3008B40","措没达1","2015/07/13","2雀瞒 窍摸何","127∑29'44""","36∑22'16""","13:52","1.091","0.011"
"3008B40","措没达1","2015/07/20","3雀瞒 惑摸何","127∑29'44""","36∑22'16""","14:10","0.707","0.019"
"3008B40","措没达1","2015/07/20","3雀瞒 吝摸何","127∑29'44""","36∑22'16""","14:11","0.753","0.016"
"3008B40","措没达1","2015/07/20","3雀瞒 窍摸何","127∑29'44""","36∑22'16""","14:12","0.869","0.012"
"3008B40","措没达1","2015/07/27","4雀瞒 惑摸何","127∑29'44""","36∑22'16""","13:40","0.872","0.016"
"3008B40","措没达1","2015/07/27","4雀瞒 吝摸何","127∑29'44""","36∑22'16""","13:41","0.895","0.016"
"3008B40","措没达1","2015/07/27","4雀瞒 窍摸何","127∑29'44""","36∑22'16""","13:42","0.888","0.026"
"3008B40","措没达1","2015/08/03","1雀瞒 惑摸何","127∑29'44""","36∑22'16""","14:45","0.869","0.023"
"3008B40","措没达1","2015/08/03","1雀瞒 吝摸何","127∑29'44""","36∑22'16""","14:46","0.946","0.021"
"3008B40","措没达1","2015/08/03","1雀瞒 窍摸何","127∑29'44""","36∑22'16""","14:47","1.072","0.014"
"3008B60","措没达2","2015/08/05","1雀瞒 惑摸何","127∑29'5.4""","36∑28'37""","14:40","1.796","0.006"
"3008B50","措没达3","2015/08/05","1雀瞒 惑摸何","127∑30'23.8""","36∑30'43.2""","15:00","1.880","0.020"
"3008B10","措没达4","2015/08/05","1雀瞒 惑摸何","127∑38'8.4""","36∑22'18.5""","11:15","1.672","0.031"
"3008B30","措没达5(措没龋)","2015/08/05","1雀瞒 惑摸何","127∑33'9.3""","36∑25'59.2""","12:25","1.941","0.024"
"3008B20","措没达6","2015/08/05","1雀瞒 惑摸何","127∑33'25.1""","36∑23'18.6""","12:00","2.170","0.028"
"3008B60","措没达2","2015/08/05","1雀瞒 吝摸何","127∑29'5.4""","36∑28'37""","14:40","2.524","0.007"
"3008B50","措没达3","2015/08/05","1雀瞒 吝摸何","127∑30'23.8""","36∑30'43.2""","15:00","1.933","0.022"
"3008B10","措没达4","2015/08/05","1雀瞒 吝摸何","127∑38'8.4""","36∑22'18.5""","11:15","1.972","0.030"
"3008B30","措没达5(措没龋)","2015/08/05","1雀瞒 吝摸何","127∑33'9.3""","36∑25'59.2""","12:25","2.797","0.015"
"3008B20","措没达6","2015/08/05","1雀瞒 吝摸何","127∑33'25.1""","36∑23'18.6""","12:00","2.771","0.022"
"3008B60","措没达2","2015/08/05","1雀瞒 窍摸何","127∑29'5.4""","36∑28'37""","14:40","2.491","0.005"
"3008B50","措没达3","2015/08/05","1雀瞒 窍摸何","127∑30'23.8""","36∑30'43.2""","15:00","1.892","0.020"
"3008B10","措没达4","2015/08/05","1雀瞒 窍摸何","127∑38'8.4""","36∑22'18.5""","11:15","2.515","0.027"
"3008B30","措没达5(措没龋)","2015/08/05","1雀瞒 窍摸何","127∑33'9.3""","36∑25'59.2""","12:25","2.464","0.012"
"3008B20","措没达6","2015/08/05","1雀瞒 窍摸何","127∑33'25.1""","36∑23'18.6""","12:00","2.392","0.025"
"3008B40","措没达1","2015/08/10","2雀瞒 惑摸何","127∑29'44""","36∑22'16""","13:40","0.690","0.025"
"3008B40","措没达1","2015/08/10","2雀瞒 吝摸何","127∑29'44""","36∑22'16""","13:41","0.733","0.022"
"3008B40","措没达1","2015/08/10","2雀瞒 窍摸何","127∑29'44""","36∑22'16""","13:42","0.874","0.019"
"3008B40","措没达1","2015/08/17","3雀瞒 惑摸何","127∑29'44""","36∑22'16""","13:50","0.641","0.022"
"3008B40","措没达1","2015/08/17","3雀瞒 吝摸何","127∑29'44""","36∑22'16""","13:51","0.652","0.024"
"3008B40","措没达1","2015/08/17","3雀瞒 窍摸何","127∑29'44""","36∑22'16""","13:52","0.782","0.018"
"3008B40","措没达1","2015/08/24","4雀瞒 惑摸何","127∑29'44""","36∑22'16""","14:15","0.679","0.022"
"3008B40","措没达1","2015/08/24","4雀瞒 吝摸何","127∑29'44""","36∑22'16""","14:16","0.653","0.020"
"3008B40","措没达1","2015/08/24","4雀瞒 窍摸何","127∑29'44""","36∑22'16""","14:17","0.651","0.018"
"3008B40","措没达1","2015/08/31","1雀瞒 惑摸何","127∑29'44""","36∑22'16""","14:25","0.616","0.027"
"3008B40","措没达1","2015/08/31","1雀瞒 吝摸何","127∑29'44""","36∑22'16""","14:26","0.610","0.024"
